Year,Month,Running Month,Longitude,Latitude,S-S1,S-Median,S-S5,S-Mean,S-Observation number,S-Standard deviation,S-Mean day of the month,S-Fraction of daylight observations,A-S1,A-Median,A-S5,A-Mean,A-Observation number,A-Standard deviation,A-Mean day of the month,A-Fraction of daylight observations,Q-S1,Q-Median,Q-S5,Q-Mean,Q-Observation number,Q-Standard deviation,Q-Mean day of the month,Q-Fraction of daylight observations,R-S1_x,R-Median_x,R-S5_x,R-Mean_x,R-Observation number_x,R-Standard deviation_x,R-Mean day of the month_x,R-Fraction of daylight observations_x,C-S1,C-Median,C-S5,C-Mean,C-Observation number,C-Standard deviation,C-Mean day of the month,C-Fraction of daylight observations,R-S1_y,R-Median_y,R-S5_y,R-Mean_y,R-Observation number_y,R-Standard deviation_y,R-Mean day of the month_y,R-Fraction of daylight observations_y,X=W*U-S1,X=W*U-Median,X=W*U-S5,X=W*U-Mean,X=W*U-Observation number,X=W*U-Standard deviation,X=W*U-Mean day of the month,X=W*U-Fraction of daylight observations,Y=W*V-S1,Y=W*V-Median,Y=W*V-S5,Y=W*V-Mean,Y=W*V-Observation number,Y=W*V-Standard deviation,Y=W*V-Mean day of the month,Y=W*V-Fraction of daylight observations,D=S-A-S1,D=S-A-Median,D=S-A-S5,D=S-A-Mean,D=S-A-Observation number,D=S-A-Standard deviation,D=S-A-Mean day of the month,D=S-A-Fraction of daylight observations,E=(S-A)*W-S1,E=(S-A)*W-Median,E=(S-A)*W-S5,E=(S-A)*W-Mean,E=(S-A)*W-Observation number,E=(S-A)*W-Standard deviation,E=(S-A)*W-Mean day of the month,E=(S-A)*W-Fraction of daylight observations,F=QS-Q-S1,F=QS-Q-Median,F=QS-Q-S5,F=QS-Q-Mean,F=QS-Q-Observation number,F=QS-Q-Standard deviation,F=QS-Q-Mean day of the month,F=QS-Q-Fraction of daylight observations,G=(QS-Q)*W-S1,G=(QS-Q)*W-Median,G=(QS-Q)*W-S5,G=(QS-Q)*W-Mean,G=(QS-Q)*W-Observation number,G=(QS-Q)*W-Standard deviation,G=(QS-Q)*W-Mean day of the month,G=(QS-Q)*W-Fraction of daylight observations,I=U*A-S1,I=U*A-Median,I=U*A-S5,I=U*A-Mean,I=U*A-Observation number,I=U*A-Standard deviation,I=U*A-Mean day of the month,I=U*A-Fraction of daylight observations,J=V*A-S1,J=V*A-Median,J=V*A-S5,J=V*A-Mean,J=V*A-Observation number,J=V*A-Standard deviation,J=V*A-Mean day of the month,J=V*A-Fraction of daylight observations,K=U*Q-S1,K=U*Q-Median,K=U*Q-S5,K=U*Q-Mean,K=U*Q-Observation number,K=U*Q-Standard deviation,K=U*Q-Mean day of the month,K=U*Q-Fraction of daylight observations,L=V*Q-S1,L=V*Q-Median,L=V*Q-S5,L=V*Q-Mean,L=V*Q-Observation number,L=V*Q-Standard deviation,L=V*Q-Mean day of the month,L=V*Q-Fraction of daylight observations,M=(QS-Q)*U-S1,M=(QS-Q)*U-Median,M=(QS-Q)*U-S5,M=(QS-Q)*U-Mean,M=(QS-Q)*U-Observation number,M=(QS-Q)*U-Standard deviation,M=(QS-Q)*U-Mean day of the month,M=(QS-Q)*U-Fraction of daylight observations,N=(QS-Q)*V-S1,N=(QS-Q)*V-Median,N=(QS-Q)*V-S5,N=(QS-Q)*V-Mean,N=(QS-Q)*V-Observation number,N=(QS-Q)*V-Standard deviation,N=(QS-Q)*V-Mean day of the month,N=(QS-Q)*V-Fraction of daylight observations,B1=W*W*W-S1,B1=W*W*W-Median,B1=W*W*W-S5,B1=W*W*W-Mean,B1=W*W*W-Observation number,B1=W*W*W-Standard deviation,B1=W*W*W-Mean day of the month,B1=W*W*W-Fraction of daylight observations,B2=W*W*W-S1,B2=W*W*W-Median,B2=W*W*W-S5,B2=W*W*W-Mean,B2=W*W*W-Observation number,B2=W*W*W-Standard deviation,B2=W*W*W-Mean day of the month,B2=W*W*W-Fraction of daylight observations,W-S1,W-Median,W-S5,W-Mean,W-Observation number,W-Standard deviation,W-Mean day of the month,W-Fraction of daylight observations,U-S1,U-Median,U-S5,U-Mean,U-Observation number,U-Standard deviation,U-Mean day of the month,U-Fraction of daylight observations,V-S1,V-Median,V-S5,V-Mean,V-Observation number,V-Standard deviation,V-Mean day of the month,V-Fraction of daylight observations,P-S1,P-Median,P-S5,P-Mean,P-Observation number,P-Standard deviation,P-Mean day of the month,P-Fraction of daylight observations
1942,8,23312,-169.4,52.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.8,0.7,1.3,0.3,4.0,1.4,20.0,0.5,0.3,0.9,3.0,1.6,4.0,2.1,20.0,0.5,1.0,17.5,198.0,98.0,5.0,159.0,18.0,0.4,0.0,20.0,200.0,100.0,5.0,160.0,18.0,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1942,8,23312,-169.4,54.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.9,0.0,1.7,0.4,5.0,2.5,22.0,1.0,-3.8,-0.2,1.7,-0.9,5.0,4.0,22.0,1.0,1.0,17.5,373.0,114.0,26.0,149.0,22.0,0.7,0.0,20.0,375.0,115.0,26.0,150.0,22.0,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1942,8,23312,-169.4,60.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.2,-1.7,-0.21,-1.56,5.0,2.3,12.0,1.0,-11.1,-1.7,1.1,-4.1,5.0,7.5,12.0,1.0,-0.44,-0.3,0.49,0.01,5.0,0.64,12.0,1.0,-1.5,-0.3,1.1,-0.1,5.0,1.8,12.0,1.0,-4.2,7.8,24.7,9.9,5.0,24.3,12.0,1.0,-11.6,-8.1,31.4,6.5,5.0,24.4,12.0,1.0,-1.9,5.1,17.4,7.1,5.0,15.0,12.0,1.0,-8.7,-5.7,18.8,3.0,5.0,16.0,12.0,1.0,-0.7,0.1,1.2,0.2,5.0,1.2,12.0,1.0,-1.6,-0.9,0.0,-0.8,5.0,0.9,12.0,1.0,1.0,9.5,34.0,22.5,6.0,37.5,10.0,1.0,0.0,10.0,35.0,25.0,6.0,40.0,10.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1942,8,23312,-169.3,54.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,7.0,8.0,6.6,27.0,1.8,24.0,0.6,87.7,93.6,96.5,92.8,18.0,5.0,22.0,0.7,-0.6,4.8,16.8,9.1,26.0,15.8,22.0,0.7,-5.2,3.3,20.3,7.0,26.0,19.5,22.0,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.7,20.1,42.4,17.3,21.0,29.4,22.0,0.6,-4.1,22.2,46.8,18.9,21.0,38.6,22.0,0.6,-6.3,0.0,27.8,8.2,17.0,19.0,22.0,0.8,-9.7,18.2,36.5,12.5,17.0,28.6,22.0,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.6,7.2,3.66,26.0,2.43,22.0,0.7,-0.64,1.57,3.56,1.6,26.0,2.39,22.0,0.7,-2.01,1.34,4.33,1.31,26.0,3.11,22.0,0.7,1012.19,1017.6,1026.4,1017.77,23.0,7.57,22.0,0.7
1942,8,23312,-169.3,60.5,9.77,10.0,10.12,9.92,6.0,0.55,10.0,1.0,9.58,12.2,13.2,11.46,5.0,2.37,12.0,1.0,7.15,7.86,8.03,7.6,5.0,0.59,12.0,1.0,85.6,88.2,95.5,90.2,5.0,6.7,12.0,1.0,7.0,8.0,8.0,7.7,6.0,0.5,10.0,1.0,85.6,88.2,95.5,90.2,5.0,6.7,12.0,1.0,-1.5,0.6,6.8,2.8,6.0,7.1,10.0,1.0,-1.7,-0.7,6.9,1.9,6.0,6.6,10.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.8,3.01,2.13,6.0,1.44,10.0,1.0,-0.95,0.64,2.05,0.67,6.0,1.83,10.0,1.0,-1.02,-0.7,2.19,0.13,6.0,1.91,10.0,1.0,1000.09,1004.25,1014.81,1006.38,6.0,7.35,10.0,1.0
1942,8,23312,-169.2,-25.7,21.1,21.1,21.1,21.1,1.0,0.0,24.0,1.0,23.3,23.3,23.3,23.3,1.0,0.0,24.0,1.0,9.55,9.55,9.55,9.55,1.0,0.0,24.0,1.0,54.1,54.1,54.1,54.1,1.0,0.0,24.0,1.0,2.0,2.0,2.0,2.0,1.0,0.0,24.0,1.0,54.1,54.1,54.1,54.1,1.0,0.0,24.0,1.0,-6.4,-6.4,-6.4,-6.4,1.0,0.0,24.0,1.0,2.3,2.3,2.3,2.3,1.0,0.0,24.0,1.0,-2.2,-2.2,-2.2,-2.2,1.0,0.0,24.0,1.0,-5.7,-5.7,-5.7,-5.7,1.0,0.0,24.0,1.0,5.96,5.96,5.96,5.96,1.0,0.0,24.0,1.0,15.5,15.5,15.5,15.5,1.0,0.0,24.0,1.0,-56.9,-56.9,-56.9,-56.9,1.0,0.0,24.0,1.0,20.7,20.7,20.7,20.7,1.0,0.0,24.0,1.0,-23.3,-23.3,-23.3,-23.3,1.0,0.0,24.0,1.0,8.5,8.5,8.5,8.5,1.0,0.0,24.0,1.0,-14.6,-14.6,-14.6,-14.6,1.0,0.0,24.0,1.0,5.3,5.3,5.3,5.3,1.0,0.0,24.0,1.0,17.5,17.5,17.5,17.5,1.0,0.0,24.0,1.0,20.0,20.0,20.0,20.0,1.0,0.0,24.0,1.0,2.6,2.6,2.6,2.6,1.0,0.0,24.0,1.0,-2.44,-2.44,-2.44,-2.44,1.0,0.0,24.0,1.0,0.89,0.89,0.89,0.89,1.0,0.0,24.0,1.0,1017.3,1017.3,1017.3,1017.3,1.0,0.0,24.0,1.0
1942,8,23312,-169.2,-9.2,27.8,27.8,27.8,27.8,1.0,0.0,26.0,0.0,27.8,27.8,27.8,27.8,1.0,0.0,26.0,0.0,18.74,18.74,18.74,18.74,1.0,0.0,26.0,0.0,80.3,80.3,80.3,80.3,1.0,0.0,26.0,0.0,7.0,7.0,7.0,7.0,1.0,0.0,26.0,0.0,80.3,80.3,80.3,80.3,1.0,0.0,26.0,0.0,-51.8,-51.8,-51.8,-51.8,1.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,26.0,0.0,4.66,4.66,4.66,4.66,1.0,0.0,26.0,0.0,33.6,33.6,33.6,33.6,1.0,0.0,26.0,0.0,-200.2,-200.2,-200.2,-200.2,1.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,26.0,0.0,-134.9,-134.9,-134.9,-134.9,1.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,26.0,0.0,-33.6,-33.6,-33.6,-33.6,1.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,26.0,0.0,373.0,373.0,373.0,373.0,1.0,0.0,26.0,0.0,375.0,375.0,375.0,375.0,1.0,0.0,26.0,0.0,7.2,7.2,7.2,7.2,1.0,0.0,26.0,0.0,-7.2,-7.2,-7.2,-7.2,1.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,26.0,0.0,1012.5,1012.5,1012.5,1012.5,1.0,0.0,26.0,0.0
1942,8,23312,-169.2,-1.2,26.78,26.95,27.12,26.95,2.0,0.35,20.0,1.0,27.97,28.35,28.73,28.35,2.0,0.78,20.0,1.0,18.48,20.33,22.17,20.33,2.0,3.82,20.0,1.0,78.2,83.9,89.5,83.9,2.0,11.7,20.0,1.0,1.2,1.5,1.8,1.5,2.0,0.7,20.0,1.0,78.2,83.9,89.5,83.9,2.0,11.7,20.0,1.0,-41.7,-26.5,-11.4,-26.5,2.0,31.4,20.0,1.0,7.2,11.5,15.7,11.5,2.0,8.9,20.0,1.0,-1.6,-1.4,-1.2,-1.4,2.0,0.42,20.0,1.0,-10.8,-7.5,-4.3,-7.5,2.0,6.6,20.0,1.0,0.34,1.94,3.54,1.94,2.0,3.32,20.0,1.0,-0.7,4.1,8.9,4.1,2.0,10.0,20.0,1.0,-171.9,-121.0,-70.1,-121.0,2.0,105.4,20.0,1.0,57.9,63.3,68.7,63.3,2.0,11.2,20.0,1.0,-135.8,-92.6,-49.5,-92.6,2.0,89.3,20.0,1.0,38.5,45.9,53.3,45.9,2.0,15.3,20.0,1.0,-5.6,-2.2,1.2,-2.2,2.0,7.0,20.0,1.0,0.5,3.8,7.0,3.8,2.0,6.7,20.0,1.0,74.0,195.5,317.0,195.5,2.0,251.5,20.0,1.0,75.0,195.0,315.0,195.0,2.0,250.0,20.0,1.0,3.33,4.9,6.47,4.9,2.0,3.25,20.0,1.0,-5.96,-4.22,-2.48,-4.22,2.0,3.6,20.0,1.0,2.07,2.23,2.39,2.23,2.0,0.33,20.0,1.0,1010.82,1011.5,1012.18,1011.5,2.0,1.41,20.0,1.0
1942,8,23312,-169.2,0.8,26.78,26.95,27.12,26.95,2.0,0.35,20.0,1.0,26.7,26.7,26.7,26.7,2.0,0.0,20.0,1.0,17.06,18.32,19.58,18.32,2.0,2.61,20.0,1.0,78.1,83.7,89.4,83.7,2.0,11.7,20.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,20.0,1.0,78.1,83.7,89.4,83.7,2.0,11.7,20.0,1.0,-41.7,-26.5,-11.4,-26.5,2.0,31.4,20.0,1.0,7.2,11.5,15.7,11.5,2.0,8.9,20.0,1.0,0.08,0.25,0.42,0.25,2.0,0.35,20.0,1.0,0.6,1.8,3.0,1.8,2.0,2.5,20.0,1.0,2.91,3.94,4.96,3.94,2.0,2.13,20.0,1.0,14.7,15.8,17.0,15.8,2.0,2.4,20.0,1.0,-159.1,-112.6,-66.2,-112.6,2.0,96.2,20.0,1.0,55.2,59.5,63.8,59.5,2.0,8.9,20.0,1.0,-119.2,-82.0,-44.8,-82.0,2.0,77.0,20.0,1.0,35.5,41.2,47.0,41.2,2.0,11.9,20.0,1.0,-15.3,-12.8,-10.3,-12.8,2.0,5.2,20.0,1.0,6.8,8.4,10.1,8.4,2.0,3.4,20.0,1.0,74.0,195.5,317.0,195.5,2.0,251.5,20.0,1.0,75.0,195.0,315.0,195.0,2.0,250.0,20.0,1.0,3.33,4.9,6.47,4.9,2.0,3.25,20.0,1.0,-5.96,-4.22,-2.48,-4.22,2.0,3.6,20.0,1.0,2.07,2.23,2.39,2.23,2.0,0.33,20.0,1.0,1011.66,1012.0,1012.34,1012.0,2.0,0.71,20.0,1.0
1942,8,23312,-169.2,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-204.2,-204.2,-204.2,-204.2,1.0,0.0,30.0,1.0,171.3,171.3,171.3,171.3,1.0,0.0,30.0,1.0,-156.2,-156.2,-156.2,-156.2,1.0,0.0,30.0,1.0,131.1,131.1,131.1,131.1,1.0,0.0,30.0,1.0,-8.7,-8.7,-8.7,-8.7,1.0,0.0,30.0,1.0,7.3,7.3,7.3,7.3,1.0,0.0,30.0,1.0,941.0,941.0,941.0,941.0,1.0,0.0,30.0,1.0,940.0,940.0,940.0,940.0,1.0,0.0,30.0,1.0,9.8,9.8,9.8,9.8,1.0,0.0,30.0,1.0,-7.51,-7.51,-7.51,-7.51,1.0,0.0,30.0,1.0,6.3,6.3,6.3,6.3,1.0,0.0,30.0,1.0,1010.25,1010.35,1010.45,1010.35,2.0,0.21,30.0,1.0
1942,8,23312,-169.2,4.5,26.7,26.7,26.7,26.7,2.0,0.0,30.0,1.0,27.3,27.5,27.7,27.5,2.0,0.42,30.0,1.0,20.93,21.19,21.45,21.19,2.0,0.53,30.0,1.0,92.1,92.1,92.1,92.1,2.0,0.0,30.0,1.0,7.0,7.0,7.0,7.0,2.0,0.0,30.0,1.0,92.1,92.1,92.1,92.1,2.0,0.0,30.0,1.0,-73.6,-73.6,-73.6,-73.6,1.0,0.0,30.0,1.0,61.7,61.7,61.7,61.7,1.0,0.0,30.0,1.0,-1.0,-0.8,-0.6,-0.8,2.0,0.42,30.0,1.0,-4.9,-4.9,-4.9,-4.9,1.0,0.0,30.0,1.0,0.51,0.77,1.03,0.77,2.0,0.54,30.0,1.0,11.3,11.3,11.3,11.3,1.0,0.0,30.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1942,8,23312,-169.2,8.3,28.9,28.9,28.9,28.9,1.0,0.0,20.0,1.0,26.7,26.7,26.7,26.7,1.0,0.0,20.0,1.0,20.21,20.21,20.21,20.21,1.0,0.0,20.0,1.0,92.0,92.0,92.0,92.0,1.0,0.0,20.0,1.0,7.0,7.0,7.0,7.0,1.0,0.0,20.0,1.0,92.0,92.0,92.0,92.0,1.0,0.0,20.0,1.0,-5.2,-5.2,-5.2,-5.2,1.0,0.0,20.0,1.0,-4.3,-4.3,-4.3,-4.3,1.0,0.0,20.0,1.0,2.2,2.2,2.2,2.2,1.0,0.0,20.0,1.0,5.7,5.7,5.7,5.7,1.0,0.0,20.0,1.0,4.84,4.84,4.84,4.84,1.0,0.0,20.0,1.0,12.6,12.6,12.6,12.6,1.0,0.0,20.0,1.0,-53.2,-53.2,-53.2,-53.2,1.0,0.0,20.0,1.0,-44.6,-44.6,-44.6,-44.6,1.0,0.0,20.0,1.0,-40.2,-40.2,-40.2,-40.2,1.0,0.0,20.0,1.0,-33.8,-33.8,-33.8,-33.8,1.0,0.0,20.0,1.0,-9.6,-9.6,-9.6,-9.6,1.0,0.0,20.0,1.0,-8.1,-8.1,-8.1,-8.1,1.0,0.0,20.0,1.0,17.5,17.5,17.5,17.5,1.0,0.0,20.0,1.0,20.0,20.0,20.0,20.0,1.0,0.0,20.0,1.0,2.6,2.6,2.6,2.6,1.0,0.0,20.0,1.0,-1.99,-1.99,-1.99,-1.99,1.0,0.0,20.0,1.0,-1.67,-1.67,-1.67,-1.67,1.0,0.0,20.0,1.0,1009.5,1009.5,1009.5,1009.5,1.0,0.0,20.0,1.0
1942,8,23312,-169.2,16.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,2.5,2.8,2.5,2.0,0.7,16.0,1.0,80.7,82.1,83.4,82.1,2.0,2.7,16.0,1.0,-21.2,-21.2,-21.2,-21.2,1.0,0.0,22.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,22.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1942,8,23312,-169.2,22.8,25.77,26.15,26.53,26.15,2.0,0.78,16.0,0.5,26.78,26.95,27.12,26.95,2.0,0.35,16.0,0.5,18.29,18.89,19.49,18.89,2.0,1.24,16.0,0.5,83.9,85.5,87.0,85.5,2.0,3.3,16.0,0.5,3.3,4.0,4.7,4.0,2.0,1.4,16.0,0.5,83.9,85.5,87.0,85.5,2.0,3.3,16.0,0.5,-51.0,-33.0,-15.1,-33.0,2.0,37.1,16.0,0.5,0.0,0.0,0.0,0.0,2.0,0.0,16.0,0.5,-1.35,-0.8,-0.25,-0.8,2.0,1.13,16.0,0.5,-3.5,-2.1,-0.7,-2.1,2.0,2.9,16.0,0.5,1.2,2.22,3.23,2.22,2.0,2.11,16.0,0.5,6.1,15.2,24.3,15.2,2.0,18.8,16.0,0.5,-184.2,-138.2,-92.1,-138.2,2.0,95.4,16.0,0.5,0.0,0.0,0.0,0.0,2.0,0.0,16.0,0.5,-124.8,-95.0,-65.2,-95.0,2.0,61.7,16.0,0.5,0.0,0.0,0.0,0.0,2.0,0.0,16.0,0.5,-24.3,-15.2,-6.1,-15.2,2.0,18.8,16.0,0.5,0.0,0.0,0.0,0.0,2.0,0.0,16.0,0.5,87.0,237.0,387.0,237.0,2.0,310.5,16.0,0.5,85.0,235.0,385.0,235.0,2.0,310.0,16.0,0.5,3.41,5.15,6.89,5.15,2.0,3.61,16.0,0.5,-6.89,-5.15,-3.41,-5.15,2.0,3.61,16.0,0.5,0.0,0.0,0.0,0.0,2.0,0.0,16.0,0.5,1014.8,1017.6,1020.4,1017.6,2.0,5.8,16.0,0.5
1942,8,23312,-169.2,56.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6,4.6,4.6,4.6,1.0,0.0,6.0,1.0,2.96,2.96,2.96,2.96,1.0,0.0,6.0,1.0,-3.52,-3.52,-3.52,-3.52,1.0,0.0,6.0,1.0,1010.2,1010.2,1010.2,1010.2,1.0,0.0,6.0,1.0
1942,8,23312,-169.2,58.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.6,8.0,8.0,7.3,3.0,1.2,6.0,0.7,89.6,93.6,98.0,93.8,3.0,6.2,6.0,0.7,-3.5,0.0,3.0,-0.3,3.0,4.8,6.0,0.7,-4.9,-4.3,-1.4,-3.2,3.0,2.8,6.0,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.1,0.0,13.9,0.9,3.0,19.1,6.0,0.7,-21.3,-14.9,-4.7,-13.1,3.0,12.3,6.0,0.7,-9.8,-0.2,9.4,-0.2,2.0,19.8,8.0,0.5,-15.8,-14.2,-12.7,-14.2,2.0,3.2,8.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.83,2.6,2.6,1.73,3.0,1.5,6.0,0.7,-1.36,0.0,1.14,-0.11,3.0,1.83,6.0,0.7,-1.89,-1.67,-0.53,-1.22,3.0,1.07,6.0,0.7,1003.15,1004.75,1006.35,1004.75,2.0,3.32,8.0,0.5
1942,8,23312,-169.2,58.8,7.8,7.8,7.8,7.8,1.0,0.0,4.0,1.0,9.95,12.2,12.95,11.47,3.0,2.29,6.0,0.7,7.32,7.71,8.11,7.71,2.0,0.82,8.0,0.5,89.6,93.6,98.0,93.8,3.0,6.2,6.0,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1942,8,23312,-169.2,62.3,7.8,7.8,7.8,7.8,1.0,0.0,4.0,1.0,11.1,11.1,11.1,11.1,1.0,0.0,4.0,1.0,7.15,7.15,7.15,7.15,1.0,0.0,4.0,1.0,86.9,86.9,86.9,86.9,1.0,0.0,4.0,1.0,8.0,8.0,8.0,8.0,1.0,0.0,4.0,1.0,86.9,86.9,86.9,86.9,1.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,4.0,1.0,-3.3,-3.3,-3.3,-3.3,1.0,0.0,4.0,1.0,-3.3,-3.3,-3.3,-3.3,1.0,0.0,4.0,1.0,-0.56,-0.56,-0.56,-0.56,1.0,0.0,4.0,1.0,-0.6,-0.6,-0.6,-0.6,1.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,-11.1,-11.1,-11.1,-11.1,1.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,-7.1,-7.1,-7.1,-7.1,1.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,0.6,0.6,0.6,0.6,1.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,4.0,1.0,1007.1,1007.1,1007.1,1007.1,1.0,0.0,4.0,1.0
1942,8,23312,-167.9,-29.9,18.3,18.3,18.3,18.3,1.0,0.0,20.0,1.0,18.3,18.3,18.3,18.3,1.0,0.0,20.0,1.0,8.49,8.49,8.49,8.49,1.0,0.0,20.0,1.0,65.4,65.4,65.4,65.4,1.0,0.0,20.0,1.0,3.0,3.0,3.0,3.0,1.0,0.0,20.0,1.0,65.4,65.4,65.4,65.4,1.0,0.0,20.0,1.0,15.0,15.0,15.0,15.0,1.0,0.0,20.0,1.0,-15.0,-15.0,-15.0,-15.0,1.0,0.0,20.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,20.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,20.0,1.0,4.54,4.54,4.54,4.54,1.0,0.0,20.0,1.0,20.9,20.9,20.9,20.9,1.0,0.0,20.0,1.0,59.5,59.5,59.5,59.5,1.0,0.0,20.0,1.0,-59.5,-59.5,-59.5,-59.5,1.0,0.0,20.0,1.0,27.6,27.6,27.6,27.6,1.0,0.0,20.0,1.0,-27.6,-27.6,-27.6,-27.6,1.0,0.0,20.0,1.0,14.8,14.8,14.8,14.8,1.0,0.0,20.0,1.0,-14.8,-14.8,-14.8,-14.8,1.0,0.0,20.0,1.0,97.5,97.5,97.5,97.5,1.0,0.0,20.0,1.0,95.0,95.0,95.0,95.0,1.0,0.0,20.0,1.0,4.6,4.6,4.6,4.6,1.0,0.0,20.0,1.0,3.25,3.25,3.25,3.25,1.0,0.0,20.0,1.0,-3.25,-3.25,-3.25,-3.25,1.0,0.0,20.0,1.0,1015.9,1015.9,1015.9,1015.9,1.0,0.0,20.0,1.0
