Year,Month,Running Month,Longitude,Latitude,S-S1,S-Median,S-S5,S-Mean,S-Observation number,S-Standard deviation,S-Mean day of the month,S-Fraction of daylight observations,A-S1,A-Median,A-S5,A-Mean,A-Observation number,A-Standard deviation,A-Mean day of the month,A-Fraction of daylight observations,Q-S1,Q-Median,Q-S5,Q-Mean,Q-Observation number,Q-Standard deviation,Q-Mean day of the month,Q-Fraction of daylight observations,R-S1_x,R-Median_x,R-S5_x,R-Mean_x,R-Observation number_x,R-Standard deviation_x,R-Mean day of the month_x,R-Fraction of daylight observations_x,W-S1,W-Median,W-S5,W-Mean,W-Observation number,W-Standard deviation,W-Mean day of the month,W-Fraction of daylight observations,U-S1,U-Median,U-S5,U-Mean,U-Observation number,U-Standard deviation,U-Mean day of the month,U-Fraction of daylight observations,V-S1,V-Median,V-S5,V-Mean,V-Observation number,V-Standard deviation,V-Mean day of the month,V-Fraction of daylight observations,P-S1,P-Median,P-S5,P-Mean,P-Observation number,P-Standard deviation,P-Mean day of the month,P-Fraction of daylight observations,C-S1,C-Median,C-S5,C-Mean,C-Observation number,C-Standard deviation,C-Mean day of the month,C-Fraction of daylight observations,R-S1_y,R-Median_y,R-S5_y,R-Mean_y,R-Observation number_y,R-Standard deviation_y,R-Mean day of the month_y,R-Fraction of daylight observations_y,X=W*U-S1,X=W*U-Median,X=W*U-S5,X=W*U-Mean,X=W*U-Observation number,X=W*U-Standard deviation,X=W*U-Mean day of the month,X=W*U-Fraction of daylight observations,Y=W*V-S1,Y=W*V-Median,Y=W*V-S5,Y=W*V-Mean,Y=W*V-Observation number,Y=W*V-Standard deviation,Y=W*V-Mean day of the month,Y=W*V-Fraction of daylight observations,D=S-A-S1,D=S-A-Median,D=S-A-S5,D=S-A-Mean,D=S-A-Observation number,D=S-A-Standard deviation,D=S-A-Mean day of the month,D=S-A-Fraction of daylight observations,E=(S-A)*W-S1,E=(S-A)*W-Median,E=(S-A)*W-S5,E=(S-A)*W-Mean,E=(S-A)*W-Observation number,E=(S-A)*W-Standard deviation,E=(S-A)*W-Mean day of the month,E=(S-A)*W-Fraction of daylight observations,F=QS-Q-S1,F=QS-Q-Median,F=QS-Q-S5,F=QS-Q-Mean,F=QS-Q-Observation number,F=QS-Q-Standard deviation,F=QS-Q-Mean day of the month,F=QS-Q-Fraction of daylight observations,G=(QS-Q)*W-S1,G=(QS-Q)*W-Median,G=(QS-Q)*W-S5,G=(QS-Q)*W-Mean,G=(QS-Q)*W-Observation number,G=(QS-Q)*W-Standard deviation,G=(QS-Q)*W-Mean day of the month,G=(QS-Q)*W-Fraction of daylight observations,M=(QS-Q)*U-S1,M=(QS-Q)*U-Median,M=(QS-Q)*U-S5,M=(QS-Q)*U-Mean,M=(QS-Q)*U-Observation number,M=(QS-Q)*U-Standard deviation,M=(QS-Q)*U-Mean day of the month,M=(QS-Q)*U-Fraction of daylight observations,N=(QS-Q)*V-S1,N=(QS-Q)*V-Median,N=(QS-Q)*V-S5,N=(QS-Q)*V-Mean,N=(QS-Q)*V-Observation number,N=(QS-Q)*V-Standard deviation,N=(QS-Q)*V-Mean day of the month,N=(QS-Q)*V-Fraction of daylight observations,B1=W*W*W-S1,B1=W*W*W-Median,B1=W*W*W-S5,B1=W*W*W-Mean,B1=W*W*W-Observation number,B1=W*W*W-Standard deviation,B1=W*W*W-Mean day of the month,B1=W*W*W-Fraction of daylight observations,B2=W*W*W-S1,B2=W*W*W-Median,B2=W*W*W-S5,B2=W*W*W-Mean,B2=W*W*W-Observation number,B2=W*W*W-Standard deviation,B2=W*W*W-Mean day of the month,B2=W*W*W-Fraction of daylight observations,I=U*A-S1,I=U*A-Median,I=U*A-S5,I=U*A-Mean,I=U*A-Observation number,I=U*A-Standard deviation,I=U*A-Mean day of the month,I=U*A-Fraction of daylight observations,J=V*A-S1,J=V*A-Median,J=V*A-S5,J=V*A-Mean,J=V*A-Observation number,J=V*A-Standard deviation,J=V*A-Mean day of the month,J=V*A-Fraction of daylight observations,K=U*Q-S1,K=U*Q-Median,K=U*Q-S5,K=U*Q-Mean,K=U*Q-Observation number,K=U*Q-Standard deviation,K=U*Q-Mean day of the month,K=U*Q-Fraction of daylight observations,L=V*Q-S1,L=V*Q-Median,L=V*Q-S5,L=V*Q-Mean,L=V*Q-Observation number,L=V*Q-Standard deviation,L=V*Q-Mean day of the month,L=V*Q-Fraction of daylight observations
1940,6,23286,-179.9,-29.3,18.9,18.9,18.9,18.9,1.0,0.0,2.0,1.0,21.1,21.1,21.1,21.1,1.0,0.0,2.0,1.0,9.12,9.12,9.12,9.12,1.0,0.0,2.0,1.0,59.4,59.4,59.4,59.4,1.0,0.0,2.0,1.0,2.6,2.6,2.6,2.6,1.0,0.0,2.0,1.0,-1.84,-1.84,-1.84,-1.84,1.0,0.0,2.0,1.0,1.84,1.84,1.84,1.84,1.0,0.0,2.0,1.0,1024.7,1024.7,1024.7,1024.7,1.0,0.0,2.0,1.0,4.0,4.0,4.0,4.0,1.0,0.0,2.0,1.0,59.4,59.4,59.4,59.4,1.0,0.0,2.0,1.0,-4.8,-4.8,-4.8,-4.8,1.0,0.0,2.0,1.0,4.8,4.8,4.8,4.8,1.0,0.0,2.0,1.0,-2.2,-2.2,-2.2,-2.2,1.0,0.0,2.0,1.0,-5.7,-5.7,-5.7,-5.7,1.0,0.0,2.0,1.0,4.3,4.3,4.3,4.3,1.0,0.0,2.0,1.0,11.2,11.2,11.2,11.2,1.0,0.0,2.0,1.0,-7.9,-7.9,-7.9,-7.9,1.0,0.0,2.0,1.0,7.9,7.9,7.9,7.9,1.0,0.0,2.0,1.0,17.5,17.5,17.5,17.5,1.0,0.0,2.0,1.0,20.0,20.0,20.0,20.0,1.0,0.0,2.0,1.0,-38.8,-38.8,-38.8,-38.8,1.0,0.0,2.0,1.0,38.8,38.8,38.8,38.8,1.0,0.0,2.0,1.0,-16.8,-16.8,-16.8,-16.8,1.0,0.0,2.0,1.0,16.8,16.8,16.8,16.8,1.0,0.0,2.0,1.0
1940,6,23286,-179.8,42.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4,3.4,3.4,3.4,1.0,0.0,28.0,0.0,-1.4,-1.4,-1.4,-1.4,1.0,0.0,28.0,0.0,1.0,97.5,3652.5,1337.5,7.0,1714.5,18.0,0.6,0.0,95.0,3650.0,1335.0,7.0,1715.0,18.0,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1940,6,23286,-179.6,20.8,27.8,27.8,27.8,27.8,2.0,0.0,22.0,0.5,27.32,28.65,29.98,28.65,2.0,2.76,22.0,0.5,15.8,16.42,17.03,16.42,2.0,1.27,22.0,0.5,64.8,67.5,70.1,67.5,2.0,5.6,22.0,0.5,5.43,7.2,8.97,7.2,2.0,3.68,22.0,0.5,-8.32,-6.68,-5.03,-6.68,2.0,3.41,22.0,0.5,-3.36,-2.7,-2.03,-2.7,2.0,1.38,22.0,0.5,1016.82,1017.3,1017.78,1017.3,2.0,0.99,22.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.18,-0.85,0.48,-0.85,2.0,2.76,22.0,0.5,-22.3,-11.2,-0.1,-11.2,2.0,23.0,22.0,0.5,6.24,6.87,7.49,6.87,2.0,1.29,22.0,0.5,39.4,47.1,54.7,47.1,2.0,15.9,22.0,0.5,-50.8,-43.6,-36.5,-43.6,2.0,14.8,22.0,0.5,-20.5,-17.6,-14.7,-17.6,2.0,6.0,22.0,0.5,231.5,519.5,807.5,519.5,2.0,596.5,22.0,0.5,230.0,520.0,805.0,520.0,2.0,595.0,22.0,0.5,-252.0,-196.0,-139.9,-196.0,2.0,116.1,22.0,0.5,-101.8,-79.2,-56.5,-79.2,2.0,46.9,22.0,0.5,-142.9,-111.8,-80.7,-111.8,2.0,64.5,22.0,0.5,-57.7,-45.2,-32.6,-45.2,2.0,26.0,22.0,0.5
1940,6,23286,-179.6,30.1,21.75,22.75,23.92,22.6,6.0,1.5,16.0,0.7,21.35,23.4,24.52,22.98,6.0,1.88,16.0,0.7,14.81,14.97,15.12,14.97,2.0,0.32,14.0,0.5,88.6,94.6,98.3,93.5,3.0,7.2,18.0,0.3,4.6,4.6,7.86,6.23,6.0,3.09,16.0,0.7,-6.19,-1.26,3.86,-1.66,6.0,6.72,16.0,0.7,-0.88,0.9,2.66,0.55,6.0,2.7,16.0,0.7,1017.28,1019.0,1021.28,1019.16,5.0,2.57,12.0,0.8,5.6,7.5,8.0,6.8,6.0,1.6,16.0,0.7,88.6,94.6,98.3,93.5,3.0,7.2,18.0,0.3,-48.0,-5.8,20.5,-21.2,6.0,67.9,16.0,0.7,-4.1,4.1,15.3,3.4,6.0,13.3,16.0,0.7,-1.43,0.25,0.85,-0.38,6.0,2.44,16.0,0.7,-6.6,1.7,7.0,-0.9,6.0,11.7,16.0,0.7,1.63,2.19,2.74,2.19,2.0,1.15,14.0,0.5,17.4,18.5,19.6,18.5,2.0,2.3,14.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-139.1,-25.3,92.2,-33.7,6.0,149.8,16.0,0.7,-21.1,22.5,61.8,13.2,6.0,64.8,16.0,0.7,-142.7,-47.7,47.4,-47.7,2.0,196.9,14.0,0.5,5.9,18.5,31.1,18.5,2.0,26.2,14.0,0.5
1940,6,23286,-179.6,36.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6,2.6,5.4,3.97,3.0,2.37,6.0,0.7,-1.25,0.0,0.0,-0.61,3.0,1.06,6.0,0.7,-0.43,2.6,5.4,2.49,3.0,4.27,6.0,0.7,1005.57,1012.4,1018.68,1012.13,3.0,9.6,6.0,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1940,6,23286,-179.6,46.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.7,0.9,3.4,0.9,2.0,5.3,14.0,0.5,0.2,0.6,1.0,0.6,2.0,0.9,14.0,0.5,97.5,301.0,804.5,390.0,19.0,432.5,18.0,0.7,95.0,300.0,805.0,390.0,19.0,435.0,18.0,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1940,6,23286,-179.6,48.7,6.04,7.0,8.57,7.1,10.0,1.28,18.0,0.7,6.04,7.5,8.57,7.31,10.0,1.31,18.0,0.7,4.9,5.46,5.74,5.32,3.0,0.62,16.0,0.7,76.0,85.3,95.3,85.7,3.0,14.2,16.0,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.06,-0.5,0.63,-0.21,10.0,1.06,18.0,0.7,-2.2,0.0,3.8,0.1,9.0,4.1,18.0,0.7,0.47,0.48,1.09,0.77,3.0,0.52,16.0,0.7,1.6,2.2,2.8,2.2,2.0,1.2,14.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1940,6,23286,-179.5,-31.5,17.2,17.2,17.2,17.2,1.0,0.0,14.0,1.0,15.63,15.7,15.77,15.7,2.0,0.14,14.0,1.0,7.26,7.33,7.39,7.33,2.0,0.13,14.0,1.0,66.1,67.0,67.9,67.0,2.0,1.9,14.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6,1.6,1.6,1.6,1.0,0.0,14.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,14.0,1.0,4.63,4.63,4.63,4.63,1.0,0.0,14.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,14.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,14.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,14.0,1.0,0.0,0.5,1.0,0.5,2.0,0.5,14.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,14.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1940,6,23286,-179.5,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.7,6.7,6.7,6.7,1.0,0.0,16.0,1.0,-6.21,-6.21,-6.21,-6.21,1.0,0.0,16.0,1.0,-2.51,-2.51,-2.51,-2.51,1.0,0.0,16.0,1.0,1006.4,1006.4,1006.4,1006.4,1.0,0.0,16.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1940,6,23286,-179.5,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-30.1,-16.0,-13.1,-21.5,3.0,13.3,14.0,0.3,-12.2,-6.5,6.0,-3.2,3.0,13.6,14.0,0.3,17.5,57.5,204.0,108.5,4.0,133.5,14.0,0.5,20.0,55.0,205.0,110.0,4.0,135.0,14.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
