Year,Month,Running Month,Longitude,Latitude,S-S1,S-Median,S-S5,S-Mean,S-Observation number,S-Standard deviation,S-Mean day of the month,S-Fraction of daylight observations,A-S1,A-Median,A-S5,A-Mean,A-Observation number,A-Standard deviation,A-Mean day of the month,A-Fraction of daylight observations,Q-S1,Q-Median,Q-S5,Q-Mean,Q-Observation number,Q-Standard deviation,Q-Mean day of the month,Q-Fraction of daylight observations,R-S1_x,R-Median_x,R-S5_x,R-Mean_x,R-Observation number_x,R-Standard deviation_x,R-Mean day of the month_x,R-Fraction of daylight observations_x,W-S1,W-Median,W-S5,W-Mean,W-Observation number,W-Standard deviation,W-Mean day of the month,W-Fraction of daylight observations,U-S1,U-Median,U-S5,U-Mean,U-Observation number,U-Standard deviation,U-Mean day of the month,U-Fraction of daylight observations,V-S1,V-Median,V-S5,V-Mean,V-Observation number,V-Standard deviation,V-Mean day of the month,V-Fraction of daylight observations,P-S1,P-Median,P-S5,P-Mean,P-Observation number,P-Standard deviation,P-Mean day of the month,P-Fraction of daylight observations,C-S1,C-Median,C-S5,C-Mean,C-Observation number,C-Standard deviation,C-Mean day of the month,C-Fraction of daylight observations,R-S1_y,R-Median_y,R-S5_y,R-Mean_y,R-Observation number_y,R-Standard deviation_y,R-Mean day of the month_y,R-Fraction of daylight observations_y,X=W*U-S1,X=W*U-Median,X=W*U-S5,X=W*U-Mean,X=W*U-Observation number,X=W*U-Standard deviation,X=W*U-Mean day of the month,X=W*U-Fraction of daylight observations,Y=W*V-S1,Y=W*V-Median,Y=W*V-S5,Y=W*V-Mean,Y=W*V-Observation number,Y=W*V-Standard deviation,Y=W*V-Mean day of the month,Y=W*V-Fraction of daylight observations,D=S-A-S1,D=S-A-Median,D=S-A-S5,D=S-A-Mean,D=S-A-Observation number,D=S-A-Standard deviation,D=S-A-Mean day of the month,D=S-A-Fraction of daylight observations,E=(S-A)*W-S1,E=(S-A)*W-Median,E=(S-A)*W-S5,E=(S-A)*W-Mean,E=(S-A)*W-Observation number,E=(S-A)*W-Standard deviation,E=(S-A)*W-Mean day of the month,E=(S-A)*W-Fraction of daylight observations,F=QS-Q-S1,F=QS-Q-Median,F=QS-Q-S5,F=QS-Q-Mean,F=QS-Q-Observation number,F=QS-Q-Standard deviation,F=QS-Q-Mean day of the month,F=QS-Q-Fraction of daylight observations,G=(QS-Q)*W-S1,G=(QS-Q)*W-Median,G=(QS-Q)*W-S5,G=(QS-Q)*W-Mean,G=(QS-Q)*W-Observation number,G=(QS-Q)*W-Standard deviation,G=(QS-Q)*W-Mean day of the month,G=(QS-Q)*W-Fraction of daylight observations,M=(QS-Q)*U-S1,M=(QS-Q)*U-Median,M=(QS-Q)*U-S5,M=(QS-Q)*U-Mean,M=(QS-Q)*U-Observation number,M=(QS-Q)*U-Standard deviation,M=(QS-Q)*U-Mean day of the month,M=(QS-Q)*U-Fraction of daylight observations,N=(QS-Q)*V-S1,N=(QS-Q)*V-Median,N=(QS-Q)*V-S5,N=(QS-Q)*V-Mean,N=(QS-Q)*V-Observation number,N=(QS-Q)*V-Standard deviation,N=(QS-Q)*V-Mean day of the month,N=(QS-Q)*V-Fraction of daylight observations,B1=W*W*W-S1,B1=W*W*W-Median,B1=W*W*W-S5,B1=W*W*W-Mean,B1=W*W*W-Observation number,B1=W*W*W-Standard deviation,B1=W*W*W-Mean day of the month,B1=W*W*W-Fraction of daylight observations,B2=W*W*W-S1,B2=W*W*W-Median,B2=W*W*W-S5,B2=W*W*W-Mean,B2=W*W*W-Observation number,B2=W*W*W-Standard deviation,B2=W*W*W-Mean day of the month,B2=W*W*W-Fraction of daylight observations,I=U*A-S1,I=U*A-Median,I=U*A-S5,I=U*A-Mean,I=U*A-Observation number,I=U*A-Standard deviation,I=U*A-Mean day of the month,I=U*A-Fraction of daylight observations,J=V*A-S1,J=V*A-Median,J=V*A-S5,J=V*A-Mean,J=V*A-Observation number,J=V*A-Standard deviation,J=V*A-Mean day of the month,J=V*A-Fraction of daylight observations,K=U*Q-S1,K=U*Q-Median,K=U*Q-S5,K=U*Q-Mean,K=U*Q-Observation number,K=U*Q-Standard deviation,K=U*Q-Mean day of the month,K=U*Q-Fraction of daylight observations,L=V*Q-S1,L=V*Q-Median,L=V*Q-S5,L=V*Q-Mean,L=V*Q-Observation number,L=V*Q-Standard deviation,L=V*Q-Mean day of the month,L=V*Q-Fraction of daylight observations
1941,11,23303,-179.9,-9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6,4.6,4.6,4.6,1.0,0.0,4.0,1.0,-4.23,-4.23,-4.23,-4.23,1.0,0.0,4.0,1.0,1.8,1.8,1.8,1.8,1.0,0.0,4.0,1.0,1010.9,1010.9,1010.9,1010.9,1.0,0.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1941,11,23303,-179.9,6.0,29.4,29.4,29.4,29.4,1.0,0.0,30.0,0.0,28.3,28.3,28.3,28.3,1.0,0.0,30.0,0.0,21.28,21.28,21.28,21.28,1.0,0.0,30.0,0.0,88.4,88.4,88.4,88.4,1.0,0.0,30.0,0.0,6.7,6.7,6.7,6.7,1.0,0.0,30.0,0.0,-4.74,-4.74,-4.74,-4.74,1.0,0.0,30.0,0.0,-4.74,-4.74,-4.74,-4.74,1.0,0.0,30.0,0.0,1011.9,1011.9,1011.9,1011.9,1.0,0.0,30.0,0.0,8.0,8.0,8.0,8.0,1.0,0.0,30.0,0.0,88.4,88.4,88.4,88.4,1.0,0.0,30.0,0.0,-31.7,-31.7,-31.7,-31.7,1.0,0.0,30.0,0.0,-31.7,-31.7,-31.7,-31.7,1.0,0.0,30.0,0.0,1.1,1.1,1.1,1.1,1.0,0.0,30.0,0.0,7.4,7.4,7.4,7.4,1.0,0.0,30.0,0.0,4.45,4.45,4.45,4.45,1.0,0.0,30.0,0.0,29.8,29.8,29.8,29.8,1.0,0.0,30.0,0.0,-21.1,-21.1,-21.1,-21.1,1.0,0.0,30.0,0.0,-21.1,-21.1,-21.1,-21.1,1.0,0.0,30.0,0.0,301.0,301.0,301.0,301.0,1.0,0.0,30.0,0.0,300.0,300.0,300.0,300.0,1.0,0.0,30.0,0.0,-134.1,-134.1,-134.1,-134.1,1.0,0.0,30.0,0.0,-134.1,-134.1,-134.1,-134.1,1.0,0.0,30.0,0.0,-100.8,-100.8,-100.8,-100.8,1.0,0.0,30.0,0.0,-100.8,-100.8,-100.8,-100.8,1.0,0.0,30.0,0.0
1941,11,23303,-179.7,26.5,25.0,25.0,25.0,25.0,1.0,0.0,28.0,0.0,21.1,21.1,21.1,21.1,1.0,0.0,28.0,0.0,9.92,9.92,9.92,9.92,1.0,0.0,28.0,0.0,63.9,63.9,63.9,63.9,1.0,0.0,28.0,0.0,2.14,4.6,6.03,4.1,3.0,2.88,12.0,0.3,-1.73,0.19,3.2,0.72,3.0,3.64,12.0,0.3,-4.52,-0.98,-0.31,-2.38,3.0,3.31,12.0,0.3,1013.76,1016.25,1018.74,1016.25,2.0,5.16,16.0,0.5,6.6,8.0,8.0,7.3,3.0,1.2,12.0,0.3,63.9,63.9,63.9,63.9,1.0,0.0,28.0,0.0,-11.9,0.2,14.5,1.3,3.0,19.4,12.0,0.3,-28.5,-1.0,-0.3,-14.1,3.0,23.6,12.0,0.3,3.9,3.9,3.9,3.9,1.0,0.0,28.0,0.0,17.9,17.9,17.9,17.9,1.0,0.0,28.0,0.0,9.87,9.87,9.87,9.87,1.0,0.0,28.0,0.0,45.4,45.4,45.4,45.4,1.0,0.0,28.0,0.0,45.4,45.4,45.4,45.4,1.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,28.0,0.0,31.5,97.5,236.0,133.0,3.0,153.0,12.0,0.3,30.0,95.0,235.0,135.0,3.0,155.0,12.0,0.3,97.1,97.1,97.1,97.1,1.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,28.0,0.0,45.6,45.6,45.6,45.6,1.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,28.0,0.0
1941,11,23303,-179.7,48.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.7,6.7,6.7,6.7,1.0,0.0,14.0,0.0,6.21,6.21,6.21,6.21,1.0,0.0,14.0,0.0,2.51,2.51,2.51,2.51,1.0,0.0,14.0,0.0,1019.7,1019.7,1019.7,1019.7,1.0,0.0,14.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1941,11,23303,-179.6,-11.6,28.3,28.3,28.3,28.3,2.0,0.0,24.0,0.5,27.88,28.05,28.22,28.05,2.0,0.35,24.0,0.5,19.52,19.58,19.64,19.58,2.0,0.13,24.0,0.5,80.9,82.1,83.2,82.1,2.0,2.4,24.0,0.5,6.7,6.7,6.7,6.7,2.0,0.0,24.0,0.5,-4.74,-4.74,-4.74,-4.74,2.0,0.0,24.0,0.5,4.74,4.74,4.74,4.74,2.0,0.0,24.0,0.5,1003.83,1004.75,1005.67,1004.75,2.0,1.91,24.0,0.5,4.5,5.5,6.5,5.5,2.0,2.1,24.0,0.5,80.9,82.1,83.2,82.1,2.0,2.4,24.0,0.5,-31.7,-31.7,-31.7,-31.7,2.0,0.0,24.0,0.5,31.7,31.7,31.7,31.7,2.0,0.0,24.0,0.5,0.08,0.25,0.42,0.25,2.0,0.35,24.0,0.5,0.5,1.7,2.8,1.7,2.0,2.4,24.0,0.5,4.62,4.71,4.79,4.71,2.0,0.18,24.0,0.5,31.0,31.5,32.1,31.5,2.0,1.2,24.0,0.5,-22.7,-22.3,-21.9,-22.3,2.0,0.8,24.0,0.5,21.9,22.3,22.7,22.3,2.0,0.8,24.0,0.5,301.0,301.0,301.0,301.0,2.0,0.0,24.0,0.5,300.0,300.0,300.0,300.0,2.0,0.0,24.0,0.5,-133.7,-132.9,-132.1,-132.9,2.0,1.7,24.0,0.5,132.1,132.9,133.7,132.9,2.0,1.7,24.0,0.5,-93.1,-92.8,-92.5,-92.8,2.0,0.6,24.0,0.5,92.5,92.8,93.1,92.8,2.0,0.6,24.0,0.5
1941,11,23303,-179.6,20.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.93,6.7,6.7,6.28,5.0,0.94,14.0,0.6,-6.21,-4.74,-2.06,-4.08,5.0,2.59,14.0,0.6,-5.45,-3.25,-2.51,-3.94,5.0,1.79,14.0,0.6,1008.69,1015.9,1017.01,1013.52,5.0,4.51,14.0,0.6,1.0,3.0,4.0,2.6,5.0,1.5,14.0,0.6,74.8,77.3,81.1,77.9,4.0,3.9,12.0,0.8,-41.6,-31.7,-9.5,-26.0,5.0,18.2,14.0,0.6,-36.5,-16.8,-16.1,-25.0,5.0,13.0,14.0,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-163.5,-115.6,-52.9,-105.4,5.0,68.2,14.0,0.6,-131.9,-83.3,-66.5,-98.3,5.0,40.0,14.0,0.6,-102.8,-86.6,-61.5,-82.4,4.0,25.8,12.0,0.8,-62.8,-46.2,-41.4,-51.8,4.0,16.0,12.0,0.8
1941,11,23303,-179.5,-43.1,13.9,13.9,13.9,13.9,1.0,0.0,16.0,1.0,13.3,13.3,13.3,13.3,1.0,0.0,16.0,1.0,7.29,7.29,7.29,7.29,1.0,0.0,16.0,1.0,76.7,76.7,76.7,76.7,1.0,0.0,16.0,1.0,4.6,4.6,4.6,4.6,1.0,0.0,16.0,1.0,4.23,4.23,4.23,4.23,1.0,0.0,16.0,1.0,-1.8,-1.8,-1.8,-1.8,1.0,0.0,16.0,1.0,1007.8,1007.8,1007.8,1007.8,1.0,0.0,16.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,16.0,1.0,76.7,76.7,76.7,76.7,1.0,0.0,16.0,1.0,19.5,19.5,19.5,19.5,1.0,0.0,16.0,1.0,-8.3,-8.3,-8.3,-8.3,1.0,0.0,16.0,1.0,0.6,0.6,0.6,0.6,1.0,0.0,16.0,1.0,2.8,2.8,2.8,2.8,1.0,0.0,16.0,1.0,2.61,2.61,2.61,2.61,1.0,0.0,16.0,1.0,12.0,12.0,12.0,12.0,1.0,0.0,16.0,1.0,11.0,11.0,11.0,11.0,1.0,0.0,16.0,1.0,-4.7,-4.7,-4.7,-4.7,1.0,0.0,16.0,1.0,97.5,97.5,97.5,97.5,1.0,0.0,16.0,1.0,95.0,95.0,95.0,95.0,1.0,0.0,16.0,1.0,56.3,56.3,56.3,56.3,1.0,0.0,16.0,1.0,-23.9,-23.9,-23.9,-23.9,1.0,0.0,16.0,1.0,30.9,30.9,30.9,30.9,1.0,0.0,16.0,1.0,-13.1,-13.1,-13.1,-13.1,1.0,0.0,16.0,1.0
1941,11,23303,-179.5,-7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-25.1,-18.4,-11.6,-18.4,2.0,14.0,18.0,0.5,1.3,4.2,7.1,4.2,2.0,6.0,18.0,0.5,43.0,97.5,236.0,138.5,3.0,146.0,14.0,0.7,45.0,95.0,235.0,140.0,3.0,145.0,14.0,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1941,11,23303,-179.5,0.5,30.0,30.0,30.0,30.0,5.0,0.0,16.0,0.6,28.9,28.9,29.67,29.32,5.0,0.94,16.0,0.6,19.76,21.1,21.66,20.72,3.0,1.43,20.0,0.3,80.3,84.4,86.0,83.2,4.0,4.6,20.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1941,11,23303,-179.5,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.63,1.0,4.6,2.24,5.0,2.19,12.0,0.6,-3.25,0.0,0.14,-1.22,5.0,1.86,12.0,0.6,-3.25,0.0,0.95,-0.92,5.0,2.17,12.0,0.6,1006.08,1008.2,1009.51,1007.97,7.0,1.58,14.0,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
