Year,Month,Running Month,Longitude,Latitude,W-S1,W-Median,W-S5,W-Mean,W-Observation number,W-Standard deviation,W-Mean day of the month,W-Fraction of daylight observations,U-S1,U-Median,U-S5,U-Mean,U-Observation number,U-Standard deviation,U-Mean day of the month,U-Fraction of daylight observations,V-S1,V-Median,V-S5,V-Mean,V-Observation number,V-Standard deviation,V-Mean day of the month,V-Fraction of daylight observations,P-S1,P-Median,P-S5,P-Mean,P-Observation number,P-Standard deviation,P-Mean day of the month,P-Fraction of daylight observations,C-S1,C-Median,C-S5,C-Mean,C-Observation number,C-Standard deviation,C-Mean day of the month,C-Fraction of daylight observations,R-S1_x,R-Median_x,R-S5_x,R-Mean_x,R-Observation number_x,R-Standard deviation_x,R-Mean day of the month_x,R-Fraction of daylight observations_x,X=W*U-S1,X=W*U-Median,X=W*U-S5,X=W*U-Mean,X=W*U-Observation number,X=W*U-Standard deviation,X=W*U-Mean day of the month,X=W*U-Fraction of daylight observations,Y=W*V-S1,Y=W*V-Median,Y=W*V-S5,Y=W*V-Mean,Y=W*V-Observation number,Y=W*V-Standard deviation,Y=W*V-Mean day of the month,Y=W*V-Fraction of daylight observations,D=S-A-S1,D=S-A-Median,D=S-A-S5,D=S-A-Mean,D=S-A-Observation number,D=S-A-Standard deviation,D=S-A-Mean day of the month,D=S-A-Fraction of daylight observations,E=(S-A)*W-S1,E=(S-A)*W-Median,E=(S-A)*W-S5,E=(S-A)*W-Mean,E=(S-A)*W-Observation number,E=(S-A)*W-Standard deviation,E=(S-A)*W-Mean day of the month,E=(S-A)*W-Fraction of daylight observations,F=QS-Q-S1,F=QS-Q-Median,F=QS-Q-S5,F=QS-Q-Mean,F=QS-Q-Observation number,F=QS-Q-Standard deviation,F=QS-Q-Mean day of the month,F=QS-Q-Fraction of daylight observations,G=(QS-Q)*W-S1,G=(QS-Q)*W-Median,G=(QS-Q)*W-S5,G=(QS-Q)*W-Mean,G=(QS-Q)*W-Observation number,G=(QS-Q)*W-Standard deviation,G=(QS-Q)*W-Mean day of the month,G=(QS-Q)*W-Fraction of daylight observations,I=U*A-S1,I=U*A-Median,I=U*A-S5,I=U*A-Mean,I=U*A-Observation number,I=U*A-Standard deviation,I=U*A-Mean day of the month,I=U*A-Fraction of daylight observations,J=V*A-S1,J=V*A-Median,J=V*A-S5,J=V*A-Mean,J=V*A-Observation number,J=V*A-Standard deviation,J=V*A-Mean day of the month,J=V*A-Fraction of daylight observations,K=U*Q-S1,K=U*Q-Median,K=U*Q-S5,K=U*Q-Mean,K=U*Q-Observation number,K=U*Q-Standard deviation,K=U*Q-Mean day of the month,K=U*Q-Fraction of daylight observations,L=V*Q-S1,L=V*Q-Median,L=V*Q-S5,L=V*Q-Mean,L=V*Q-Observation number,L=V*Q-Standard deviation,L=V*Q-Mean day of the month,L=V*Q-Fraction of daylight observations,M=(QS-Q)*U-S1,M=(QS-Q)*U-Median,M=(QS-Q)*U-S5,M=(QS-Q)*U-Mean,M=(QS-Q)*U-Observation number,M=(QS-Q)*U-Standard deviation,M=(QS-Q)*U-Mean day of the month,M=(QS-Q)*U-Fraction of daylight observations,N=(QS-Q)*V-S1,N=(QS-Q)*V-Median,N=(QS-Q)*V-S5,N=(QS-Q)*V-Mean,N=(QS-Q)*V-Observation number,N=(QS-Q)*V-Standard deviation,N=(QS-Q)*V-Mean day of the month,N=(QS-Q)*V-Fraction of daylight observations,B1=W*W*W-S1,B1=W*W*W-Median,B1=W*W*W-S5,B1=W*W*W-Mean,B1=W*W*W-Observation number,B1=W*W*W-Standard deviation,B1=W*W*W-Mean day of the month,B1=W*W*W-Fraction of daylight observations,B2=W*W*W-S1,B2=W*W*W-Median,B2=W*W*W-S5,B2=W*W*W-Mean,B2=W*W*W-Observation number,B2=W*W*W-Standard deviation,B2=W*W*W-Mean day of the month,B2=W*W*W-Fraction of daylight observations,S-S1,S-Median,S-S5,S-Mean,S-Observation number,S-Standard deviation,S-Mean day of the month,S-Fraction of daylight observations,A-S1,A-Median,A-S5,A-Mean,A-Observation number,A-Standard deviation,A-Mean day of the month,A-Fraction of daylight observations,Q-S1,Q-Median,Q-S5,Q-Mean,Q-Observation number,Q-Standard deviation,Q-Mean day of the month,Q-Fraction of daylight observations,R-S1_y,R-Median_y,R-S5_y,R-Mean_y,R-Observation number_y,R-Standard deviation_y,R-Mean day of the month_y,R-Fraction of daylight observations_y
1942,11,23315,-179.7,-27.7,2.6,2.6,2.6,2.6,1.0,0.0,28.0,1.0,0.89,0.89,0.89,0.89,1.0,0.0,28.0,1.0,-2.44,-2.44,-2.44,-2.44,1.0,0.0,28.0,1.0,1020.0,1020.0,1020.0,1020.0,1.0,0.0,28.0,1.0,7.0,7.0,7.0,7.0,1.0,0.0,28.0,1.0,90.7,90.7,90.7,90.7,1.0,0.0,28.0,1.0,2.3,2.3,2.3,2.3,1.0,0.0,28.0,1.0,-6.4,-6.4,-6.4,-6.4,1.0,0.0,28.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,28.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,28.0,1.0,1.61,1.61,1.61,1.61,1.0,0.0,28.0,1.0,4.2,4.2,4.2,4.2,1.0,0.0,28.0,1.0,20.3,20.3,20.3,20.3,1.0,0.0,28.0,1.0,-55.7,-55.7,-55.7,-55.7,1.0,0.0,28.0,1.0,13.8,13.8,13.8,13.8,1.0,0.0,28.0,1.0,-38.0,-38.0,-38.0,-38.0,1.0,0.0,28.0,1.0,1.4,1.4,1.4,1.4,1.0,0.0,28.0,1.0,-3.9,-3.9,-3.9,-3.9,1.0,0.0,28.0,1.0,17.5,17.5,17.5,17.5,1.0,0.0,28.0,1.0,20.0,20.0,20.0,20.0,1.0,0.0,28.0,1.0,22.8,22.8,22.8,22.8,1.0,0.0,28.0,1.0,22.8,22.8,22.8,22.8,1.0,0.0,28.0,1.0,15.56,15.56,15.56,15.56,1.0,0.0,28.0,1.0,90.7,90.7,90.7,90.7,1.0,0.0,28.0,1.0
1942,11,23315,-179.7,-23.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.4,1.1,1.85,0.73,3.0,1.68,14.0,0.3,-1.6,5.7,7.2,2.9,3.0,6.9,14.0,0.3,1.83,1.97,5.76,3.75,3.0,3.27,14.0,0.3,10.2,12.7,17.4,13.8,3.0,5.3,14.0,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.0,0.0,10.2,3.1,3.0,10.7,14.0,0.3,8.7,12.6,12.6,10.7,3.0,3.3,14.0,0.3,55.5,97.5,242.0,146.5,4.0,156.0,16.0,0.5,55.0,95.0,240.0,145.0,4.0,155.0,16.0,0.5,22.55,23.3,24.05,23.3,3.0,1.1,14.0,0.3,21.62,23.3,24.71,23.18,4.0,1.83,16.0,0.5,12.54,14.92,15.57,14.08,3.0,2.34,14.0,0.3,70.3,77.4,89.9,80.0,4.0,12.2,16.0,0.5
1942,11,23315,-179.7,-19.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,1.4,1.6,1.4,2.0,0.42,18.0,0.0,7.1,10.2,13.3,10.2,2.0,6.5,18.0,0.0,2.43,2.79,3.14,2.79,2.0,0.74,18.0,0.0,17.3,18.3,19.3,18.3,2.0,2.0,18.0,0.0,-103.3,-11.6,80.1,-11.6,2.0,190.0,18.0,0.0,65.2,109.3,153.4,109.3,2.0,91.4,18.0,0.0,-85.8,-14.6,56.6,-14.6,2.0,147.5,18.0,0.0,50.0,87.2,124.4,87.2,2.0,77.1,18.0,0.0,-8.2,1.6,11.3,1.6,2.0,20.2,18.0,0.0,7.3,10.4,13.6,10.4,2.0,6.6,18.0,0.0,43.0,132.5,491.5,264.0,3.0,348.0,20.0,0.0,45.0,135.0,490.0,265.0,3.0,350.0,20.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1942,11,23315,-179.7,-17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1,1.9,4.0,1.9,2.0,4.3,12.0,1.0,-11.0,-5.3,0.4,-5.3,2.0,11.8,12.0,1.0,87.5,342.0,551.5,320.5,4.0,269.0,16.0,1.0,90.0,340.0,550.0,320.0,4.0,270.0,16.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1942,11,23315,-179.7,-17.4,4.31,6.65,8.2,6.28,4.0,2.31,16.0,1.0,-3.05,-2.8,-2.55,-2.8,4.0,0.39,16.0,1.0,3.3,5.81,7.71,5.52,4.0,2.57,16.0,1.0,1006.94,1007.3,1007.5,1007.23,4.0,0.34,16.0,1.0,3.8,4.5,6.2,4.8,6.0,1.5,16.0,1.0,92.1,92.2,95.0,93.2,6.0,1.7,16.0,1.0,-23.0,-19.9,-12.3,-17.8,4.0,6.9,16.0,1.0,14.7,41.6,63.2,39.1,4.0,28.2,16.0,1.0,-1.83,-1.1,0.83,-0.7,6.0,1.59,16.0,1.0,-15.9,-3.0,4.7,-5.5,4.0,12.9,16.0,1.0,-1.05,0.06,0.39,-0.31,4.0,1.02,16.0,1.0,-11.7,-5.7,0.4,-5.7,2.0,12.5,12.0,1.0,-84.1,-80.2,-67.4,-76.0,4.0,12.5,16.0,1.0,84.7,158.1,220.7,152.9,4.0,79.2,16.0,1.0,-65.8,-63.7,-61.6,-63.7,2.0,4.3,12.0,1.0,169.3,175.0,180.7,175.0,2.0,11.8,12.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.7,26.7,26.7,26.7,6.0,0.0,16.0,1.0,25.87,27.8,28.53,27.4,6.0,1.59,16.0,1.0,21.64,21.97,23.08,22.34,4.0,1.02,16.0,1.0,92.1,92.2,95.0,93.2,6.0,1.7,16.0,1.0
1942,11,23315,-179.7,-15.7,7.09,9.0,10.91,9.0,2.0,3.96,16.0,0.0,-7.13,-6.17,-5.2,-6.17,2.0,2.0,16.0,0.0,-1.92,2.53,6.97,2.53,2.0,9.21,16.0,0.0,1004.24,1005.4,1006.56,1005.4,2.0,2.4,16.0,0.0,6.3,7.0,7.7,7.0,2.0,1.4,16.0,0.0,96.6,98.0,99.4,98.0,2.0,2.9,16.0,0.0,-80.0,-59.5,-39.0,-59.5,2.0,42.5,16.0,0.0,-3.9,41.0,85.8,41.0,2.0,92.9,16.0,0.0,0.6,0.6,0.6,0.6,2.0,0.0,16.0,0.0,4.3,5.4,6.5,5.4,2.0,2.4,16.0,0.0,0.93,1.27,1.6,1.27,2.0,0.69,16.0,0.0,7.4,12.8,18.2,12.8,2.0,11.2,16.0,0.0,-193.2,-165.1,-137.0,-165.1,2.0,58.2,16.0,0.0,-48.5,70.9,190.3,70.9,2.0,247.4,16.0,0.0,-155.0,-133.2,-111.4,-133.2,2.0,45.1,16.0,0.0,-40.3,55.9,152.1,55.9,2.0,199.2,16.0,0.0,-11.8,-8.5,-5.2,-8.5,2.0,6.8,16.0,0.0,-0.1,6.4,12.8,6.4,2.0,13.4,16.0,0.0,461.5,940.5,1420.0,940.5,2.0,993.5,16.0,0.0,460.0,940.0,1420.0,940.0,2.0,995.0,16.0,0.0,26.87,27.25,27.63,27.25,2.0,0.78,16.0,0.0,26.27,26.65,27.03,26.65,2.0,0.78,16.0,0.0,21.4,21.55,21.7,21.55,2.0,0.31,16.0,0.0,96.6,98.0,99.4,98.0,2.0,2.9,16.0,0.0
1942,11,23315,-179.6,-23.4,3.55,4.6,5.96,4.75,4.0,1.89,16.0,0.5,-1.55,1.0,3.36,0.91,4.0,3.19,16.0,0.5,0.8,2.6,5.45,3.1,4.0,3.09,16.0,0.5,1012.5,1012.5,1016.94,1014.67,3.0,3.75,14.0,0.3,2.0,3.0,5.0,3.5,4.0,1.9,16.0,0.5,70.3,77.4,89.9,80.0,4.0,12.2,16.0,0.5,-7.1,2.6,13.6,3.2,4.0,14.4,16.0,0.5,2.1,10.3,34.9,18.1,4.0,23.5,16.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-37.8,22.1,81.3,21.8,4.0,78.5,16.0,0.5,17.7,61.5,120.5,68.8,4.0,65.7,16.0,0.5,-32.0,0.0,15.5,-8.1,3.0,35.5,14.0,0.3,30.8,55.9,91.1,60.8,3.0,44.4,14.0,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1942,11,23315,-179.6,-19.4,2.3,5.1,7.56,4.93,3.0,3.85,20.0,0.0,-4.02,-0.64,3.07,-0.48,3.0,5.19,20.0,0.0,1.08,1.74,5.1,3.06,3.0,3.16,20.0,0.0,1007.1,1007.1,1014.06,1010.5,3.0,5.89,20.0,0.0,2.6,4.0,5.4,4.0,3.0,2.0,20.0,0.0,92.3,95.4,98.6,95.4,2.0,6.4,18.0,0.0,-33.4,-0.6,16.5,-8.3,3.0,37.1,20.0,0.0,3.3,8.9,42.4,22.5,3.0,31.0,20.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.13,26.7,27.45,26.3,3.0,1.73,20.0,0.0,25.68,25.85,26.02,25.85,2.0,0.35,18.0,0.0,19.12,19.99,20.85,19.99,2.0,1.79,18.0,0.0,92.3,95.4,98.6,95.4,2.0,6.4,18.0,0.0
1942,11,23315,-179.6,-11.5,2.6,4.85,7.2,4.72,16.0,2.09,16.0,0.6,-4.22,-1.57,2.18,-1.11,16.0,3.46,16.0,0.6,-4.92,0.0,3.57,-0.47,16.0,3.82,16.0,0.6,1005.16,1009.3,1010.69,1008.24,16.0,2.79,16.0,0.6,3.4,5.5,7.6,5.5,16.0,1.8,16.0,0.6,68.7,76.9,95.4,79.5,14.0,12.0,18.0,0.6,-21.5,-4.4,10.0,-5.0,16.0,24.4,16.0,0.6,-30.5,0.0,15.0,-4.2,16.0,23.9,16.0,0.6,0.0,1.1,1.83,0.74,12.0,1.72,16.0,0.6,0.0,3.3,6.1,1.0,12.0,9.5,16.0,0.6,2.47,7.52,9.92,6.64,12.0,3.54,16.0,0.6,11.1,20.5,38.9,24.5,12.0,14.6,16.0,0.6,-84.0,-20.6,86.2,-15.4,14.0,93.1,18.0,0.6,-149.7,0.0,85.6,-19.2,14.0,110.7,18.0,0.6,-73.1,-11.4,67.0,-6.7,14.0,68.8,18.0,0.6,-101.0,0.0,59.4,-18.0,14.0,77.5,18.0,0.6,-18.5,-6.6,0.0,-9.1,12.0,12.3,16.0,0.6,-13.6,0.0,34.0,5.5,12.0,24.4,16.0,0.6,17.5,115.0,373.0,166.0,16.0,188.5,16.0,0.6,20.0,115.0,375.0,165.0,16.0,190.0,16.0,0.6,28.37,29.4,30.0,29.26,14.0,0.88,16.0,0.6,27.24,28.6,29.4,28.59,14.0,1.37,18.0,0.6,16.3,19.59,21.02,19.55,14.0,3.2,18.0,0.6,68.7,76.9,95.4,79.5,14.0,12.0,18.0,0.6
1942,11,23315,-179.6,-9.4,1.98,4.1,5.53,3.77,3.0,2.62,18.0,0.7,-5.23,-3.14,-1.44,-3.33,3.0,2.78,18.0,0.7,-1.8,0.0,0.52,-0.62,3.0,1.78,18.0,0.7,1006.75,1007.5,1012.07,1009.37,3.0,4.22,18.0,0.7,2.3,3.0,5.7,4.0,3.0,2.6,18.0,0.7,74.5,85.1,95.3,84.9,3.0,15.2,18.0,0.7,-30.3,-12.9,-4.5,-17.3,3.0,19.3,18.0,0.7,-7.4,0.0,0.5,-3.3,3.0,6.5,18.0,0.7,-3.14,-2.8,-0.14,-1.67,3.0,2.41,18.0,0.7,-8.9,-3.3,3.6,-2.7,3.0,9.2,18.0,0.7,-3.26,-0.7,6.18,1.41,3.0,7.16,18.0,0.7,-12.7,-0.7,39.5,13.1,3.0,40.0,18.0,0.7,-153.9,-99.6,-45.2,-99.6,3.0,79.6,18.0,0.7,-57.0,0.0,16.3,-19.9,3.0,56.4,18.0,0.7,-103.1,-92.8,-40.0,-72.1,3.0,49.6,18.0,0.7,-53.2,0.0,12.6,-19.8,3.0,51.1,18.0,0.7,-39.6,0.5,9.7,-14.6,3.0,38.4,18.0,0.7,-0.4,0.0,8.0,3.7,3.0,6.9,18.0,0.7,22.5,69.0,184.5,102.5,3.0,122.0,18.0,0.7,25.0,70.0,185.0,105.0,3.0,120.0,18.0,0.7,28.15,28.9,29.65,28.9,3.0,1.1,18.0,0.7,29.6,31.1,31.51,30.57,3.0,1.47,18.0,0.7,19.52,24.06,27.81,23.67,3.0,6.08,18.0,0.7,74.5,85.1,95.3,84.9,3.0,15.2,18.0,0.7
