Year,Month,Running Month,Longitude,Latitude,S-S1,S-Median,S-S5,S-Mean,S-Observation number,S-Standard deviation,S-Mean day of the month,S-Fraction of daylight observations,A-S1,A-Median,A-S5,A-Mean,A-Observation number,A-Standard deviation,A-Mean day of the month,A-Fraction of daylight observations,Q-S1,Q-Median,Q-S5,Q-Mean,Q-Observation number,Q-Standard deviation,Q-Mean day of the month,Q-Fraction of daylight observations,R-S1_x,R-Median_x,R-S5_x,R-Mean_x,R-Observation number_x,R-Standard deviation_x,R-Mean day of the month_x,R-Fraction of daylight observations_x,W-S1,W-Median,W-S5,W-Mean,W-Observation number,W-Standard deviation,W-Mean day of the month,W-Fraction of daylight observations,U-S1,U-Median,U-S5,U-Mean,U-Observation number,U-Standard deviation,U-Mean day of the month,U-Fraction of daylight observations,V-S1,V-Median,V-S5,V-Mean,V-Observation number,V-Standard deviation,V-Mean day of the month,V-Fraction of daylight observations,P-S1,P-Median,P-S5,P-Mean,P-Observation number,P-Standard deviation,P-Mean day of the month,P-Fraction of daylight observations,D=S-A-S1,D=S-A-Median,D=S-A-S5,D=S-A-Mean,D=S-A-Observation number,D=S-A-Standard deviation,D=S-A-Mean day of the month,D=S-A-Fraction of daylight observations,E=(S-A)*W-S1,E=(S-A)*W-Median,E=(S-A)*W-S5,E=(S-A)*W-Mean,E=(S-A)*W-Observation number,E=(S-A)*W-Standard deviation,E=(S-A)*W-Mean day of the month,E=(S-A)*W-Fraction of daylight observations,F=QS-Q-S1,F=QS-Q-Median,F=QS-Q-S5,F=QS-Q-Mean,F=QS-Q-Observation number,F=QS-Q-Standard deviation,F=QS-Q-Mean day of the month,F=QS-Q-Fraction of daylight observations,G=(QS-Q)*W-S1,G=(QS-Q)*W-Median,G=(QS-Q)*W-S5,G=(QS-Q)*W-Mean,G=(QS-Q)*W-Observation number,G=(QS-Q)*W-Standard deviation,G=(QS-Q)*W-Mean day of the month,G=(QS-Q)*W-Fraction of daylight observations,I=U*A-S1,I=U*A-Median,I=U*A-S5,I=U*A-Mean,I=U*A-Observation number,I=U*A-Standard deviation,I=U*A-Mean day of the month,I=U*A-Fraction of daylight observations,J=V*A-S1,J=V*A-Median,J=V*A-S5,J=V*A-Mean,J=V*A-Observation number,J=V*A-Standard deviation,J=V*A-Mean day of the month,J=V*A-Fraction of daylight observations,K=U*Q-S1,K=U*Q-Median,K=U*Q-S5,K=U*Q-Mean,K=U*Q-Observation number,K=U*Q-Standard deviation,K=U*Q-Mean day of the month,K=U*Q-Fraction of daylight observations,L=V*Q-S1,L=V*Q-Median,L=V*Q-S5,L=V*Q-Mean,L=V*Q-Observation number,L=V*Q-Standard deviation,L=V*Q-Mean day of the month,L=V*Q-Fraction of daylight observations,M=(QS-Q)*U-S1,M=(QS-Q)*U-Median,M=(QS-Q)*U-S5,M=(QS-Q)*U-Mean,M=(QS-Q)*U-Observation number,M=(QS-Q)*U-Standard deviation,M=(QS-Q)*U-Mean day of the month,M=(QS-Q)*U-Fraction of daylight observations,N=(QS-Q)*V-S1,N=(QS-Q)*V-Median,N=(QS-Q)*V-S5,N=(QS-Q)*V-Mean,N=(QS-Q)*V-Observation number,N=(QS-Q)*V-Standard deviation,N=(QS-Q)*V-Mean day of the month,N=(QS-Q)*V-Fraction of daylight observations,B1=W*W*W-S1,B1=W*W*W-Median,B1=W*W*W-S5,B1=W*W*W-Mean,B1=W*W*W-Observation number,B1=W*W*W-Standard deviation,B1=W*W*W-Mean day of the month,B1=W*W*W-Fraction of daylight observations,B2=W*W*W-S1,B2=W*W*W-Median,B2=W*W*W-S5,B2=W*W*W-Mean,B2=W*W*W-Observation number,B2=W*W*W-Standard deviation,B2=W*W*W-Mean day of the month,B2=W*W*W-Fraction of daylight observations,C-S1,C-Median,C-S5,C-Mean,C-Observation number,C-Standard deviation,C-Mean day of the month,C-Fraction of daylight observations,R-S1_y,R-Median_y,R-S5_y,R-Mean_y,R-Observation number_y,R-Standard deviation_y,R-Mean day of the month_y,R-Fraction of daylight observations_y,X=W*U-S1,X=W*U-Median,X=W*U-S5,X=W*U-Mean,X=W*U-Observation number,X=W*U-Standard deviation,X=W*U-Mean day of the month,X=W*U-Fraction of daylight observations,Y=W*V-S1,Y=W*V-Median,Y=W*V-S5,Y=W*V-Mean,Y=W*V-Observation number,Y=W*V-Standard deviation,Y=W*V-Mean day of the month,Y=W*V-Fraction of daylight observations
1940,12,23292,-179.9,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.5,-9.5,-9.5,-9.5,1.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,20.0,0.0,107.5,301.0,644.5,374.0,3.0,398.5,26.0,0.0,105.0,300.0,645.0,375.0,3.0,400.0,26.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1940,12,23292,-179.8,18.4,25.95,26.7,27.45,26.7,3.0,1.1,28.0,0.3,24.4,24.4,26.31,25.33,3.0,1.62,28.0,0.3,14.28,16.1,18.08,16.18,3.0,2.78,28.0,0.3,71.3,71.9,91.1,81.0,3.0,16.5,28.0,0.3,7.53,9.3,9.3,8.43,3.0,1.5,28.0,0.3,-8.62,-8.62,-6.98,-7.82,3.0,1.39,28.0,0.3,-3.48,-3.48,-2.82,-3.16,3.0,0.56,28.0,0.3,1016.7,1016.9,1017.17,1016.93,3.0,0.35,28.0,0.3,0.04,1.2,2.7,1.37,3.0,1.96,28.0,0.3,1.3,11.2,25.1,13.1,3.0,17.6,28.0,0.3,4.75,5.71,6.58,5.67,3.0,1.35,28.0,0.3,38.8,40.0,57.1,47.8,3.0,15.0,28.0,0.3,-210.4,-210.4,-182.1,-196.6,3.0,23.9,28.0,0.3,-85.0,-85.0,-73.6,-79.4,3.0,9.7,28.0,0.3,-148.6,-115.9,-105.0,-126.6,3.0,33.3,28.0,0.3,-60.0,-46.8,-42.4,-51.1,3.0,13.4,28.0,0.3,-52.9,-37.1,-36.0,-44.3,3.0,13.9,28.0,0.3,-21.4,-15.0,-14.5,-17.9,3.0,5.6,28.0,0.3,460.5,804.5,804.5,636.5,3.0,291.0,28.0,0.3,460.0,805.0,805.0,635.0,3.0,290.0,28.0,0.3,0.6,2.0,3.4,2.0,3.0,2.0,28.0,0.3,71.3,71.9,91.1,81.0,3.0,16.5,28.0,0.3,-80.2,-80.2,-53.9,-67.3,3.0,22.3,28.0,0.3,-32.4,-32.4,-21.8,-27.2,3.0,9.0,28.0,0.3
1940,12,23292,-179.8,32.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-17.6,-17.6,-17.6,-17.6,1.0,0.0,12.0,0.0,-17.6,-17.6,-17.6,-17.6,1.0,0.0,12.0,0.0,97.5,804.5,1861.0,1128.0,16.0,1218.5,14.0,0.2,95.0,805.0,1860.0,1130.0,16.0,1220.0,14.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1940,12,23292,-179.7,26.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6,4.6,4.6,4.6,2.0,0.0,22.0,1.0,-3.14,0.0,3.14,0.0,2.0,6.51,22.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,22.0,1.0,1011.07,1012.5,1013.93,1012.5,2.0,2.97,22.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.4,-0.7,72.0,-0.7,2.0,150.6,22.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,22.0,1.0,-71.1,-71.1,-71.1,-71.1,1.0,0.0,22.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,22.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,6.0,6.0,6.0,2.0,0.0,22.0,1.0,86.9,86.9,86.9,86.9,1.0,0.0,22.0,1.0,-14.4,0.0,14.4,0.0,2.0,29.9,22.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,22.0,1.0
1940,12,23292,-179.6,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.92,3.6,4.28,3.6,2.0,1.41,14.0,0.0,1.23,1.77,2.32,1.77,2.0,1.13,14.0,0.0,-3.59,-3.11,-2.63,-3.11,2.0,0.99,14.0,0.0,1003.42,1004.1,1004.78,1004.1,2.0,1.41,14.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1940,12,23292,-179.6,22.3,26.7,26.7,26.7,26.7,2.0,0.0,18.0,0.5,23.98,24.15,24.32,24.15,2.0,0.35,18.0,0.5,14.53,15.42,16.31,15.42,2.0,1.85,18.0,0.5,77.2,82.7,88.2,82.7,2.0,11.4,18.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.38,2.55,2.72,2.55,2.0,0.35,18.0,0.5,10.6,10.6,10.6,10.6,1.0,0.0,24.0,1.0,5.52,6.4,7.27,6.4,2.0,1.81,18.0,0.5,35.3,35.3,35.3,35.3,1.0,0.0,24.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,4.5,5.5,4.5,2.0,2.1,18.0,0.5,77.2,82.7,88.2,82.7,2.0,11.4,18.0,0.5,-8.3,-8.3,-8.3,-8.3,1.0,0.0,24.0,1.0,-19.5,-19.5,-19.5,-19.5,1.0,0.0,24.0,1.0
1940,12,23292,-179.6,30.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.6,0.8,5.1,0.8,2.0,9.0,8.0,0.5,14.3,15.3,16.3,15.3,2.0,2.1,8.0,0.5,17.5,97.5,1626.5,636.0,15.0,1040.5,18.0,0.4,20.0,95.0,1625.0,635.0,15.0,1040.0,18.0,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1940,12,23292,-179.6,38.2,12.76,14.4,14.81,13.8,3.0,1.59,26.0,0.0,8.82,11.0,13.05,10.93,3.0,3.1,26.0,0.0,6.63,6.63,6.63,6.63,1.0,0.0,20.0,0.0,100.0,100.0,100.0,100.0,1.0,0.0,20.0,0.0,3.9,6.7,8.47,6.2,3.0,3.38,26.0,0.0,-4.38,-2.6,2.41,-1.02,3.0,5.15,26.0,0.0,1.5,4.74,6.77,4.15,3.0,3.89,26.0,0.0,1002.22,1005.7,1011.64,1006.9,3.0,6.98,26.0,0.0,1.0,1.0,4.82,2.87,3.0,3.23,26.0,0.0,7.5,9.3,14.7,11.1,3.0,5.4,26.0,0.0,3.67,3.67,3.67,3.67,1.0,0.0,20.0,0.0,9.5,9.5,9.5,9.5,1.0,0.0,20.0,0.0,-45.5,-20.3,38.8,-3.7,3.0,63.4,26.0,0.0,21.1,66.3,78.9,50.4,3.0,44.6,26.0,0.0,-17.2,-17.2,-17.2,-17.2,1.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,20.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,8.0,8.0,8.0,3.0,0.0,26.0,0.0,100.0,100.0,100.0,100.0,1.0,0.0,20.0,0.0,-35.2,-6.8,19.5,-7.8,3.0,40.1,26.0,0.0,10.1,31.7,59.0,34.5,3.0,35.9,26.0,0.0
1940,12,23292,-179.6,40.1,9.32,10.0,11.5,10.4,3.0,1.64,22.0,0.0,7.86,8.0,8.68,8.27,3.0,0.64,22.0,0.0,5.08,5.08,5.08,5.08,1.0,0.0,28.0,0.0,78.0,78.0,78.0,78.0,1.0,0.0,28.0,0.0,3.9,6.7,8.47,6.2,3.0,3.38,22.0,0.0,2.17,4.74,7.85,5.0,3.0,4.17,22.0,0.0,-4.0,-2.41,-0.77,-2.38,3.0,2.37,22.0,0.0,1012.96,1017.6,1027.7,1020.27,3.0,11.04,22.0,0.0,1.0,1.0,3.32,2.13,3.0,1.96,22.0,0.0,7.5,9.3,10.8,9.1,3.0,2.4,22.0,0.0,3.69,3.69,3.69,3.69,1.0,0.0,28.0,0.0,9.6,9.6,9.6,9.6,1.0,0.0,28.0,0.0,17.2,37.9,69.2,43.1,3.0,38.3,22.0,0.0,-31.8,-18.8,-6.0,-18.9,3.0,19.0,22.0,0.0,4.9,4.9,4.9,4.9,1.0,0.0,28.0,0.0,-12.2,-12.2,-12.2,-12.2,1.0,0.0,28.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6,5.0,7.0,5.3,3.0,2.5,22.0,0.0,78.0,78.0,78.0,78.0,1.0,0.0,28.0,0.0,11.8,31.7,69.1,40.3,3.0,42.6,22.0,0.0,-23.7,-6.3,-2.0,-12.7,3.0,16.8,22.0,0.0
1940,12,23292,-179.6,42.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.01,9.3,13.58,9.23,11.0,4.24,20.0,0.5,-6.58,2.62,11.31,3.55,11.0,8.42,20.0,0.5,-3.23,1.84,6.58,1.81,11.0,4.82,20.0,0.5,985.72,1003.7,1012.4,1000.79,11.0,12.6,20.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-61.9,28.8,68.6,16.5,11.0,63.2,20.0,0.5,-20.6,9.2,66.6,20.9,11.0,41.5,20.0,0.5,-13.4,51.6,80.6,34.0,3.0,70.5,18.0,0.7,-12.5,0.0,29.8,8.5,3.0,31.8,18.0,0.7,19.4,20.1,20.8,20.1,2.0,1.4,12.0,0.5,-3.1,-1.9,-0.6,-1.9,2.0,2.6,12.0,0.5,184.0,804.5,2600.5,1229.5,11.0,1298.0,20.0,0.5,185.0,805.0,2600.0,1230.0,11.0,1300.0,20.0,0.5,3.9,7.0,8.0,6.1,10.0,2.2,20.0,0.5,86.2,86.8,95.8,90.9,3.0,7.9,18.0,0.7,-61.2,17.5,140.9,45.2,11.0,109.5,20.0,0.5,-38.5,4.8,61.2,10.0,11.0,56.0,20.0,0.5
