Year,Month,Running Month,Longitude,Latitude,D=S-A-S1,D=S-A-Median,D=S-A-S5,D=S-A-Mean,D=S-A-Observation number,D=S-A-Standard deviation,D=S-A-Mean day of the month,D=S-A-Fraction of daylight observations,E=(S-A)*W-S1,E=(S-A)*W-Median,E=(S-A)*W-S5,E=(S-A)*W-Mean,E=(S-A)*W-Observation number,E=(S-A)*W-Standard deviation,E=(S-A)*W-Mean day of the month,E=(S-A)*W-Fraction of daylight observations,F=QS-Q-S1,F=QS-Q-Median,F=QS-Q-S5,F=QS-Q-Mean,F=QS-Q-Observation number,F=QS-Q-Standard deviation,F=QS-Q-Mean day of the month,F=QS-Q-Fraction of daylight observations,G=(QS-Q)*W-S1,G=(QS-Q)*W-Median,G=(QS-Q)*W-S5,G=(QS-Q)*W-Mean,G=(QS-Q)*W-Observation number,G=(QS-Q)*W-Standard deviation,G=(QS-Q)*W-Mean day of the month,G=(QS-Q)*W-Fraction of daylight observations,S-S1,S-Median,S-S5,S-Mean,S-Observation number,S-Standard deviation,S-Mean day of the month,S-Fraction of daylight observations,A-S1,A-Median,A-S5,A-Mean,A-Observation number,A-Standard deviation,A-Mean day of the month,A-Fraction of daylight observations,Q-S1,Q-Median,Q-S5,Q-Mean,Q-Observation number,Q-Standard deviation,Q-Mean day of the month,Q-Fraction of daylight observations,R-S1_x,R-Median_x,R-S5_x,R-Mean_x,R-Observation number_x,R-Standard deviation_x,R-Mean day of the month_x,R-Fraction of daylight observations_x,W-S1,W-Median,W-S5,W-Mean,W-Observation number,W-Standard deviation,W-Mean day of the month,W-Fraction of daylight observations,U-S1,U-Median,U-S5,U-Mean,U-Observation number,U-Standard deviation,U-Mean day of the month,U-Fraction of daylight observations,V-S1,V-Median,V-S5,V-Mean,V-Observation number,V-Standard deviation,V-Mean day of the month,V-Fraction of daylight observations,P-S1,P-Median,P-S5,P-Mean,P-Observation number,P-Standard deviation,P-Mean day of the month,P-Fraction of daylight observations,C-S1,C-Median,C-S5,C-Mean,C-Observation number,C-Standard deviation,C-Mean day of the month,C-Fraction of daylight observations,R-S1_y,R-Median_y,R-S5_y,R-Mean_y,R-Observation number_y,R-Standard deviation_y,R-Mean day of the month_y,R-Fraction of daylight observations_y,X=W*U-S1,X=W*U-Median,X=W*U-S5,X=W*U-Mean,X=W*U-Observation number,X=W*U-Standard deviation,X=W*U-Mean day of the month,X=W*U-Fraction of daylight observations,Y=W*V-S1,Y=W*V-Median,Y=W*V-S5,Y=W*V-Mean,Y=W*V-Observation number,Y=W*V-Standard deviation,Y=W*V-Mean day of the month,Y=W*V-Fraction of daylight observations,I=U*A-S1,I=U*A-Median,I=U*A-S5,I=U*A-Mean,I=U*A-Observation number,I=U*A-Standard deviation,I=U*A-Mean day of the month,I=U*A-Fraction of daylight observations,J=V*A-S1,J=V*A-Median,J=V*A-S5,J=V*A-Mean,J=V*A-Observation number,J=V*A-Standard deviation,J=V*A-Mean day of the month,J=V*A-Fraction of daylight observations,K=U*Q-S1,K=U*Q-Median,K=U*Q-S5,K=U*Q-Mean,K=U*Q-Observation number,K=U*Q-Standard deviation,K=U*Q-Mean day of the month,K=U*Q-Fraction of daylight observations,L=V*Q-S1,L=V*Q-Median,L=V*Q-S5,L=V*Q-Mean,L=V*Q-Observation number,L=V*Q-Standard deviation,L=V*Q-Mean day of the month,L=V*Q-Fraction of daylight observations,M=(QS-Q)*U-S1,M=(QS-Q)*U-Median,M=(QS-Q)*U-S5,M=(QS-Q)*U-Mean,M=(QS-Q)*U-Observation number,M=(QS-Q)*U-Standard deviation,M=(QS-Q)*U-Mean day of the month,M=(QS-Q)*U-Fraction of daylight observations,N=(QS-Q)*V-S1,N=(QS-Q)*V-Median,N=(QS-Q)*V-S5,N=(QS-Q)*V-Mean,N=(QS-Q)*V-Observation number,N=(QS-Q)*V-Standard deviation,N=(QS-Q)*V-Mean day of the month,N=(QS-Q)*V-Fraction of daylight observations,B1=W*W*W-S1,B1=W*W*W-Median,B1=W*W*W-S5,B1=W*W*W-Mean,B1=W*W*W-Observation number,B1=W*W*W-Standard deviation,B1=W*W*W-Mean day of the month,B1=W*W*W-Fraction of daylight observations,B2=W*W*W-S1,B2=W*W*W-Median,B2=W*W*W-S5,B2=W*W*W-Mean,B2=W*W*W-Observation number,B2=W*W*W-Standard deviation,B2=W*W*W-Mean day of the month,B2=W*W*W-Fraction of daylight observations
1886,5,22637,-179.6,44.8,-0.6,-0.6,0.22,-0.2,3.0,0.69,14.0,0.0,-11.4,-11.4,-11.4,-11.4,1.0,0.0,14.0,0.0,-0.08,0.26,0.5,0.21,3.0,0.42,14.0,0.0,4.9,4.9,4.9,4.9,1.0,0.0,14.0,0.0,5.0,5.0,5.0,5.0,3.0,0.0,14.0,0.0,4.78,5.6,5.6,5.2,3.0,0.69,14.0,0.0,4.92,5.16,5.5,5.21,3.0,0.42,14.0,0.0,91.7,92.6,97.6,94.6,3.0,4.7,14.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,8.0,8.0,8.0,3.0,0.0,14.0,0.0,91.7,92.6,97.6,94.6,3.0,4.7,14.0,0.0,334.7,334.7,334.7,334.7,1.0,0.0,14.0,0.0,135.2,135.2,135.2,135.2,1.0,0.0,14.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1886,5,22637,-179.5,-51.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6,3.6,5.7,4.13,4.0,1.96,10.0,0.5,-1.02,-0.51,1.31,0.12,4.0,1.66,10.0,0.5,-5.44,-3.5,-2.39,-3.9,4.0,1.86,10.0,0.5,1013.29,1013.5,1015.44,1014.33,4.0,1.93,10.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1886,5,22637,-179.5,44.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,19.0,19.0,19.0,1.0,0.0,14.0,0.0,17.62,17.62,17.62,17.62,1.0,0.0,14.0,0.0,7.12,7.12,7.12,7.12,1.0,0.0,14.0,0.0,1008.5,1008.5,1008.7,1008.6,3.0,0.17,14.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.7,98.7,98.7,98.7,1.0,0.0,14.0,0.0,39.9,39.9,39.9,39.9,1.0,0.0,14.0,0.0,90.9,90.9,90.9,90.9,1.0,0.0,14.0,0.0,36.7,36.7,36.7,36.7,1.0,0.0,14.0,0.0,4.6,4.6,4.6,4.6,1.0,0.0,14.0,0.0,1.8,1.8,1.8,1.8,1.0,0.0,14.0,0.0,6859.0,6859.0,6859.0,6859.0,1.0,0.0,14.0,0.0,6860.0,6860.0,6860.0,6860.0,1.0,0.0,14.0,0.0
1886,5,22637,-179.3,-29.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.69,20.3,20.6,20.15,4.0,0.57,24.0,0.8,18.17,18.3,18.9,18.46,12.0,0.48,26.0,0.6,10.88,11.1,11.13,11.07,8.0,0.16,28.0,0.5,80.7,85.3,85.3,84.6,8.0,3.2,28.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1886,5,22637,-179.1,24.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,3.0,0.0,4.0,1.0,75.9,75.9,79.7,77.7,3.0,3.2,4.0,1.0,-19.9,-8.6,-8.6,-14.1,3.0,9.5,4.0,1.0,-44.1,-44.1,-39.4,-41.8,3.0,4.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1886,5,22637,-177.7,-27.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.6,20.6,21.72,21.06,7.0,0.65,24.0,0.9,18.9,19.4,20.09,19.44,10.0,0.66,26.0,0.6,12.0,12.2,12.35,12.24,6.0,0.31,28.0,0.5,85.5,89.9,90.8,89.2,6.0,3.4,28.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1886,5,22637,-177.7,-25.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.2,22.5,23.06,22.63,4.0,0.53,24.0,0.3,20.38,21.1,21.32,20.9,5.0,0.64,24.0,0.4,11.76,11.76,11.76,11.76,1.0,0.0,26.0,1.0,80.8,80.8,80.8,80.8,1.0,0.0,26.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1886,5,22637,-177.6,44.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4,4.4,4.71,4.55,4.0,0.3,14.0,1.0,4.14,4.4,4.71,4.43,4.0,0.45,14.0,1.0,4.15,4.27,4.59,4.36,4.0,0.31,14.0,1.0,79.6,83.8,88.4,84.0,4.0,6.8,14.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1886,5,22637,-177.5,24.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.5,4.8,3.0,8.0,1.3,4.0,0.5,76.4,81.0,84.6,80.3,8.0,3.7,4.0,0.5,-24.1,-16.5,-4.5,-17.1,8.0,14.8,4.0,0.5,-84.9,-57.9,-22.6,-54.4,8.0,31.4,4.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1886,5,22637,-177.4,-51.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.65,2.6,2.6,2.08,5.0,1.16,10.0,0.6,-0.67,2.41,2.6,1.15,5.0,2.0,10.0,0.6,-0.67,0.0,0.36,-0.17,5.0,1.02,10.0,0.6,1018.3,1018.3,1018.3,1018.3,1.0,0.0,10.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
