Year,Month,Running Month,Longitude,Latitude,S-S1,S-Median,S-S5,S-Mean,S-Observation number,S-Standard deviation,S-Mean day of the month,S-Fraction of daylight observations,A-S1,A-Median,A-S5,A-Mean,A-Observation number,A-Standard deviation,A-Mean day of the month,A-Fraction of daylight observations,Q-S1,Q-Median,Q-S5,Q-Mean,Q-Observation number,Q-Standard deviation,Q-Mean day of the month,Q-Fraction of daylight observations,R-S1,R-Median,R-S5,R-Mean,R-Observation number,R-Standard deviation,R-Mean day of the month,R-Fraction of daylight observations,W-S1,W-Median,W-S5,W-Mean,W-Observation number,W-Standard deviation,W-Mean day of the month,W-Fraction of daylight observations,U-S1,U-Median,U-S5,U-Mean,U-Observation number,U-Standard deviation,U-Mean day of the month,U-Fraction of daylight observations,V-S1,V-Median,V-S5,V-Mean,V-Observation number,V-Standard deviation,V-Mean day of the month,V-Fraction of daylight observations,P-S1,P-Median,P-S5,P-Mean,P-Observation number,P-Standard deviation,P-Mean day of the month,P-Fraction of daylight observations,C-S1,C-Median,C-S5,C-Mean,C-Observation number,C-Standard deviation,C-Mean day of the month,C-Fraction of daylight observations,X=W*U-S1,X=W*U-Median,X=W*U-S5,X=W*U-Mean,X=W*U-Observation number,X=W*U-Standard deviation,X=W*U-Mean day of the month,X=W*U-Fraction of daylight observations,Y=W*V-S1,Y=W*V-Median,Y=W*V-S5,Y=W*V-Mean,Y=W*V-Observation number,Y=W*V-Standard deviation,Y=W*V-Mean day of the month,Y=W*V-Fraction of daylight observations,D=S-A-S1,D=S-A-Median,D=S-A-S5,D=S-A-Mean,D=S-A-Observation number,D=S-A-Standard deviation,D=S-A-Mean day of the month,D=S-A-Fraction of daylight observations,E=(S-A)*W-S1,E=(S-A)*W-Median,E=(S-A)*W-S5,E=(S-A)*W-Mean,E=(S-A)*W-Observation number,E=(S-A)*W-Standard deviation,E=(S-A)*W-Mean day of the month,E=(S-A)*W-Fraction of daylight observations,F=QS-Q-S1,F=QS-Q-Median,F=QS-Q-S5,F=QS-Q-Mean,F=QS-Q-Observation number,F=QS-Q-Standard deviation,F=QS-Q-Mean day of the month,F=QS-Q-Fraction of daylight observations,G=(QS-Q)*W-S1,G=(QS-Q)*W-Median,G=(QS-Q)*W-S5,G=(QS-Q)*W-Mean,G=(QS-Q)*W-Observation number,G=(QS-Q)*W-Standard deviation,G=(QS-Q)*W-Mean day of the month,G=(QS-Q)*W-Fraction of daylight observations,I=U*A-S1,I=U*A-Median,I=U*A-S5,I=U*A-Mean,I=U*A-Observation number,I=U*A-Standard deviation,I=U*A-Mean day of the month,I=U*A-Fraction of daylight observations,J=V*A-S1,J=V*A-Median,J=V*A-S5,J=V*A-Mean,J=V*A-Observation number,J=V*A-Standard deviation,J=V*A-Mean day of the month,J=V*A-Fraction of daylight observations,K=U*Q-S1,K=U*Q-Median,K=U*Q-S5,K=U*Q-Mean,K=U*Q-Observation number,K=U*Q-Standard deviation,K=U*Q-Mean day of the month,K=U*Q-Fraction of daylight observations,L=V*Q-S1,L=V*Q-Median,L=V*Q-S5,L=V*Q-Mean,L=V*Q-Observation number,L=V*Q-Standard deviation,L=V*Q-Mean day of the month,L=V*Q-Fraction of daylight observations,M=(QS-Q)*U-S1,M=(QS-Q)*U-Median,M=(QS-Q)*U-S5,M=(QS-Q)*U-Mean,M=(QS-Q)*U-Observation number,M=(QS-Q)*U-Standard deviation,M=(QS-Q)*U-Mean day of the month,M=(QS-Q)*U-Fraction of daylight observations,N=(QS-Q)*V-S1,N=(QS-Q)*V-Median,N=(QS-Q)*V-S5,N=(QS-Q)*V-Mean,N=(QS-Q)*V-Observation number,N=(QS-Q)*V-Standard deviation,N=(QS-Q)*V-Mean day of the month,N=(QS-Q)*V-Fraction of daylight observations,B1=W*W*W-S1,B1=W*W*W-Median,B1=W*W*W-S5,B1=W*W*W-Mean,B1=W*W*W-Observation number,B1=W*W*W-Standard deviation,B1=W*W*W-Mean day of the month,B1=W*W*W-Fraction of daylight observations,B2=W*W*W-S1,B2=W*W*W-Median,B2=W*W*W-S5,B2=W*W*W-Mean,B2=W*W*W-Observation number,B2=W*W*W-Standard deviation,B2=W*W*W-Mean day of the month,B2=W*W*W-Fraction of daylight observations
2020,11,24251,-179.9,43.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,8.0,8.0,8.0,1.0,0.0,4.0,0.0,-124.3,-1.1,122.2,-1.1,2.0,255.4,12.0,0.0,24.2,76.2,128.3,76.2,2.0,107.8,12.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,11,24251,-179.9,43.5,10.16,10.5,10.84,10.5,2.0,0.71,12.0,0.0,10.32,11.0,11.68,11.0,2.0,1.41,12.0,0.0,4.92,4.92,4.92,4.92,1.0,0.0,18.0,0.0,57.2,57.2,57.2,57.2,1.0,0.0,18.0,0.0,13.72,14.4,15.08,14.4,2.0,1.41,12.0,0.0,-7.8,0.8,9.4,0.8,2.0,17.82,12.0,0.0,1.57,4.95,8.33,4.95,2.0,7.0,12.0,0.0,1023.22,1026.5,1029.78,1026.5,2.0,6.79,12.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,-0.84,-0.5,-0.16,-0.5,2.0,0.71,12.0,0.0,-11.3,-6.7,-2.1,-6.7,2.0,9.5,12.0,0.0,3.14,3.14,3.14,3.14,1.0,0.0,18.0,0.0,42.1,42.1,42.1,42.1,1.0,0.0,18.0,0.0,-73.7,21.4,116.6,21.4,2.0,197.1,12.0,0.0,15.7,49.5,83.3,49.5,2.0,70.0,12.0,0.0,65.9,65.9,65.9,65.9,1.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,18.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,11,24251,-179.8,-36.0,18.0,18.0,18.0,18.0,1.0,0.0,28.0,1.0,18.0,18.0,18.0,18.0,1.0,0.0,28.0,1.0,11.54,11.54,11.54,11.54,1.0,0.0,28.0,1.0,89.8,89.8,89.8,89.8,1.0,0.0,28.0,1.0,12.9,12.9,12.9,12.9,1.0,0.0,28.0,1.0,2.24,2.24,2.24,2.24,1.0,0.0,28.0,1.0,12.7,12.7,12.7,12.7,1.0,0.0,28.0,1.0,1009.8,1009.8,1009.8,1009.8,1.0,0.0,28.0,1.0,3.0,3.0,3.0,3.0,1.0,0.0,28.0,1.0,28.9,28.9,28.9,28.9,1.0,0.0,28.0,1.0,163.9,163.9,163.9,163.9,1.0,0.0,28.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,28.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,28.0,1.0,1.32,1.32,1.32,1.32,1.0,0.0,28.0,1.0,17.1,17.1,17.1,17.1,1.0,0.0,28.0,1.0,40.3,40.3,40.3,40.3,1.0,0.0,28.0,1.0,228.7,228.7,228.7,228.7,1.0,0.0,28.0,1.0,25.9,25.9,25.9,25.9,1.0,0.0,28.0,1.0,146.6,146.6,146.6,146.6,1.0,0.0,28.0,1.0,3.0,3.0,3.0,3.0,1.0,0.0,28.0,1.0,16.8,16.8,16.8,16.8,1.0,0.0,28.0,1.0,2146.5,2146.5,2146.5,2146.5,1.0,0.0,28.0,1.0,2145.0,2145.0,2145.0,2145.0,1.0,0.0,28.0,1.0
2020,11,24251,-179.8,43.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.1,42.1,42.1,42.1,1.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,18.0,0.0,2604.0,3029.0,3454.5,3029.0,2.0,881.0,12.0,0.0,2605.0,3030.0,3455.0,3030.0,2.0,880.0,12.0,0.0
2020,11,24251,-179.7,26.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.2,33.0,33.8,31.0,3.0,4.5,8.0,0.0,7.9,12.4,14.2,11.1,3.0,4.7,8.0,0.0,99.5,159.0,213.0,156.5,4.0,72.5,8.0,0.0,100.0,160.0,215.0,155.0,4.0,70.0,8.0,0.0
2020,11,24251,-179.7,35.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3,8.0,8.0,6.7,3.0,2.3,2.0,0.3,19.4,45.0,94.4,64.2,6.0,73.8,10.0,0.2,-54.5,-23.4,2.2,-27.9,6.0,53.7,10.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,11,24251,-179.7,40.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3,7.0,7.7,7.0,2.0,1.4,22.0,0.0,82.4,176.9,243.5,163.6,4.0,99.9,18.0,0.0,-153.9,-64.4,-22.7,-87.2,4.0,94.6,18.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,11,24251,-179.6,26.2,25.48,26.0,26.0,25.75,4.0,0.5,8.0,0.0,23.5,23.5,23.76,23.63,4.0,0.25,8.0,0.0,15.0,15.0,15.01,15.01,3.0,0.0,8.0,0.0,83.8,83.8,83.8,83.8,3.0,0.0,8.0,0.0,4.58,5.4,5.96,5.28,4.0,0.9,8.0,0.0,3.48,5.02,5.72,4.62,4.0,1.46,8.0,0.0,1.53,2.34,2.86,2.2,4.0,0.91,8.0,0.0,1018.8,1019.05,1019.3,1019.05,4.0,0.29,8.0,0.0,7.0,7.5,8.0,7.5,4.0,0.6,8.0,0.0,16.4,27.3,34.2,25.4,4.0,11.3,8.0,0.0,9.1,12.9,13.1,11.2,4.0,3.7,8.0,0.0,1.71,2.5,2.5,2.13,4.0,0.75,8.0,0.0,8.2,13.5,14.9,11.7,4.0,5.2,8.0,0.0,5.87,5.87,5.87,5.87,3.0,0.0,8.0,0.0,31.0,33.5,35.5,33.3,3.0,3.2,8.0,0.0,82.6,117.9,134.5,109.0,4.0,33.8,8.0,0.0,35.9,54.9,68.0,52.1,4.0,21.9,8.0,0.0,72.0,84.3,86.4,79.3,3.0,11.4,8.0,0.0,20.2,31.8,36.2,28.3,3.0,12.1,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,11,24251,-179.6,31.9,23.0,23.0,23.0,23.0,1.0,0.0,14.0,1.0,22.0,22.0,22.0,22.0,1.0,0.0,14.0,1.0,14.85,14.85,14.85,14.85,1.0,0.0,14.0,1.0,91.2,91.2,91.2,91.2,1.0,0.0,14.0,1.0,8.2,8.2,8.2,8.2,1.0,0.0,14.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,14.0,1.0,8.2,8.2,8.2,8.2,1.0,0.0,14.0,1.0,1023.5,1023.5,1023.5,1023.5,1.0,0.0,14.0,1.0,5.0,5.0,5.0,5.0,1.0,0.0,14.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,14.0,1.0,67.2,67.2,67.2,67.2,1.0,0.0,14.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,14.0,1.0,8.2,8.2,8.2,8.2,1.0,0.0,14.0,1.0,2.48,2.48,2.48,2.48,1.0,0.0,14.0,1.0,20.3,20.3,20.3,20.3,1.0,0.0,14.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,14.0,1.0,180.4,180.4,180.4,180.4,1.0,0.0,14.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,14.0,1.0,121.8,121.8,121.8,121.8,1.0,0.0,14.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,14.0,1.0,20.3,20.3,20.3,20.3,1.0,0.0,14.0,1.0,551.5,551.5,551.5,551.5,1.0,0.0,14.0,1.0,550.0,550.0,550.0,550.0,1.0,0.0,14.0,1.0
2020,11,24251,-179.6,33.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.5,5.1,3.5,4.0,2.4,10.0,0.5,2.8,12.2,23.7,13.3,5.0,10.8,8.0,0.4,-57.2,-3.4,43.8,-6.9,5.0,97.2,8.0,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
