Year,Month,Running Month,Longitude,Latitude,S-S1,S-Median,S-S5,S-Mean,S-Observation number,S-Standard deviation,S-Mean day of the month,S-Fraction of daylight observations,A-S1,A-Median,A-S5,A-Mean,A-Observation number,A-Standard deviation,A-Mean day of the month,A-Fraction of daylight observations,Q-S1,Q-Median,Q-S5,Q-Mean,Q-Observation number,Q-Standard deviation,Q-Mean day of the month,Q-Fraction of daylight observations,R-S1,R-Median,R-S5,R-Mean,R-Observation number,R-Standard deviation,R-Mean day of the month,R-Fraction of daylight observations,W-S1,W-Median,W-S5,W-Mean,W-Observation number,W-Standard deviation,W-Mean day of the month,W-Fraction of daylight observations,U-S1,U-Median,U-S5,U-Mean,U-Observation number,U-Standard deviation,U-Mean day of the month,U-Fraction of daylight observations,V-S1,V-Median,V-S5,V-Mean,V-Observation number,V-Standard deviation,V-Mean day of the month,V-Fraction of daylight observations,P-S1,P-Median,P-S5,P-Mean,P-Observation number,P-Standard deviation,P-Mean day of the month,P-Fraction of daylight observations,C-S1,C-Median,C-S5,C-Mean,C-Observation number,C-Standard deviation,C-Mean day of the month,C-Fraction of daylight observations,X=W*U-S1,X=W*U-Median,X=W*U-S5,X=W*U-Mean,X=W*U-Observation number,X=W*U-Standard deviation,X=W*U-Mean day of the month,X=W*U-Fraction of daylight observations,Y=W*V-S1,Y=W*V-Median,Y=W*V-S5,Y=W*V-Mean,Y=W*V-Observation number,Y=W*V-Standard deviation,Y=W*V-Mean day of the month,Y=W*V-Fraction of daylight observations,D=S-A-S1,D=S-A-Median,D=S-A-S5,D=S-A-Mean,D=S-A-Observation number,D=S-A-Standard deviation,D=S-A-Mean day of the month,D=S-A-Fraction of daylight observations,E=(S-A)*W-S1,E=(S-A)*W-Median,E=(S-A)*W-S5,E=(S-A)*W-Mean,E=(S-A)*W-Observation number,E=(S-A)*W-Standard deviation,E=(S-A)*W-Mean day of the month,E=(S-A)*W-Fraction of daylight observations,F=QS-Q-S1,F=QS-Q-Median,F=QS-Q-S5,F=QS-Q-Mean,F=QS-Q-Observation number,F=QS-Q-Standard deviation,F=QS-Q-Mean day of the month,F=QS-Q-Fraction of daylight observations,G=(QS-Q)*W-S1,G=(QS-Q)*W-Median,G=(QS-Q)*W-S5,G=(QS-Q)*W-Mean,G=(QS-Q)*W-Observation number,G=(QS-Q)*W-Standard deviation,G=(QS-Q)*W-Mean day of the month,G=(QS-Q)*W-Fraction of daylight observations,I=U*A-S1,I=U*A-Median,I=U*A-S5,I=U*A-Mean,I=U*A-Observation number,I=U*A-Standard deviation,I=U*A-Mean day of the month,I=U*A-Fraction of daylight observations,J=V*A-S1,J=V*A-Median,J=V*A-S5,J=V*A-Mean,J=V*A-Observation number,J=V*A-Standard deviation,J=V*A-Mean day of the month,J=V*A-Fraction of daylight observations,K=U*Q-S1,K=U*Q-Median,K=U*Q-S5,K=U*Q-Mean,K=U*Q-Observation number,K=U*Q-Standard deviation,K=U*Q-Mean day of the month,K=U*Q-Fraction of daylight observations,L=V*Q-S1,L=V*Q-Median,L=V*Q-S5,L=V*Q-Mean,L=V*Q-Observation number,L=V*Q-Standard deviation,L=V*Q-Mean day of the month,L=V*Q-Fraction of daylight observations,M=(QS-Q)*U-S1,M=(QS-Q)*U-Median,M=(QS-Q)*U-S5,M=(QS-Q)*U-Mean,M=(QS-Q)*U-Observation number,M=(QS-Q)*U-Standard deviation,M=(QS-Q)*U-Mean day of the month,M=(QS-Q)*U-Fraction of daylight observations,N=(QS-Q)*V-S1,N=(QS-Q)*V-Median,N=(QS-Q)*V-S5,N=(QS-Q)*V-Mean,N=(QS-Q)*V-Observation number,N=(QS-Q)*V-Standard deviation,N=(QS-Q)*V-Mean day of the month,N=(QS-Q)*V-Fraction of daylight observations,B1=W*W*W-S1,B1=W*W*W-Median,B1=W*W*W-S5,B1=W*W*W-Mean,B1=W*W*W-Observation number,B1=W*W*W-Standard deviation,B1=W*W*W-Mean day of the month,B1=W*W*W-Fraction of daylight observations,B2=W*W*W-S1,B2=W*W*W-Median,B2=W*W*W-S5,B2=W*W*W-Mean,B2=W*W*W-Observation number,B2=W*W*W-Standard deviation,B2=W*W*W-Mean day of the month,B2=W*W*W-Fraction of daylight observations
2007,11,24095,-179.9,36.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.5,50.0,50.0,34.1,3.0,27.5,8.0,0.3,-86.6,-86.6,-31.8,-59.9,3.0,46.3,8.0,0.3,452.5,2685.5,6150.0,4268.5,7.0,4201.0,14.0,0.1,455.0,2685.0,6150.0,4270.0,7.0,4200.0,14.0,0.1
2007,11,24095,-179.8,-37.1,16.0,16.0,16.0,16.0,1.0,0.0,22.0,1.0,17.5,17.5,17.5,17.5,1.0,0.0,22.0,1.0,9.47,9.47,9.47,9.47,1.0,0.0,22.0,1.0,76.9,76.9,76.9,76.9,1.0,0.0,22.0,1.0,11.0,11.0,11.0,11.0,1.0,0.0,22.0,1.0,8.43,8.43,8.43,8.43,1.0,0.0,22.0,1.0,-7.07,-7.07,-7.07,-7.07,1.0,0.0,22.0,1.0,1019.0,1019.0,1019.0,1019.0,1.0,0.0,22.0,1.0,2.0,2.0,2.0,2.0,1.0,0.0,22.0,1.0,92.7,92.7,92.7,92.7,1.0,0.0,22.0,1.0,-77.8,-77.8,-77.8,-77.8,1.0,0.0,22.0,1.0,-1.5,-1.5,-1.5,-1.5,1.0,0.0,22.0,1.0,-16.5,-16.5,-16.5,-16.5,1.0,0.0,22.0,1.0,1.74,1.74,1.74,1.74,1.0,0.0,22.0,1.0,19.2,19.2,19.2,19.2,1.0,0.0,22.0,1.0,147.5,147.5,147.5,147.5,1.0,0.0,22.0,1.0,-123.7,-123.7,-123.7,-123.7,1.0,0.0,22.0,1.0,79.8,79.8,79.8,79.8,1.0,0.0,22.0,1.0,-67.0,-67.0,-67.0,-67.0,1.0,0.0,22.0,1.0,14.7,14.7,14.7,14.7,1.0,0.0,22.0,1.0,-12.3,-12.3,-12.3,-12.3,1.0,0.0,22.0,1.0,1331.0,1331.0,1331.0,1331.0,1.0,0.0,22.0,1.0,1330.0,1330.0,1330.0,1330.0,1.0,0.0,22.0,1.0
2007,11,24095,-179.8,-17.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,10.0,10.0,10.0,1.0,0.0,20.0,0.0,-10.0,-10.0,-10.0,-10.0,1.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,20.0,0.0,1011.0,1011.0,1011.0,1011.0,1.0,0.0,20.0,0.0,8.0,8.0,8.0,8.0,1.0,0.0,20.0,0.0,-100.0,-100.0,-100.0,-100.0,1.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,20.0,0.0,0.6,0.6,0.6,0.6,1.0,0.0,20.0,0.0,6.0,6.0,6.0,6.0,1.0,0.0,20.0,0.0,3.39,3.39,3.39,3.39,1.0,0.0,20.0,0.0,33.9,33.9,33.9,33.9,1.0,0.0,20.0,0.0,-260.0,-260.0,-260.0,-260.0,1.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,20.0,0.0,-184.2,-184.2,-184.2,-184.2,1.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,20.0,0.0,-33.9,-33.9,-33.9,-33.9,1.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,20.0,0.0,1000.0,1000.0,1000.0,1000.0,1.0,0.0,20.0,0.0,1000.0,1000.0,1000.0,1000.0,1.0,0.0,20.0,0.0
2007,11,24095,-179.8,-17.2,27.23,28.6,29.01,28.13,3.0,1.36,20.0,0.3,26.0,26.0,26.0,26.0,1.0,0.0,20.0,0.0,18.42,18.42,18.42,18.42,1.0,0.0,20.0,0.0,87.7,87.7,87.7,87.7,1.0,0.0,20.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,11,24095,-179.8,16.2,27.0,27.0,27.0,27.0,1.0,0.0,30.0,0.0,25.53,25.6,25.67,25.6,2.0,0.14,22.0,0.0,17.05,17.05,17.05,17.05,1.0,0.0,30.0,0.0,84.0,84.0,84.0,84.0,1.0,0.0,30.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,1.5,1.5,1.5,1.0,0.0,30.0,0.0,8.6,8.6,8.6,8.6,1.0,0.0,30.0,0.0,5.2,5.2,5.2,5.2,1.0,0.0,30.0,0.0,29.6,29.6,29.6,29.6,1.0,0.0,30.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.8,-14.8,-14.8,-14.8,1.0,0.0,30.0,0.0,-25.7,-25.7,-25.7,-25.7,1.0,0.0,30.0,0.0,591.5,1464.5,2338.0,1464.5,2.0,1809.5,22.0,0.0,590.0,1465.0,2340.0,1465.0,2.0,1810.0,22.0,0.0
2007,11,24095,-179.8,24.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,8.0,8.0,8.0,1.0,0.0,22.0,0.0,-8.0,-8.0,-8.0,-8.0,1.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,22.0,0.0,1017.4,1017.4,1017.4,1017.4,1.0,0.0,22.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,22.0,0.0,-64.0,-64.0,-64.0,-64.0,1.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,22.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-202.4,-202.4,-202.4,-202.4,1.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,22.0,0.0,-112.3,-112.3,-112.3,-112.3,1.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,22.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,11,24095,-179.8,27.3,25.6,25.6,25.6,25.6,1.0,0.0,28.0,0.0,24.5,24.5,24.5,24.5,1.0,0.0,28.0,0.0,12.67,12.67,12.67,12.67,1.0,0.0,28.0,0.0,66.3,66.3,66.3,66.3,1.0,0.0,28.0,0.0,8.0,8.0,8.0,8.0,1.0,0.0,28.0,0.0,-2.74,-2.74,-2.74,-2.74,1.0,0.0,28.0,0.0,7.52,7.52,7.52,7.52,1.0,0.0,28.0,0.0,1012.0,1012.0,1012.0,1012.0,1.0,0.0,28.0,0.0,6.0,6.0,6.0,6.0,1.0,0.0,28.0,0.0,-21.9,-21.9,-21.9,-21.9,1.0,0.0,28.0,0.0,60.1,60.1,60.1,60.1,1.0,0.0,28.0,0.0,1.1,1.1,1.1,1.1,1.0,0.0,28.0,0.0,8.8,8.8,8.8,8.8,1.0,0.0,28.0,0.0,7.85,7.85,7.85,7.85,1.0,0.0,28.0,0.0,62.8,62.8,62.8,62.8,1.0,0.0,28.0,0.0,-67.0,-67.0,-67.0,-67.0,1.0,0.0,28.0,0.0,184.2,184.2,184.2,184.2,1.0,0.0,28.0,0.0,-34.7,-34.7,-34.7,-34.7,1.0,0.0,28.0,0.0,95.3,95.3,95.3,95.3,1.0,0.0,28.0,0.0,-21.5,-21.5,-21.5,-21.5,1.0,0.0,28.0,0.0,59.0,59.0,59.0,59.0,1.0,0.0,28.0,0.0,512.0,512.0,512.0,512.0,1.0,0.0,28.0,0.0,510.0,510.0,510.0,510.0,1.0,0.0,28.0,0.0
2007,11,24095,-179.8,38.7,16.2,16.2,16.2,16.2,1.0,0.0,26.0,0.0,9.9,9.9,9.9,9.9,1.0,0.0,26.0,0.0,4.76,4.76,4.76,4.76,1.0,0.0,26.0,0.0,62.2,62.2,62.2,62.2,1.0,0.0,26.0,0.0,15.4,15.4,15.4,15.4,1.0,0.0,26.0,0.0,14.47,14.47,14.47,14.47,1.0,0.0,26.0,0.0,-5.27,-5.27,-5.27,-5.27,1.0,0.0,26.0,0.0,998.5,998.5,998.5,998.5,1.0,0.0,26.0,0.0,8.0,8.0,8.0,8.0,1.0,0.0,26.0,0.0,222.9,222.9,222.9,222.9,1.0,0.0,26.0,0.0,-81.1,-81.1,-81.1,-81.1,1.0,0.0,26.0,0.0,6.3,6.3,6.3,6.3,1.0,0.0,26.0,0.0,97.0,97.0,97.0,97.0,1.0,0.0,26.0,0.0,6.84,6.84,6.84,6.84,1.0,0.0,26.0,0.0,105.4,105.4,105.4,105.4,1.0,0.0,26.0,0.0,143.3,143.3,143.3,143.3,1.0,0.0,26.0,0.0,-52.1,-52.1,-52.1,-52.1,1.0,0.0,26.0,0.0,68.8,68.8,68.8,68.8,1.0,0.0,26.0,0.0,-25.0,-25.0,-25.0,-25.0,1.0,0.0,26.0,0.0,99.0,99.0,99.0,99.0,1.0,0.0,26.0,0.0,-36.0,-36.0,-36.0,-36.0,1.0,0.0,26.0,0.0,3652.5,3652.5,3652.5,3652.5,1.0,0.0,26.0,0.0,3650.0,3650.0,3650.0,3650.0,1.0,0.0,26.0,0.0
2007,11,24095,-179.8,51.3,3.0,3.0,3.0,3.0,1.0,0.0,4.0,0.0,2.0,2.2,3.43,2.7,3.0,1.14,10.0,0.0,2.72,2.87,3.92,3.31,3.0,0.96,10.0,0.0,61.9,66.4,80.3,71.0,3.0,14.1,10.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,5.0,5.0,5.0,1.0,0.0,4.0,0.0,-27.7,-16.7,59.3,15.0,3.0,69.4,10.0,0.0,-93.2,-90.2,-17.3,-56.1,3.0,63.0,10.0,0.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,4.0,0.0,-9.8,-9.8,-9.8,-9.8,1.0,0.0,4.0,0.0,0.33,0.33,0.33,0.33,1.0,0.0,4.0,0.0,3.2,3.2,3.2,3.2,1.0,0.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1,3.1,3.1,3.1,1.0,0.0,4.0,0.0,0.6,0.6,0.6,0.6,1.0,0.0,4.0,0.0,941.0,941.0,941.0,941.0,3.0,0.0,10.0,0.0,940.0,940.0,940.0,940.0,3.0,0.0,10.0,0.0
2007,11,24095,-179.7,34.6,20.69,22.0,23.0,21.75,6.0,1.33,10.0,0.3,17.0,18.0,19.05,18.21,7.0,1.07,10.0,0.3,7.6,10.65,11.71,10.12,7.0,2.19,10.0,0.3,63.4,81.6,91.0,77.9,7.0,13.8,10.0,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,5.0,3.33,6.0,1.4,10.0,0.3,12.6,30.9,67.0,36.8,6.0,25.4,10.0,0.3,5.11,5.85,6.55,5.63,6.0,1.28,10.0,0.3,20.1,76.5,83.5,62.4,6.0,34.4,10.0,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.4,25.2,53.3,24.9,6.0,33.8,10.0,0.3,-60.1,-11.1,37.1,-3.2,6.0,63.0,10.0,0.3,229.0,1331.0,2483.0,1627.0,7.0,1409.5,10.0,0.3,230.0,1330.0,2485.0,1625.0,7.0,1410.0,10.0,0.3
