Year,Month,Longitude,Latitude,Ss1,Ss3,Ss5,Sm,Sn,Ss,Sd,Sht,As1,As3,As5,Am,An,As,Ad,Aht,Qs1,Qs3,Qs5,Qm,Qn,Qs,Qd,Qht,Rs1,Rs3,Rs5,Rm,Rn,Rs,Rd,Rht,Ws1,Ws3,Ws5,Wm,Wn,Ws,Wd,Wht,Us1,Us3,Us5,Um,Un,Us,Ud,Uht,Vs1,Vs3,Vs5,Vm,Vn,Vs,Vd,Vht,Ps1,Ps3,Ps5,Pm,Pn,Ps,Pd,Pht,Cs1,Cs3,Cs5,Cm,Cn,Cs,Cd,Cht,Xs1,Xs3,Xs5,Xm,Xn,Xs,Xd,Xht,Ys1,Ys3,Ys5,Ym,Yn,Ys,Yd,Yht,Is1,Is3,Is5,Im,In,Is,Id,Iht,Js1,Js3,Js5,Jm,Jn,Js,Jd,Jht,Ks1,Ks3,Ks5,Km,Kn,Ks,Kd,Kht,Ls1,Ls3,Ls5,Lm,Ln,Ls,Ld,Lht,Ms1,Ms3,Ms5,Mm,Mn,Ms,Md,Mht,Ns1,Ns3,Ns5,Nm,Nn,Ns,Nd,Nht,B1s1,B1s3,B1s5,B1m,B1n,B1s,B1d,B1ht,B2s1,B2s3,B2s5,B2m,B2n,B2s,B2d,B2ht
1820,1,-27.100000000000023,16.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,12.3,12.3,12.3,1,0.0,22,1.0,-10.08,-10.08,-10.08,-10.08,1,0.0,22,1.0,-7.05,-7.05,-7.05,-7.05,1,0.0,22,1.0,1010.23,1010.5,1010.77,1010.5,2,0.57,22,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1820,1,-25.80000000000001,12.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.7,6.7,6.7,6.7,1,0.0,24,1.0,-5.42,-5.42,-5.42,-5.42,1,0.0,24,1.0,-3.94,-3.94,-3.94,-3.94,1,0.0,24,1.0,1008.5,1009.8,1010.14,1009.33,3,1.27,24,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1820,1,-25.69999999999999,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.7,6.7,6.7,6.7,1,0.0,24,1.0,-5.35,-5.35,-5.35,-5.35,1,0.0,24,1.0,-4.03,-4.03,-4.03,-4.03,1,0.0,24,1.0,1010.1,1010.1,1010.1,1010.1,1,0.0,24,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1820,1,-25.69999999999999,18.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.3,9.3,9.3,9.3,1,0.0,24,1.0,-7.43,-7.43,-7.43,-7.43,1,0.0,24,1.0,-5.6,-5.6,-5.6,-5.6,1,0.0,24,1.0,1011.98,1012.15,1012.32,1012.15,2,0.35,22,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1820,1,-25.5,16.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.9,4.9,4.9,4.9,1,0.0,22,1.0,-1.6,-1.6,-1.6,-1.6,1,0.0,22,1.0,-4.63,-4.63,-4.63,-4.63,1,0.0,22,1.0,1020.2,1020.2,1020.2,1020.2,1,0.0,22,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1820,1,-24.0,18.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,12.3,12.3,12.3,1,0.0,22,1.0,-5.96,-5.96,-5.96,-5.96,1,0.0,22,1.0,-10.76,-10.76,-10.76,-10.76,1,0.0,22,1.0,1011.2,1011.2,1011.2,1011.2,1,0.0,22,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1820,1,-23.899999999999977,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.82,8.45,11.08,8.45,2,5.44,24,1.0,-9.63,-6.36,-3.09,-6.36,2,6.77,24,1.0,-5.06,-4.76,-4.46,-4.76,2,0.62,24,1.0,1008.0,1008.2,1008.4,1008.2,2,0.42,24,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1820,1,-23.600000000000023,20.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.33,4.9,9.95,6.6,3,5.07,22,1.0,-7.28,-2.38,-2.13,-4.65,3,4.25,22,1.0,-6.64,-4.29,-2.48,-4.55,3,3.06,22,1.0,1013.83,1014.1,1022.22,1017.93,3,6.99,22,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1820,1,-23.30000000000001,24.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.3,9.3,9.3,9.3,1,0.0,22,1.0,-4.37,-4.37,-4.37,-4.37,1,0.0,22,1.0,-8.21,-8.21,-8.21,-8.21,1,0.0,22,1.0,1015.5,1015.5,1015.5,1015.5,1,0.0,22,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1820,1,-21.80000000000001,20.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.63,9.0,13.37,9.0,2,9.05,20,1.0,-13.22,-8.54,-3.85,-8.54,2,9.71,20,1.0,-1.68,-1.0,-0.32,-1.0,2,1.41,20,1.0,1011.1,1011.1,1011.1,1011.1,1,0.0,20,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1820,1,-21.69999999999999,22.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,6.7,6.7,4.93,7,3.04,20,0.6,-6.17,-5.55,-0.61,-4.21,7,2.71,20,0.6,-2.62,0.0,2.67,0.14,7,3.08,20,0.6,1011.07,1012.75,1018.62,1014.75,4,5.73,18,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1820,1,-21.399999999999977,24.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.71,8.0,9.3,6.58,4,3.91,16,1.0,-0.04,2.05,5.77,2.83,4,3.7,16,1.0,2.93,5.94,7.67,5.33,4,3.28,16,1.0,1007.39,1013.9,1021.72,1014.53,4,8.31,16,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
