Year,Month,Running Month,Longitude,Latitude,S-S1,S-Median,S-S5,S-Mean,S-Observation number,S-Standard deviation,S-Mean day of the month,S-Fraction of daylight observations,A-S1,A-Median,A-S5,A-Mean,A-Observation number,A-Standard deviation,A-Mean day of the month,A-Fraction of daylight observations,Q-S1,Q-Median,Q-S5,Q-Mean,Q-Observation number,Q-Standard deviation,Q-Mean day of the month,Q-Fraction of daylight observations,R-S1_x,R-Median_x,R-S5_x,R-Mean_x,R-Observation number_x,R-Standard deviation_x,R-Mean day of the month_x,R-Fraction of daylight observations_x,W-S1,W-Median,W-S5,W-Mean,W-Observation number,W-Standard deviation,W-Mean day of the month,W-Fraction of daylight observations,U-S1,U-Median,U-S5,U-Mean,U-Observation number,U-Standard deviation,U-Mean day of the month,U-Fraction of daylight observations,V-S1,V-Median,V-S5,V-Mean,V-Observation number,V-Standard deviation,V-Mean day of the month,V-Fraction of daylight observations,P-S1,P-Median,P-S5,P-Mean,P-Observation number,P-Standard deviation,P-Mean day of the month,P-Fraction of daylight observations,C-S1,C-Median,C-S5,C-Mean,C-Observation number,C-Standard deviation,C-Mean day of the month,C-Fraction of daylight observations,R-S1_y,R-Median_y,R-S5_y,R-Mean_y,R-Observation number_y,R-Standard deviation_y,R-Mean day of the month_y,R-Fraction of daylight observations_y,X=W*U-S1,X=W*U-Median,X=W*U-S5,X=W*U-Mean,X=W*U-Observation number,X=W*U-Standard deviation,X=W*U-Mean day of the month,X=W*U-Fraction of daylight observations,Y=W*V-S1,Y=W*V-Median,Y=W*V-S5,Y=W*V-Mean,Y=W*V-Observation number,Y=W*V-Standard deviation,Y=W*V-Mean day of the month,Y=W*V-Fraction of daylight observations,I=U*A-S1,I=U*A-Median,I=U*A-S5,I=U*A-Mean,I=U*A-Observation number,I=U*A-Standard deviation,I=U*A-Mean day of the month,I=U*A-Fraction of daylight observations,J=V*A-S1,J=V*A-Median,J=V*A-S5,J=V*A-Mean,J=V*A-Observation number,J=V*A-Standard deviation,J=V*A-Mean day of the month,J=V*A-Fraction of daylight observations,K=U*Q-S1,K=U*Q-Median,K=U*Q-S5,K=U*Q-Mean,K=U*Q-Observation number,K=U*Q-Standard deviation,K=U*Q-Mean day of the month,K=U*Q-Fraction of daylight observations,L=V*Q-S1,L=V*Q-Median,L=V*Q-S5,L=V*Q-Mean,L=V*Q-Observation number,L=V*Q-Standard deviation,L=V*Q-Mean day of the month,L=V*Q-Fraction of daylight observations,M=(QS-Q)*U-S1,M=(QS-Q)*U-Median,M=(QS-Q)*U-S5,M=(QS-Q)*U-Mean,M=(QS-Q)*U-Observation number,M=(QS-Q)*U-Standard deviation,M=(QS-Q)*U-Mean day of the month,M=(QS-Q)*U-Fraction of daylight observations,N=(QS-Q)*V-S1,N=(QS-Q)*V-Median,N=(QS-Q)*V-S5,N=(QS-Q)*V-Mean,N=(QS-Q)*V-Observation number,N=(QS-Q)*V-Standard deviation,N=(QS-Q)*V-Mean day of the month,N=(QS-Q)*V-Fraction of daylight observations,B1=W*W*W-S1,B1=W*W*W-Median,B1=W*W*W-S5,B1=W*W*W-Mean,B1=W*W*W-Observation number,B1=W*W*W-Standard deviation,B1=W*W*W-Mean day of the month,B1=W*W*W-Fraction of daylight observations,B2=W*W*W-S1,B2=W*W*W-Median,B2=W*W*W-S5,B2=W*W*W-Mean,B2=W*W*W-Observation number,B2=W*W*W-Standard deviation,B2=W*W*W-Mean day of the month,B2=W*W*W-Fraction of daylight observations,D=S-A-S1,D=S-A-Median,D=S-A-S5,D=S-A-Mean,D=S-A-Observation number,D=S-A-Standard deviation,D=S-A-Mean day of the month,D=S-A-Fraction of daylight observations,E=(S-A)*W-S1,E=(S-A)*W-Median,E=(S-A)*W-S5,E=(S-A)*W-Mean,E=(S-A)*W-Observation number,E=(S-A)*W-Standard deviation,E=(S-A)*W-Mean day of the month,E=(S-A)*W-Fraction of daylight observations,F=QS-Q-S1,F=QS-Q-Median,F=QS-Q-S5,F=QS-Q-Mean,F=QS-Q-Observation number,F=QS-Q-Standard deviation,F=QS-Q-Mean day of the month,F=QS-Q-Fraction of daylight observations,G=(QS-Q)*W-S1,G=(QS-Q)*W-Median,G=(QS-Q)*W-S5,G=(QS-Q)*W-Mean,G=(QS-Q)*W-Observation number,G=(QS-Q)*W-Standard deviation,G=(QS-Q)*W-Mean day of the month,G=(QS-Q)*W-Fraction of daylight observations
1932,2,23186,-179.9,-29.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,2.0,0.0,12.0,0.0,77.9,78.0,78.2,78.0,2.0,0.3,12.0,0.0,4.0,10.9,17.9,10.9,2.0,14.5,12.0,0.0,-0.6,-0.4,-0.1,-0.4,2.0,0.5,12.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,2,23186,-179.8,-9.1,30.6,30.6,30.6,30.6,1.0,0.0,2.0,0.0,27.2,27.2,27.2,27.2,1.0,0.0,2.0,0.0,19.01,19.01,19.01,19.01,1.0,0.0,2.0,0.0,83.7,83.7,83.7,83.7,1.0,0.0,2.0,0.0,6.7,6.7,6.7,6.7,1.0,0.0,2.0,0.0,-2.62,-2.62,-2.62,-2.62,1.0,0.0,2.0,0.0,-6.17,-6.17,-6.17,-6.17,1.0,0.0,2.0,0.0,1004.1,1004.1,1004.1,1004.1,1.0,0.0,2.0,0.0,5.0,5.0,5.0,5.0,1.0,0.0,2.0,0.0,83.7,83.7,83.7,83.7,1.0,0.0,2.0,0.0,-17.5,-17.5,-17.5,-17.5,1.0,0.0,2.0,0.0,-41.3,-41.3,-41.3,-41.3,1.0,0.0,2.0,0.0,-71.2,-71.2,-71.2,-71.2,1.0,0.0,2.0,0.0,-167.8,-167.8,-167.8,-167.8,1.0,0.0,2.0,0.0,-49.8,-49.8,-49.8,-49.8,1.0,0.0,2.0,0.0,-117.2,-117.2,-117.2,-117.2,1.0,0.0,2.0,0.0,-23.1,-23.1,-23.1,-23.1,1.0,0.0,2.0,0.0,-54.3,-54.3,-54.3,-54.3,1.0,0.0,2.0,0.0,301.0,301.0,301.0,301.0,1.0,0.0,2.0,0.0,300.0,300.0,300.0,300.0,1.0,0.0,2.0,0.0,3.4,3.4,3.4,3.4,1.0,0.0,2.0,0.0,22.8,22.8,22.8,22.8,1.0,0.0,2.0,0.0,8.81,8.81,8.81,8.81,1.0,0.0,2.0,0.0,59.0,59.0,59.0,59.0,1.0,0.0,2.0,0.0
1932,2,23186,-179.8,48.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.3,-4.0,0.3,-4.0,2.0,8.8,14.0,0.0,-4.7,-2.8,-0.9,-2.8,2.0,3.9,14.0,0.0,97.5,804.5,3652.5,1795.5,12.0,2155.0,12.0,0.1,95.0,805.0,3650.0,1795.0,12.0,2155.0,12.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,2,23186,-179.7,-45.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,22.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,22.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,22.0,1.0,1014.69,1016.6,1018.41,1016.55,4.0,2.16,14.0,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,22.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,22.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,22.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,22.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,22.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,22.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,22.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,22.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,2,23186,-179.7,-41.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.4,8.0,8.0,7.3,4.0,1.5,16.0,0.8,72.5,77.6,84.8,78.2,7.0,5.3,18.0,0.7,-56.7,-56.7,31.7,-29.7,7.0,42.2,18.0,0.7,30.2,140.3,140.3,89.2,7.0,64.5,18.0,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,2,23186,-179.7,-25.2,26.1,26.1,26.1,26.1,3.0,0.0,28.0,1.0,26.46,28.3,28.3,27.4,3.0,1.56,28.0,1.0,14.59,14.92,14.98,14.79,3.0,0.3,28.0,1.0,62.4,62.6,68.2,65.2,3.0,4.8,28.0,1.0,4.6,4.6,4.6,4.6,3.0,0.0,28.0,1.0,-4.17,-3.25,-3.25,-3.7,3.0,0.78,28.0,1.0,-3.25,-3.25,-1.03,-2.17,3.0,1.88,28.0,1.0,1012.7,1012.7,1013.31,1013.0,3.0,0.52,28.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-109.6,-92.1,-92.1,-100.6,3.0,14.8,28.0,1.0,-92.1,-92.1,-29.2,-61.4,3.0,53.1,28.0,1.0,-60.8,-48.8,-48.6,-54.6,3.0,10.3,28.0,1.0,-48.7,-48.5,-15.4,-32.4,3.0,28.1,28.0,1.0,-27.4,-20.2,-20.0,-23.6,3.0,6.1,28.0,1.0,-20.1,-19.9,-6.3,-13.4,3.0,11.6,28.0,1.0,97.5,97.5,97.5,97.5,3.0,0.0,28.0,1.0,95.0,95.0,95.0,95.0,3.0,0.0,28.0,1.0,-2.2,-2.2,-0.36,-1.3,3.0,1.56,28.0,1.0,-10.1,-10.1,-1.6,-6.0,3.0,7.2,28.0,1.0,6.16,6.22,6.53,6.34,3.0,0.29,28.0,1.0,28.3,28.6,30.0,29.2,3.0,1.3,28.0,1.0
1932,2,23186,-179.7,18.5,25.0,25.0,25.0,25.0,1.0,0.0,2.0,0.0,24.4,24.4,24.4,24.4,1.0,0.0,2.0,0.0,15.79,15.79,15.79,15.79,1.0,0.0,2.0,0.0,82.9,82.9,82.9,82.9,1.0,0.0,2.0,0.0,2.6,2.6,2.6,2.6,1.0,0.0,2.0,0.0,-1.84,-1.84,-1.84,-1.84,1.0,0.0,2.0,0.0,1.84,1.84,1.84,1.84,1.0,0.0,2.0,0.0,1011.8,1011.8,1011.8,1011.8,1.0,0.0,2.0,0.0,4.0,4.0,4.0,4.0,1.0,0.0,2.0,0.0,82.9,82.9,82.9,82.9,1.0,0.0,2.0,0.0,-4.8,-4.8,-4.8,-4.8,1.0,0.0,2.0,0.0,4.8,4.8,4.8,4.8,1.0,0.0,2.0,0.0,-44.9,-44.9,-44.9,-44.9,1.0,0.0,2.0,0.0,44.9,44.9,44.9,44.9,1.0,0.0,2.0,0.0,-29.0,-29.0,-29.0,-29.0,1.0,0.0,2.0,0.0,29.0,29.0,29.0,29.0,1.0,0.0,2.0,0.0,-7.4,-7.4,-7.4,-7.4,1.0,0.0,2.0,0.0,7.4,7.4,7.4,7.4,1.0,0.0,2.0,0.0,17.5,17.5,17.5,17.5,1.0,0.0,2.0,0.0,20.0,20.0,20.0,20.0,1.0,0.0,2.0,0.0,0.6,0.6,0.6,0.6,1.0,0.0,2.0,0.0,1.6,1.6,1.6,1.6,1.0,0.0,2.0,0.0,4.01,4.01,4.01,4.01,1.0,0.0,2.0,0.0,10.4,10.4,10.4,10.4,1.0,0.0,2.0,0.0
1932,2,23186,-179.7,24.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.0,4.8,27.4,9.4,5.0,26.2,12.0,0.2,-69.5,-49.7,5.2,-38.2,5.0,44.6,12.0,0.2,17.5,301.0,1467.0,634.0,10.0,735.5,12.0,0.2,20.0,300.0,1465.0,635.0,10.0,735.0,12.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,2,23186,-179.7,38.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,5.4,5.4,5.4,5.4,1.0,0.0,6.0,0.0,93.5,804.5,1861.0,972.0,7.0,868.5,8.0,0.3,95.0,805.0,1860.0,970.0,7.0,870.0,8.0,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,2,23186,-179.6,-41.7,16.1,16.7,17.82,17.07,7.0,0.89,18.0,0.7,15.0,15.6,18.3,16.36,7.0,1.44,18.0,0.7,7.66,8.54,11.07,9.11,7.0,1.47,18.0,0.7,72.5,77.6,84.8,78.2,7.0,5.3,18.0,0.7,6.7,12.3,12.3,9.9,7.0,2.99,18.0,0.7,-4.71,-4.61,4.74,-2.24,7.0,4.83,18.0,0.7,4.51,11.4,11.4,7.87,7.0,4.68,18.0,0.7,1010.4,1011.7,1012.9,1011.76,7.0,1.05,18.0,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.8,-69.1,86.7,-31.5,7.0,82.2,18.0,0.7,82.6,171.1,177.9,124.5,7.0,68.8,18.0,0.7,-40.4,-35.3,52.5,-15.1,7.0,47.1,18.0,0.7,49.9,86.8,96.8,67.7,7.0,35.4,18.0,0.7,-19.7,-13.4,7.2,-10.9,7.0,13.2,18.0,0.7,6.9,32.4,47.4,25.1,7.0,20.0,18.0,0.7,301.0,1861.0,1861.0,1192.5,7.0,834.0,18.0,0.7,300.0,1860.0,1860.0,1190.0,7.0,835.0,18.0,0.7,-0.5,0.5,1.7,0.71,7.0,0.98,18.0,0.7,-3.3,6.2,20.9,8.3,7.0,10.0,18.0,0.7,1.59,2.9,4.16,3.01,7.0,1.13,18.0,0.7,10.6,35.0,51.1,31.4,7.0,17.0,18.0,0.7
