Year,Month,Running Month,Longitude,Latitude,D=S-A-S1,D=S-A-Median,D=S-A-S5,D=S-A-Mean,D=S-A-Observation number,D=S-A-Standard deviation,D=S-A-Mean day of the month,D=S-A-Fraction of daylight observations,E=(S-A)*W-S1,E=(S-A)*W-Median,E=(S-A)*W-S5,E=(S-A)*W-Mean,E=(S-A)*W-Observation number,E=(S-A)*W-Standard deviation,E=(S-A)*W-Mean day of the month,E=(S-A)*W-Fraction of daylight observations,F=QS-Q-S1,F=QS-Q-Median,F=QS-Q-S5,F=QS-Q-Mean,F=QS-Q-Observation number,F=QS-Q-Standard deviation,F=QS-Q-Mean day of the month,F=QS-Q-Fraction of daylight observations,G=(QS-Q)*W-S1,G=(QS-Q)*W-Median,G=(QS-Q)*W-S5,G=(QS-Q)*W-Mean,G=(QS-Q)*W-Observation number,G=(QS-Q)*W-Standard deviation,G=(QS-Q)*W-Mean day of the month,G=(QS-Q)*W-Fraction of daylight observations,S-S1,S-Median,S-S5,S-Mean,S-Observation number,S-Standard deviation,S-Mean day of the month,S-Fraction of daylight observations,A-S1,A-Median,A-S5,A-Mean,A-Observation number,A-Standard deviation,A-Mean day of the month,A-Fraction of daylight observations,Q-S1,Q-Median,Q-S5,Q-Mean,Q-Observation number,Q-Standard deviation,Q-Mean day of the month,Q-Fraction of daylight observations,R-S1_x,R-Median_x,R-S5_x,R-Mean_x,R-Observation number_x,R-Standard deviation_x,R-Mean day of the month_x,R-Fraction of daylight observations_x,W-S1,W-Median,W-S5,W-Mean,W-Observation number,W-Standard deviation,W-Mean day of the month,W-Fraction of daylight observations,U-S1,U-Median,U-S5,U-Mean,U-Observation number,U-Standard deviation,U-Mean day of the month,U-Fraction of daylight observations,V-S1,V-Median,V-S5,V-Mean,V-Observation number,V-Standard deviation,V-Mean day of the month,V-Fraction of daylight observations,P-S1,P-Median,P-S5,P-Mean,P-Observation number,P-Standard deviation,P-Mean day of the month,P-Fraction of daylight observations,C-S1,C-Median,C-S5,C-Mean,C-Observation number,C-Standard deviation,C-Mean day of the month,C-Fraction of daylight observations,R-S1_y,R-Median_y,R-S5_y,R-Mean_y,R-Observation number_y,R-Standard deviation_y,R-Mean day of the month_y,R-Fraction of daylight observations_y,X=W*U-S1,X=W*U-Median,X=W*U-S5,X=W*U-Mean,X=W*U-Observation number,X=W*U-Standard deviation,X=W*U-Mean day of the month,X=W*U-Fraction of daylight observations,Y=W*V-S1,Y=W*V-Median,Y=W*V-S5,Y=W*V-Mean,Y=W*V-Observation number,Y=W*V-Standard deviation,Y=W*V-Mean day of the month,Y=W*V-Fraction of daylight observations,I=U*A-S1,I=U*A-Median,I=U*A-S5,I=U*A-Mean,I=U*A-Observation number,I=U*A-Standard deviation,I=U*A-Mean day of the month,I=U*A-Fraction of daylight observations,J=V*A-S1,J=V*A-Median,J=V*A-S5,J=V*A-Mean,J=V*A-Observation number,J=V*A-Standard deviation,J=V*A-Mean day of the month,J=V*A-Fraction of daylight observations,K=U*Q-S1,K=U*Q-Median,K=U*Q-S5,K=U*Q-Mean,K=U*Q-Observation number,K=U*Q-Standard deviation,K=U*Q-Mean day of the month,K=U*Q-Fraction of daylight observations,L=V*Q-S1,L=V*Q-Median,L=V*Q-S5,L=V*Q-Mean,L=V*Q-Observation number,L=V*Q-Standard deviation,L=V*Q-Mean day of the month,L=V*Q-Fraction of daylight observations,M=(QS-Q)*U-S1,M=(QS-Q)*U-Median,M=(QS-Q)*U-S5,M=(QS-Q)*U-Mean,M=(QS-Q)*U-Observation number,M=(QS-Q)*U-Standard deviation,M=(QS-Q)*U-Mean day of the month,M=(QS-Q)*U-Fraction of daylight observations,N=(QS-Q)*V-S1,N=(QS-Q)*V-Median,N=(QS-Q)*V-S5,N=(QS-Q)*V-Mean,N=(QS-Q)*V-Observation number,N=(QS-Q)*V-Standard deviation,N=(QS-Q)*V-Mean day of the month,N=(QS-Q)*V-Fraction of daylight observations,B1=W*W*W-S1,B1=W*W*W-Median,B1=W*W*W-S5,B1=W*W*W-Mean,B1=W*W*W-Observation number,B1=W*W*W-Standard deviation,B1=W*W*W-Mean day of the month,B1=W*W*W-Fraction of daylight observations,B2=W*W*W-S1,B2=W*W*W-Median,B2=W*W*W-S5,B2=W*W*W-Mean,B2=W*W*W-Observation number,B2=W*W*W-Standard deviation,B2=W*W*W-Mean day of the month,B2=W*W*W-Fraction of daylight observations
1936,5,23237,-179.8,-43.1,-1.1,-1.1,1.15,0.0,3.0,1.91,22.0,0.3,-6.6,-5.1,5.3,-0.8,3.0,9.5,22.0,0.3,2.8,2.8,2.8,2.8,1.0,0.0,24.0,0.0,12.9,12.9,12.9,12.9,1.0,0.0,24.0,0.0,12.05,12.8,14.71,13.37,3.0,2.01,22.0,0.3,11.3,12.8,15.46,13.37,3.0,3.09,22.0,0.3,6.25,6.25,6.25,6.25,1.0,0.0,24.0,0.0,80.0,80.0,80.0,80.0,1.0,0.0,24.0,0.0,4.6,4.6,6.03,5.3,3.0,1.21,22.0,0.3,-2.56,0.0,1.18,-0.67,3.0,2.8,22.0,0.3,-5.15,-4.27,1.79,-1.74,3.0,5.53,22.0,0.3,1024.24,1025.4,1026.77,1025.5,3.0,1.85,22.0,0.3,3.0,3.0,6.4,4.7,3.0,2.9,22.0,0.3,80.0,80.0,80.0,80.0,1.0,0.0,24.0,0.0,-17.1,0.0,5.4,-5.7,3.0,17.2,22.0,0.3,-31.6,-19.6,8.2,-11.9,3.0,29.9,22.0,0.3,-42.7,0.0,15.1,-13.5,3.0,43.9,22.0,0.3,-80.6,-54.6,16.0,-32.9,3.0,73.2,22.0,0.3,0.0,0.0,0.0,0.0,1.0,0.0,24.0,0.0,28.8,28.8,28.8,28.8,1.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,24.0,0.0,12.9,12.9,12.9,12.9,1.0,0.0,24.0,0.0,97.5,97.5,236.0,165.0,3.0,117.5,22.0,0.3,95.0,95.0,235.0,165.0,3.0,115.0,22.0,0.3
1936,5,23237,-179.7,-23.3,0.95,1.7,3.2,2.07,3.0,1.68,16.0,0.3,9.3,16.7,30.0,19.6,3.0,15.4,16.0,0.3,7.04,7.04,7.04,7.04,1.0,0.0,10.0,0.0,65.5,65.5,65.5,65.5,1.0,0.0,10.0,0.0,23.15,23.9,25.81,24.47,3.0,2.01,16.0,0.3,21.64,22.8,23.14,22.4,3.0,1.15,16.0,0.3,14.74,14.74,14.74,14.74,1.0,0.0,10.0,0.0,85.8,85.8,85.8,85.8,1.0,0.0,10.0,0.0,9.46,9.8,9.8,9.63,3.0,0.29,16.0,0.3,-9.43,-9.02,-7.35,-8.41,3.0,1.61,16.0,0.3,2.49,3.83,5.7,4.09,3.0,2.36,16.0,0.3,1017.49,1017.9,1018.38,1017.93,3.0,0.65,16.0,0.3,1.3,2.0,4.7,3.0,3.0,2.6,16.0,0.3,85.8,85.8,85.8,85.8,1.0,0.0,10.0,0.0,-92.4,-88.4,-69.8,-81.3,3.0,17.7,16.0,0.3,24.4,37.5,53.7,39.0,3.0,21.5,16.0,0.3,-213.4,-190.3,-162.8,-188.1,3.0,37.2,16.0,0.3,55.4,80.8,128.0,91.4,3.0,54.0,16.0,0.3,-96.9,-96.9,-96.9,-96.9,1.0,0.0,10.0,0.0,96.9,96.9,96.9,96.9,1.0,0.0,10.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1936,5,23237,-179.7,-23.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-46.3,-46.3,-46.3,-46.3,1.0,0.0,10.0,0.0,46.3,46.3,46.3,46.3,1.0,0.0,10.0,0.0,848.0,941.0,941.0,895.5,3.0,79.0,16.0,0.3,850.0,940.0,940.0,895.0,3.0,80.0,16.0,0.3
1936,5,23237,-179.7,-17.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6,2.6,6.5,4.44,5.0,3.12,8.0,0.6,-5.58,-2.39,-2.19,-3.9,5.0,3.24,8.0,0.6,1.02,1.84,2.37,1.8,5.0,0.91,8.0,0.6,1006.95,1007.8,1014.04,1009.88,5.0,3.87,8.0,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1936,5,23237,-179.7,-7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6,2.6,2.6,2.6,2.0,0.0,4.0,0.0,-0.78,-0.26,0.26,-0.26,2.0,1.07,4.0,0.0,-2.53,-2.47,-2.42,-2.47,2.0,0.11,4.0,0.0,1009.83,1010.1,1010.37,1010.1,2.0,0.57,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1936,5,23237,-179.7,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,0.0,18.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,18.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,18.0,1.0,1013.6,1013.6,1013.6,1013.6,1.0,0.0,18.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1936,5,23237,-179.6,30.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6,4.6,6.7,4.43,10.0,1.79,18.0,0.7,-2.62,-2.16,0.56,-1.52,10.0,1.59,18.0,0.7,-6.17,1.2,3.83,-0.41,10.0,4.44,18.0,0.7,1020.49,1023.0,1026.16,1022.55,10.0,4.02,18.0,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1936,5,23237,-179.6,40.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.9,11.9,11.9,11.9,1.0,0.0,8.0,1.0,-5.1,-5.1,-5.1,-5.1,1.0,0.0,8.0,1.0,47.5,150.5,253.0,150.5,2.0,212.5,14.0,0.5,50.0,150.0,255.0,150.0,2.0,215.0,14.0,0.5
1936,5,23237,-179.6,48.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.49,12.3,15.4,12.28,14.0,3.65,16.0,0.4,-12.24,7.45,12.24,2.88,14.0,11.77,16.0,0.4,0.0,2.88,5.94,1.61,14.0,5.04,16.0,0.4,992.54,999.6,1011.96,1000.67,16.0,13.76,16.0,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1936,5,23237,-179.6,50.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.09,9.3,15.4,9.51,12.0,5.28,14.0,0.6,3.77,6.64,14.2,7.78,12.0,4.75,14.0,0.6,-7.8,-1.09,0.25,-2.9,12.0,5.36,14.0,0.6,997.65,1009.55,1015.5,1007.04,10.0,11.54,16.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1936,5,23237,-179.5,-45.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.7,6.7,6.7,6.7,2.0,0.0,30.0,0.5,4.87,5.15,5.42,5.15,2.0,0.58,30.0,0.5,3.9,4.24,4.58,4.24,2.0,0.7,30.0,0.5,1013.61,1013.85,1014.09,1013.85,2.0,0.49,30.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1936,5,23237,-179.5,-41.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6,12.3,12.3,9.17,7.0,4.58,20.0,0.6,-2.35,-2.35,0.12,-0.97,7.0,1.92,20.0,0.6,-0.12,12.07,12.07,7.93,7.0,6.4,20.0,0.6,1024.13,1024.5,1025.38,1025.29,7.0,3.72,20.0,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1936,5,23237,-179.5,40.0,-2.35,-0.95,0.45,-0.95,2.0,2.9,14.0,0.5,1.2,3.7,6.2,3.7,2.0,5.2,14.0,0.5,1.93,1.93,1.93,1.93,1.0,0.0,8.0,1.0,12.9,12.9,12.9,12.9,1.0,0.0,8.0,1.0,9.55,10.95,12.35,10.95,2.0,2.9,14.0,0.5,9.1,11.9,14.7,11.9,2.0,5.8,14.0,0.5,5.03,5.03,5.03,5.03,1.0,0.0,8.0,1.0,78.0,78.0,78.0,78.0,1.0,0.0,8.0,1.0,1.06,3.35,5.64,3.35,2.0,4.74,14.0,0.5,0.98,3.08,5.19,3.08,2.0,4.36,14.0,0.5,-2.2,-1.31,-0.42,-1.31,2.0,1.85,14.0,0.5,1019.84,1022.95,1026.06,1022.95,2.0,6.43,14.0,0.5,4.0,4.0,4.0,4.0,2.0,0.0,14.0,0.5,78.0,78.0,78.0,78.0,1.0,0.0,8.0,1.0,6.6,20.7,34.8,20.7,2.0,29.2,14.0,0.5,-14.8,-8.8,-2.8,-8.8,2.0,12.4,14.0,0.5,7.6,24.1,40.5,24.1,2.0,34.0,14.0,0.5,-17.2,-10.2,-3.2,-10.2,2.0,14.4,14.0,0.5,31.0,31.0,31.0,31.0,1.0,0.0,8.0,1.0,-13.2,-13.2,-13.2,-13.2,1.0,0.0,8.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1936,5,23237,-179.5,42.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.1,36.1,36.1,36.1,1.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,17.5,301.0,1861.0,1049.0,13.0,1864.5,18.0,0.7,20.0,300.0,1860.0,1050.0,13.0,1865.0,18.0,0.7
1936,5,23237,-179.4,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6,8.0,9.3,7.48,4.0,2.28,20.0,0.3,-9.3,-7.76,-5.37,-7.35,4.0,2.34,20.0,0.3,-1.31,0.0,0.0,-0.63,4.0,1.25,20.0,0.3,1021.35,1022.15,1022.95,1022.15,4.0,0.93,20.0,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1936,5,23237,-179.4,32.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6,2.6,6.7,4.24,5.0,2.25,20.0,0.6,-3.9,-0.97,1.53,-1.25,5.0,3.36,20.0,0.6,-3.8,0.0,2.49,-0.72,5.0,3.69,20.0,0.6,1012.96,1020.65,1025.13,1019.43,6.0,7.48,22.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1936,5,23237,-179.4,34.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.3,9.3,11.35,10.3,3.0,1.73,28.0,0.3,6.58,6.58,8.02,7.28,3.0,1.22,28.0,0.3,-8.02,-6.58,-6.58,-7.28,3.0,1.22,28.0,0.3,1014.45,1014.55,1014.65,1014.55,2.0,0.21,28.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1936,5,23237,-179.4,36.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.7,6.7,6.7,6.7,1.0,0.0,14.0,1.0,2.51,2.51,2.51,2.51,1.0,0.0,14.0,1.0,-6.21,-6.21,-6.21,-6.21,1.0,0.0,14.0,1.0,1023.2,1023.2,1023.2,1023.2,1.0,0.0,14.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1936,5,23237,-179.4,38.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.33,10.8,12.3,10.02,6.0,3.03,20.0,0.3,6.44,10.32,12.3,8.68,6.0,5.4,20.0,0.3,-3.63,-1.17,0.88,-0.89,6.0,3.01,20.0,0.3,1010.76,1015.3,1026.0,1017.88,5.0,7.95,24.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1936,5,23237,-179.4,42.5,-1.84,0.0,2.05,-0.07,12.0,2.45,18.0,0.7,-6.4,0.0,16.3,2.2,12.0,21.3,18.0,0.7,1.9,1.9,1.9,1.9,1.0,0.0,4.0,1.0,36.1,36.1,36.1,36.1,1.0,0.0,4.0,1.0,7.6,8.45,9.25,8.38,12.0,1.16,18.0,0.7,6.97,8.0,9.2,8.19,13.0,2.34,18.0,0.7,5.22,5.22,5.22,5.22,1.0,0.0,4.0,1.0,85.3,85.3,85.3,85.3,1.0,0.0,4.0,1.0,2.6,6.7,12.3,7.68,13.0,4.88,18.0,0.7,-1.79,6.58,10.4,5.37,13.0,6.63,18.0,0.7,-2.29,0.0,3.56,0.1,13.0,3.53,18.0,0.7,1007.65,1016.5,1024.77,1015.98,12.0,8.43,18.0,0.7,5.7,8.0,8.0,6.9,13.0,1.8,18.0,0.7,85.3,85.3,85.3,85.3,1.0,0.0,4.0,1.0,-6.4,44.9,127.9,68.8,13.0,103.1,18.0,0.7,-10.2,0.0,19.5,-4.9,13.0,32.3,18.0,0.7,-13.7,43.1,92.1,40.2,13.0,51.5,18.0,0.7,-16.9,0.0,18.6,-3.0,13.0,34.3,18.0,0.7,99.1,99.1,99.1,99.1,1.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1936,5,23237,-179.4,44.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5,8.0,12.3,8.12,10.0,3.72,14.0,0.3,-1.12,5.54,11.32,4.91,10.0,6.25,14.0,0.3,-5.58,-4.19,1.99,-2.28,10.0,3.94,14.0,0.3,1007.27,1016.4,1018.86,1014.33,10.0,6.66,14.0,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
