Year,Month,Longitude,Latitude,Ss1,Ss3,Ss5,Sm,Sn,Ss,Sd,Sht,As1,As3,As5,Am,An,As,Ad,Aht,Qs1,Qs3,Qs5,Qm,Qn,Qs,Qd,Qht,Rs1,Rs3,Rs5,Rm,Rn,Rs,Rd,Rht,Ws1,Ws3,Ws5,Wm,Wn,Ws,Wd,Wht,Us1,Us3,Us5,Um,Un,Us,Ud,Uht,Vs1,Vs3,Vs5,Vm,Vn,Vs,Vd,Vht,Ps1,Ps3,Ps5,Pm,Pn,Ps,Pd,Pht,Cs1,Cs3,Cs5,Cm,Cn,Cs,Cd,Cht,Xs1,Xs3,Xs5,Xm,Xn,Xs,Xd,Xht,Ys1,Ys3,Ys5,Ym,Yn,Ys,Yd,Yht,Ds1,Ds3,Ds5,Dm,Dn,Ds,Dd,Dht,Es1,Es3,Es5,Em,En,Es,Ed,Eht,Fs1,Fs3,Fs5,Fm,Fn,Fs,Fd,Fht,Gs1,Gs3,Gs5,Gm,Gn,Gs,Gd,Ght,Is1,Is3,Is5,Im,In,Is,Id,Iht,Js1,Js3,Js5,Jm,Jn,Js,Jd,Jht,Ks1,Ks3,Ks5,Km,Kn,Ks,Kd,Kht,Ls1,Ls3,Ls5,Lm,Ln,Ls,Ld,Lht,Ms1,Ms3,Ms5,Mm,Mn,Ms,Md,Mht,Ns1,Ns3,Ns5,Nm,Nn,Ns,Nd,Nht,B1s1,B1s3,B1s5,B1m,B1n,B1s,B1d,B1ht,B2s1,B2s3,B2s5,B2m,B2n,B2s,B2d,B2ht
1893,11,-179.4,20.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,2.0,2.7,2.0,3.0,1.0,28.0,0.0,-15.6,-6.4,-6.4,-10.9,3.0,7.8,28.0,0.0,-5.7,-2.3,-2.3,-4.0,3.0,2.8,28.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1893,11,-177.4,20.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,4.0,3.0,3.0,1.7,28.0,0.7,-6.6,-6.4,-6.4,-6.5,3.0,0.2,28.0,0.7,-2.3,-2.3,-1.5,-1.9,3.0,0.7,28.0,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1893,11,-175.5,20.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,2.0,0.0,28.0,0.0,-0.9,-0.9,-0.9,-0.9,2.0,0.0,28.0,0.0,-0.3,-0.3,-0.3,-0.3,2.0,0.0,28.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1893,11,-173.6,20.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,2.0,2.0,1.7,3.0,0.6,28.0,0.7,-0.9,-0.9,-0.9,-0.9,3.0,0.0,28.0,0.7,-0.3,-0.3,-0.3,-0.3,3.0,0.0,28.0,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1893,11,-171.5,20.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,2.0,4.0,2.7,3.0,2.1,30.0,0.0,-1.0,-1.0,-1.0,-1.0,3.0,0.0,30.0,0.0,0.0,0.0,0.1,0.1,3.0,0.1,30.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1893,11,-169.5,20.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.7,2.3,3.0,0.6,30.0,0.7,-1.0,-0.9,-0.9,-0.9,3.0,0.1,30.0,0.7,-0.4,-0.3,-0.1,-0.3,3.0,0.3,30.0,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1893,11,-167.5,20.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,4.0,3.0,3.0,1.7,30.0,0.0,-1.0,-0.9,-0.9,-1.0,3.0,0.0,30.0,0.0,-0.3,-0.3,-0.1,-0.2,3.0,0.2,30.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1893,11,-165.6,20.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,2.5,2.8,2.5,2.0,0.7,30.0,0.5,-1.0,-1.0,-1.0,-1.0,2.0,0.0,30.0,0.5,-0.1,-0.1,0.0,-0.1,2.0,0.1,30.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1893,11,-157.7,22.3,23.75,23.9,24.4,23.93,12.0,0.36,30.0,0.6,23.3,23.9,25.37,24.19,16.0,1.04,30.0,0.5,13.89,14.66,15.24,14.66,16.0,0.66,30.0,0.5,74.6,78.2,82.3,78.7,16.0,4.1,30.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.7,-0.5,0.0,-0.55,12.0,0.77,30.0,0.6,-4.4,-2.3,0.0,-2.0,11.0,2.0,30.0,0.6,3.18,3.47,4.28,3.68,12.0,0.58,30.0,0.6,8.3,14.6,21.2,14.4,11.0,7.4,30.0,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-20.9,-10.9,-7.4,-13.4,11.0,7.5,30.0,0.6,-4.6,-2.1,0.2,-1.0,11.0,5.1,30.0,0.6,17.5,97.5,97.5,85.0,15.0,96.5,30.0,0.5,20.0,95.0,95.0,85.0,15.0,95.0,30.0,0.5
1893,11,-157.6,22.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6,4.6,4.6,3.73,15.0,1.76,30.0,0.5,-4.6,-2.57,-2.16,-3.5,15.0,1.79,30.0,0.5,-1.21,0.0,0.19,-0.08,15.0,1.32,30.0,0.5,1020.81,1021.3,1022.0,1021.52,16.0,0.69,30.0,0.5,2.4,4.0,6.0,4.4,16.0,1.8,30.0,0.5,-21.2,-11.8,-5.6,-15.9,15.0,13.8,30.0,0.5,-4.0,0.0,0.2,-0.6,15.0,6.0,30.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-111.6,-66.6,-52.3,-84.4,15.0,42.5,30.0,0.5,-29.4,0.0,4.4,-2.3,15.0,32.2,30.0,0.5,-66.8,-40.2,-32.4,-51.0,15.0,25.4,30.0,0.5,-17.6,0.0,2.9,-1.2,15.0,19.6,30.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
