Year,Month,Running Month,Longitude,Latitude,D=S-A-S1,D=S-A-Median,D=S-A-S5,D=S-A-Mean,D=S-A-Observation number,D=S-A-Standard deviation,D=S-A-Mean day of the month,D=S-A-Fraction of daylight observations,E=(S-A)*W-S1,E=(S-A)*W-Median,E=(S-A)*W-S5,E=(S-A)*W-Mean,E=(S-A)*W-Observation number,E=(S-A)*W-Standard deviation,E=(S-A)*W-Mean day of the month,E=(S-A)*W-Fraction of daylight observations,F=QS-Q-S1,F=QS-Q-Median,F=QS-Q-S5,F=QS-Q-Mean,F=QS-Q-Observation number,F=QS-Q-Standard deviation,F=QS-Q-Mean day of the month,F=QS-Q-Fraction of daylight observations,G=(QS-Q)*W-S1,G=(QS-Q)*W-Median,G=(QS-Q)*W-S5,G=(QS-Q)*W-Mean,G=(QS-Q)*W-Observation number,G=(QS-Q)*W-Standard deviation,G=(QS-Q)*W-Mean day of the month,G=(QS-Q)*W-Fraction of daylight observations,S-S1,S-Median,S-S5,S-Mean,S-Observation number,S-Standard deviation,S-Mean day of the month,S-Fraction of daylight observations,A-S1,A-Median,A-S5,A-Mean,A-Observation number,A-Standard deviation,A-Mean day of the month,A-Fraction of daylight observations,Q-S1,Q-Median,Q-S5,Q-Mean,Q-Observation number,Q-Standard deviation,Q-Mean day of the month,Q-Fraction of daylight observations,R-S1_x,R-Median_x,R-S5_x,R-Mean_x,R-Observation number_x,R-Standard deviation_x,R-Mean day of the month_x,R-Fraction of daylight observations_x,W-S1,W-Median,W-S5,W-Mean,W-Observation number,W-Standard deviation,W-Mean day of the month,W-Fraction of daylight observations,U-S1,U-Median,U-S5,U-Mean,U-Observation number,U-Standard deviation,U-Mean day of the month,U-Fraction of daylight observations,V-S1,V-Median,V-S5,V-Mean,V-Observation number,V-Standard deviation,V-Mean day of the month,V-Fraction of daylight observations,P-S1,P-Median,P-S5,P-Mean,P-Observation number,P-Standard deviation,P-Mean day of the month,P-Fraction of daylight observations,C-S1,C-Median,C-S5,C-Mean,C-Observation number,C-Standard deviation,C-Mean day of the month,C-Fraction of daylight observations,R-S1_y,R-Median_y,R-S5_y,R-Mean_y,R-Observation number_y,R-Standard deviation_y,R-Mean day of the month_y,R-Fraction of daylight observations_y,X=W*U-S1,X=W*U-Median,X=W*U-S5,X=W*U-Mean,X=W*U-Observation number,X=W*U-Standard deviation,X=W*U-Mean day of the month,X=W*U-Fraction of daylight observations,Y=W*V-S1,Y=W*V-Median,Y=W*V-S5,Y=W*V-Mean,Y=W*V-Observation number,Y=W*V-Standard deviation,Y=W*V-Mean day of the month,Y=W*V-Fraction of daylight observations,I=U*A-S1,I=U*A-Median,I=U*A-S5,I=U*A-Mean,I=U*A-Observation number,I=U*A-Standard deviation,I=U*A-Mean day of the month,I=U*A-Fraction of daylight observations,J=V*A-S1,J=V*A-Median,J=V*A-S5,J=V*A-Mean,J=V*A-Observation number,J=V*A-Standard deviation,J=V*A-Mean day of the month,J=V*A-Fraction of daylight observations,K=U*Q-S1,K=U*Q-Median,K=U*Q-S5,K=U*Q-Mean,K=U*Q-Observation number,K=U*Q-Standard deviation,K=U*Q-Mean day of the month,K=U*Q-Fraction of daylight observations,L=V*Q-S1,L=V*Q-Median,L=V*Q-S5,L=V*Q-Mean,L=V*Q-Observation number,L=V*Q-Standard deviation,L=V*Q-Mean day of the month,L=V*Q-Fraction of daylight observations,M=(QS-Q)*U-S1,M=(QS-Q)*U-Median,M=(QS-Q)*U-S5,M=(QS-Q)*U-Mean,M=(QS-Q)*U-Observation number,M=(QS-Q)*U-Standard deviation,M=(QS-Q)*U-Mean day of the month,M=(QS-Q)*U-Fraction of daylight observations,N=(QS-Q)*V-S1,N=(QS-Q)*V-Median,N=(QS-Q)*V-S5,N=(QS-Q)*V-Mean,N=(QS-Q)*V-Observation number,N=(QS-Q)*V-Standard deviation,N=(QS-Q)*V-Mean day of the month,N=(QS-Q)*V-Fraction of daylight observations,B1=W*W*W-S1,B1=W*W*W-Median,B1=W*W*W-S5,B1=W*W*W-Mean,B1=W*W*W-Observation number,B1=W*W*W-Standard deviation,B1=W*W*W-Mean day of the month,B1=W*W*W-Fraction of daylight observations,B2=W*W*W-S1,B2=W*W*W-Median,B2=W*W*W-S5,B2=W*W*W-Mean,B2=W*W*W-Observation number,B2=W*W*W-Standard deviation,B2=W*W*W-Mean day of the month,B2=W*W*W-Fraction of daylight observations
1899,3,22791,-177.4,-51.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.35,9.8,13.43,10.7,5.0,3.29,8.0,0.4,7.88,9.02,12.99,10.15,5.0,3.02,8.0,0.4,-4.63,-3.63,0.0,-2.7,5.0,2.63,8.0,0.4,1008.6,1008.6,1008.6,1008.6,1.0,0.0,20.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1899,3,22791,-171.7,-53.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.7,6.7,6.7,6.7,1.0,0.0,30.0,1.0,6.21,6.21,6.21,6.21,1.0,0.0,30.0,1.0,2.51,2.51,2.51,2.51,1.0,0.0,30.0,1.0,1014.7,1014.7,1014.7,1014.7,1.0,0.0,30.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1899,3,22791,-171.4,-51.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.54,19.0,19.0,17.8,3.0,2.08,14.0,0.7,13.67,14.18,17.47,15.54,3.0,3.02,14.0,0.7,-11.08,-6.02,-1.91,-6.48,3.0,6.73,14.0,0.7,983.9,983.9,983.9,983.9,1.0,0.0,18.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1899,3,22791,-167.4,-51.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.4,15.4,17.86,16.6,3.0,2.08,8.0,1.0,14.18,14.18,16.52,15.32,3.0,1.99,8.0,1.0,-6.02,-6.02,2.95,-1.64,3.0,7.58,8.0,1.0,999.3,999.3,999.3,999.3,1.0,0.0,20.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1899,3,22791,-161.4,-51.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.39,12.3,16.71,13.76,5.0,3.54,8.0,0.4,10.77,12.3,15.88,13.27,5.0,3.42,8.0,0.4,-1.76,0.0,4.41,0.92,5.0,4.04,8.0,0.4,999.1,999.1,999.1,999.1,1.0,0.0,20.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1899,3,22791,-161.4,-41.4,-1.1,-1.1,-1.1,-1.1,1.0,0.0,12.0,1.0,-5.5,-5.5,-5.5,-5.5,1.0,0.0,12.0,1.0,1.04,1.04,1.04,1.04,1.0,0.0,12.0,1.0,5.2,5.2,5.2,5.2,1.0,0.0,12.0,1.0,16.1,16.1,16.1,16.1,1.0,0.0,12.0,1.0,17.2,17.2,17.2,17.2,1.0,0.0,12.0,1.0,10.22,10.22,10.22,10.22,1.0,0.0,12.0,1.0,84.7,84.7,84.7,84.7,1.0,0.0,12.0,1.0,5.0,5.0,5.0,5.0,1.0,0.0,12.0,1.0,-1.71,-1.71,-1.71,-1.71,1.0,0.0,12.0,1.0,-4.7,-4.7,-4.7,-4.7,1.0,0.0,12.0,1.0,1021.3,1021.3,1021.3,1021.3,1.0,0.0,12.0,1.0,8.0,8.0,8.0,8.0,1.0,0.0,12.0,1.0,84.7,84.7,84.7,84.7,1.0,0.0,12.0,1.0,-8.6,-8.6,-8.6,-8.6,1.0,0.0,12.0,1.0,-23.5,-23.5,-23.5,-23.5,1.0,0.0,12.0,1.0,-29.4,-29.4,-29.4,-29.4,1.0,0.0,12.0,1.0,-80.8,-80.8,-80.8,-80.8,1.0,0.0,12.0,1.0,-17.5,-17.5,-17.5,-17.5,1.0,0.0,12.0,1.0,-48.0,-48.0,-48.0,-48.0,1.0,0.0,12.0,1.0,-1.8,-1.8,-1.8,-1.8,1.0,0.0,12.0,1.0,-4.9,-4.9,-4.9,-4.9,1.0,0.0,12.0,1.0,125.0,125.0,125.0,125.0,1.0,0.0,12.0,1.0,125.0,125.0,125.0,125.0,1.0,0.0,12.0,1.0
1899,3,22791,-157.3,22.1,-1.85,-1.1,-0.35,-1.1,3.0,1.1,26.0,0.3,-8.5,-5.1,-1.6,-5.1,3.0,5.1,26.0,0.3,1.93,2.25,2.57,2.25,2.0,0.66,30.0,0.5,8.9,10.3,11.8,10.3,2.0,3.1,30.0,0.5,21.86,22.2,22.61,22.23,3.0,0.55,26.0,0.3,22.58,23.3,23.52,23.1,5.0,0.64,22.0,0.2,13.82,13.97,14.12,13.97,2.0,0.31,30.0,0.5,77.9,78.0,78.2,78.0,2.0,0.3,30.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1899,3,22791,-157.3,22.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6,4.6,6.7,5.44,5.0,1.15,22.0,0.2,-6.39,-4.32,-3.93,-4.96,5.0,1.44,22.0,0.2,-0.92,1.57,2.19,0.78,5.0,2.17,22.0,0.2,1025.6,1025.6,1025.6,1025.6,2.0,0.0,30.0,0.5,3.0,3.0,4.4,3.6,5.0,0.9,22.0,0.2,77.9,78.0,78.2,78.0,2.0,0.3,30.0,0.5,-42.8,-19.9,-18.1,-28.2,5.0,13.9,22.0,0.2,-6.1,7.2,10.1,2.5,5.0,12.0,22.0,0.2,-144.2,-103.3,-91.6,-114.0,5.0,30.5,22.0,0.2,-20.9,36.7,51.5,18.6,5.0,50.1,22.0,0.2,-61.0,-60.4,-59.7,-60.4,2.0,1.3,30.0,0.5,21.7,22.0,22.2,22.0,2.0,0.5,30.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1899,3,22791,-157.2,-47.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.7,6.7,6.7,6.7,1.0,0.0,28.0,1.0,6.21,6.21,6.21,6.21,1.0,0.0,28.0,1.0,2.51,2.51,2.51,2.51,1.0,0.0,28.0,1.0,1020.6,1020.6,1020.6,1020.6,1.0,0.0,28.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1899,3,22791,-157.0,22.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.1,-9.7,-8.3,-9.7,2.0,2.9,30.0,0.5,3.0,3.5,4.0,3.5,2.0,1.0,30.0,0.5,97.5,97.5,301.0,178.5,5.0,111.5,22.0,0.2,95.0,95.0,300.0,180.0,5.0,110.0,22.0,0.2
