Year,Month,Running Month,Longitude,Latitude,S-S1,S-Median,S-S5,S-Mean,S-Observation number,S-Standard deviation,S-Mean day of the month,S-Fraction of daylight observations,A-S1,A-Median,A-S5,A-Mean,A-Observation number,A-Standard deviation,A-Mean day of the month,A-Fraction of daylight observations,Q-S1,Q-Median,Q-S5,Q-Mean,Q-Observation number,Q-Standard deviation,Q-Mean day of the month,Q-Fraction of daylight observations,R-S1_x,R-Median_x,R-S5_x,R-Mean_x,R-Observation number_x,R-Standard deviation_x,R-Mean day of the month_x,R-Fraction of daylight observations_x,W-S1,W-Median,W-S5,W-Mean,W-Observation number,W-Standard deviation,W-Mean day of the month,W-Fraction of daylight observations,U-S1,U-Median,U-S5,U-Mean,U-Observation number,U-Standard deviation,U-Mean day of the month,U-Fraction of daylight observations,V-S1,V-Median,V-S5,V-Mean,V-Observation number,V-Standard deviation,V-Mean day of the month,V-Fraction of daylight observations,P-S1,P-Median,P-S5,P-Mean,P-Observation number,P-Standard deviation,P-Mean day of the month,P-Fraction of daylight observations,D=S-A-S1,D=S-A-Median,D=S-A-S5,D=S-A-Mean,D=S-A-Observation number,D=S-A-Standard deviation,D=S-A-Mean day of the month,D=S-A-Fraction of daylight observations,E=(S-A)*W-S1,E=(S-A)*W-Median,E=(S-A)*W-S5,E=(S-A)*W-Mean,E=(S-A)*W-Observation number,E=(S-A)*W-Standard deviation,E=(S-A)*W-Mean day of the month,E=(S-A)*W-Fraction of daylight observations,F=QS-Q-S1,F=QS-Q-Median,F=QS-Q-S5,F=QS-Q-Mean,F=QS-Q-Observation number,F=QS-Q-Standard deviation,F=QS-Q-Mean day of the month,F=QS-Q-Fraction of daylight observations,G=(QS-Q)*W-S1,G=(QS-Q)*W-Median,G=(QS-Q)*W-S5,G=(QS-Q)*W-Mean,G=(QS-Q)*W-Observation number,G=(QS-Q)*W-Standard deviation,G=(QS-Q)*W-Mean day of the month,G=(QS-Q)*W-Fraction of daylight observations,I=U*A-S1,I=U*A-Median,I=U*A-S5,I=U*A-Mean,I=U*A-Observation number,I=U*A-Standard deviation,I=U*A-Mean day of the month,I=U*A-Fraction of daylight observations,J=V*A-S1,J=V*A-Median,J=V*A-S5,J=V*A-Mean,J=V*A-Observation number,J=V*A-Standard deviation,J=V*A-Mean day of the month,J=V*A-Fraction of daylight observations,K=U*Q-S1,K=U*Q-Median,K=U*Q-S5,K=U*Q-Mean,K=U*Q-Observation number,K=U*Q-Standard deviation,K=U*Q-Mean day of the month,K=U*Q-Fraction of daylight observations,L=V*Q-S1,L=V*Q-Median,L=V*Q-S5,L=V*Q-Mean,L=V*Q-Observation number,L=V*Q-Standard deviation,L=V*Q-Mean day of the month,L=V*Q-Fraction of daylight observations,M=(QS-Q)*U-S1,M=(QS-Q)*U-Median,M=(QS-Q)*U-S5,M=(QS-Q)*U-Mean,M=(QS-Q)*U-Observation number,M=(QS-Q)*U-Standard deviation,M=(QS-Q)*U-Mean day of the month,M=(QS-Q)*U-Fraction of daylight observations,N=(QS-Q)*V-S1,N=(QS-Q)*V-Median,N=(QS-Q)*V-S5,N=(QS-Q)*V-Mean,N=(QS-Q)*V-Observation number,N=(QS-Q)*V-Standard deviation,N=(QS-Q)*V-Mean day of the month,N=(QS-Q)*V-Fraction of daylight observations,B1=W*W*W-S1,B1=W*W*W-Median,B1=W*W*W-S5,B1=W*W*W-Mean,B1=W*W*W-Observation number,B1=W*W*W-Standard deviation,B1=W*W*W-Mean day of the month,B1=W*W*W-Fraction of daylight observations,B2=W*W*W-S1,B2=W*W*W-Median,B2=W*W*W-S5,B2=W*W*W-Mean,B2=W*W*W-Observation number,B2=W*W*W-Standard deviation,B2=W*W*W-Mean day of the month,B2=W*W*W-Fraction of daylight observations,C-S1,C-Median,C-S5,C-Mean,C-Observation number,C-Standard deviation,C-Mean day of the month,C-Fraction of daylight observations,R-S1_y,R-Median_y,R-S5_y,R-Mean_y,R-Observation number_y,R-Standard deviation_y,R-Mean day of the month_y,R-Fraction of daylight observations_y,X=W*U-S1,X=W*U-Median,X=W*U-S5,X=W*U-Mean,X=W*U-Observation number,X=W*U-Standard deviation,X=W*U-Mean day of the month,X=W*U-Fraction of daylight observations,Y=W*V-S1,Y=W*V-Median,Y=W*V-S5,Y=W*V-Mean,Y=W*V-Observation number,Y=W*V-Standard deviation,Y=W*V-Mean day of the month,Y=W*V-Fraction of daylight observations
1922,5,23069,-179.5,38.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.3,9.3,9.3,9.3,2.0,0.0,14.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,14.0,1.0,-9.3,-9.3,-9.3,-9.3,2.0,0.0,14.0,1.0,1015.72,1016.2,1016.68,1016.2,2.0,0.99,14.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1922,5,23069,-179.5,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,4.0,4.0,4.0,1.0,0.0,4.0,0.0,72.3,72.3,72.3,72.3,1.0,0.0,4.0,0.0,-21.2,-21.2,-21.2,-21.2,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0
1922,5,23069,-179.5,48.7,2.89,3.3,4.4,3.74,21.0,0.96,16.0,0.5,3.3,4.4,5.4,4.31,22.0,0.92,16.0,0.5,3.9,4.42,4.96,4.43,15.0,0.45,18.0,0.6,76.2,90.6,92.2,86.2,17.0,8.9,18.0,0.5,4.6,4.6,13.37,7.24,22.0,4.42,16.0,0.5,-5.73,1.78,5.58,-0.62,22.0,6.91,16.0,0.5,-6.31,-2.62,0.0,-3.41,22.0,3.75,16.0,0.5,997.34,1015.4,1027.36,1013.78,20.0,12.35,18.0,0.6,-1.7,0.0,0.0,-0.59,20.0,1.02,16.0,0.5,-14.8,0.0,0.0,-5.2,20.0,9.6,16.0,0.5,-0.08,0.42,1.17,0.52,15.0,0.63,18.0,0.6,-1.3,1.9,8.1,3.4,15.0,4.5,18.0,0.6,-33.3,9.6,21.5,-5.6,21.0,32.7,16.0,0.5,-28.8,-13.0,-0.8,-15.2,21.0,15.1,16.0,0.5,-61.2,-7.1,23.0,-10.5,15.0,36.4,18.0,0.6,-28.0,-9.8,-6.3,-13.7,15.0,12.1,18.0,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5,7.0,8.0,6.6,17.0,1.4,16.0,0.6,76.2,90.6,92.2,86.2,17.0,8.9,18.0,0.5,-35.2,6.4,46.3,-16.7,22.0,88.5,16.0,0.5,-83.1,-15.4,0.0,-36.7,22.0,52.5,16.0,0.5
1922,5,23069,-179.5,50.3,4.03,4.45,5.0,4.53,10.0,0.65,20.0,0.5,4.4,5.0,5.6,4.83,9.0,0.77,20.0,0.6,4.7,5.15,5.44,5.09,5.0,0.4,14.0,0.6,83.3,91.3,100.0,91.6,5.0,8.3,14.0,0.6,3.46,8.0,12.3,8.33,10.0,5.2,20.0,0.5,-7.9,-2.46,7.28,-0.42,10.0,9.39,20.0,0.5,-2.93,-1.67,2.19,-0.21,10.0,3.97,20.0,0.5,985.52,1010.0,1022.2,1006.48,9.0,17.56,20.0,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.4,8.0,8.0,7.7,10.0,0.7,20.0,0.5,83.3,91.3,100.0,91.6,5.0,8.3,14.0,0.6,-66.5,-9.7,85.9,20.4,10.0,140.7,20.0,0.5,-16.0,-7.1,18.7,0.8,10.0,36.3,20.0,0.5
1922,5,23069,-179.4,-37.4,17.39,17.8,17.8,17.6,3.0,0.35,22.0,0.7,14.79,16.7,17.79,16.3,3.0,2.23,22.0,0.7,7.65,7.96,8.27,7.96,2.0,0.64,28.0,1.0,67.3,71.3,75.4,71.3,2.0,8.4,28.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,1.1,2.6,1.3,3.0,1.91,22.0,0.7,8.8,9.4,10.0,9.4,2.0,1.2,20.0,0.5,4.16,4.31,4.45,4.31,2.0,0.31,28.0,1.0,11.8,11.8,11.8,11.8,1.0,0.0,28.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3,3.0,3.0,2.7,3.0,0.6,22.0,0.7,67.3,71.3,75.4,71.3,2.0,8.4,28.0,1.0,12.6,39.8,67.0,39.8,2.0,56.3,20.0,0.5,-27.4,-13.5,0.3,-13.5,2.0,28.7,20.0,0.5
1922,5,23069,-179.4,32.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.51,2.6,7.17,4.3,3.0,4.4,8.0,0.3,0.32,1.0,1.99,1.15,3.0,1.23,8.0,0.3,-6.35,0.0,0.61,-2.8,3.0,5.64,8.0,0.3,1015.53,1015.8,1016.69,1016.1,3.0,0.89,8.0,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1922,5,23069,-179.4,48.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.5,1.5,4.6,0.9,15.0,4.5,18.0,0.6,-2.8,-0.7,0.5,-1.8,15.0,2.9,18.0,0.6,97.5,97.5,2705.0,860.0,22.0,1369.5,16.0,0.5,95.0,95.0,2705.0,860.0,22.0,1370.0,16.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1922,5,23069,-179.3,-37.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.66,5.95,8.24,5.95,2.0,4.74,20.0,0.5,1.36,4.28,7.2,4.28,2.0,6.05,20.0,0.5,-2.64,-0.52,1.61,-0.52,2.0,4.41,20.0,0.5,1025.82,1025.85,1025.88,1025.85,2.0,0.07,28.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.7,71.5,120.3,71.5,2.0,101.1,20.0,0.5,-45.3,-12.3,20.8,-12.3,2.0,68.5,20.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,28.0,1.0,19.5,19.5,19.5,19.5,1.0,0.0,28.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1922,5,23069,-179.3,28.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.24,3.6,5.7,3.48,4.0,2.86,18.0,0.0,-4.25,-0.84,0.0,-2.07,4.0,3.12,18.0,0.0,0.55,1.58,3.36,1.94,4.0,1.95,18.0,0.0,1017.58,1022.0,1025.06,1021.35,4.0,4.84,18.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-86.4,-18.1,0.0,-42.1,4.0,62.3,18.0,0.0,11.1,33.2,71.4,40.9,4.0,41.4,18.0,0.0,-57.0,-12.7,0.0,-27.8,4.0,40.4,18.0,0.0,7.2,22.7,48.2,27.5,4.0,27.6,18.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.5,2.6,1.3,4.0,1.9,18.0,0.0,85.3,90.5,92.7,89.1,4.0,6.0,18.0,0.0,-25.2,-2.2,0.0,-12.1,4.0,21.5,18.0,0.0,2.5,6.5,14.8,8.5,4.0,9.0,18.0,0.0
1922,5,23069,-179.2,-37.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,28.0,1.0,11.8,11.8,11.8,11.8,1.0,0.0,28.0,1.0,142.5,411.0,679.5,411.0,2.0,556.5,20.0,0.5,140.0,410.0,680.0,410.0,2.0,555.0,20.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
