Year,Month,Running Month,Longitude,Latitude,S-S1,S-Median,S-S5,S-Mean,S-Observation number,S-Standard deviation,S-Mean day of the month,S-Fraction of daylight observations,A-S1,A-Median,A-S5,A-Mean,A-Observation number,A-Standard deviation,A-Mean day of the month,A-Fraction of daylight observations,Q-S1,Q-Median,Q-S5,Q-Mean,Q-Observation number,Q-Standard deviation,Q-Mean day of the month,Q-Fraction of daylight observations,R-S1_x,R-Median_x,R-S5_x,R-Mean_x,R-Observation number_x,R-Standard deviation_x,R-Mean day of the month_x,R-Fraction of daylight observations_x,W-S1,W-Median,W-S5,W-Mean,W-Observation number,W-Standard deviation,W-Mean day of the month,W-Fraction of daylight observations,U-S1,U-Median,U-S5,U-Mean,U-Observation number,U-Standard deviation,U-Mean day of the month,U-Fraction of daylight observations,V-S1,V-Median,V-S5,V-Mean,V-Observation number,V-Standard deviation,V-Mean day of the month,V-Fraction of daylight observations,P-S1,P-Median,P-S5,P-Mean,P-Observation number,P-Standard deviation,P-Mean day of the month,P-Fraction of daylight observations,C-S1,C-Median,C-S5,C-Mean,C-Observation number,C-Standard deviation,C-Mean day of the month,C-Fraction of daylight observations,R-S1_y,R-Median_y,R-S5_y,R-Mean_y,R-Observation number_y,R-Standard deviation_y,R-Mean day of the month_y,R-Fraction of daylight observations_y,X=W*U-S1,X=W*U-Median,X=W*U-S5,X=W*U-Mean,X=W*U-Observation number,X=W*U-Standard deviation,X=W*U-Mean day of the month,X=W*U-Fraction of daylight observations,Y=W*V-S1,Y=W*V-Median,Y=W*V-S5,Y=W*V-Mean,Y=W*V-Observation number,Y=W*V-Standard deviation,Y=W*V-Mean day of the month,Y=W*V-Fraction of daylight observations,I=U*A-S1,I=U*A-Median,I=U*A-S5,I=U*A-Mean,I=U*A-Observation number,I=U*A-Standard deviation,I=U*A-Mean day of the month,I=U*A-Fraction of daylight observations,J=V*A-S1,J=V*A-Median,J=V*A-S5,J=V*A-Mean,J=V*A-Observation number,J=V*A-Standard deviation,J=V*A-Mean day of the month,J=V*A-Fraction of daylight observations,K=U*Q-S1,K=U*Q-Median,K=U*Q-S5,K=U*Q-Mean,K=U*Q-Observation number,K=U*Q-Standard deviation,K=U*Q-Mean day of the month,K=U*Q-Fraction of daylight observations,L=V*Q-S1,L=V*Q-Median,L=V*Q-S5,L=V*Q-Mean,L=V*Q-Observation number,L=V*Q-Standard deviation,L=V*Q-Mean day of the month,L=V*Q-Fraction of daylight observations,M=(QS-Q)*U-S1,M=(QS-Q)*U-Median,M=(QS-Q)*U-S5,M=(QS-Q)*U-Mean,M=(QS-Q)*U-Observation number,M=(QS-Q)*U-Standard deviation,M=(QS-Q)*U-Mean day of the month,M=(QS-Q)*U-Fraction of daylight observations,N=(QS-Q)*V-S1,N=(QS-Q)*V-Median,N=(QS-Q)*V-S5,N=(QS-Q)*V-Mean,N=(QS-Q)*V-Observation number,N=(QS-Q)*V-Standard deviation,N=(QS-Q)*V-Mean day of the month,N=(QS-Q)*V-Fraction of daylight observations,B1=W*W*W-S1,B1=W*W*W-Median,B1=W*W*W-S5,B1=W*W*W-Mean,B1=W*W*W-Observation number,B1=W*W*W-Standard deviation,B1=W*W*W-Mean day of the month,B1=W*W*W-Fraction of daylight observations,B2=W*W*W-S1,B2=W*W*W-Median,B2=W*W*W-S5,B2=W*W*W-Mean,B2=W*W*W-Observation number,B2=W*W*W-Standard deviation,B2=W*W*W-Mean day of the month,B2=W*W*W-Fraction of daylight observations,D=S-A-S1,D=S-A-Median,D=S-A-S5,D=S-A-Mean,D=S-A-Observation number,D=S-A-Standard deviation,D=S-A-Mean day of the month,D=S-A-Fraction of daylight observations,E=(S-A)*W-S1,E=(S-A)*W-Median,E=(S-A)*W-S5,E=(S-A)*W-Mean,E=(S-A)*W-Observation number,E=(S-A)*W-Standard deviation,E=(S-A)*W-Mean day of the month,E=(S-A)*W-Fraction of daylight observations,F=QS-Q-S1,F=QS-Q-Median,F=QS-Q-S5,F=QS-Q-Mean,F=QS-Q-Observation number,F=QS-Q-Standard deviation,F=QS-Q-Mean day of the month,F=QS-Q-Fraction of daylight observations,G=(QS-Q)*W-S1,G=(QS-Q)*W-Median,G=(QS-Q)*W-S5,G=(QS-Q)*W-Mean,G=(QS-Q)*W-Observation number,G=(QS-Q)*W-Standard deviation,G=(QS-Q)*W-Mean day of the month,G=(QS-Q)*W-Fraction of daylight observations
1913,7,22963,-179.8,20.4,27.2,27.2,27.2,27.2,1.0,0.0,20.0,0.0,27.8,27.8,27.8,27.8,1.0,0.0,20.0,0.0,19.5,19.5,19.5,19.5,1.0,0.0,20.0,0.0,83.8,83.8,83.8,83.8,1.0,0.0,20.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,20.0,0.0,-0.71,-0.71,-0.71,-0.71,1.0,0.0,20.0,0.0,0.71,0.71,0.71,0.71,1.0,0.0,20.0,0.0,1015.2,1015.2,1015.2,1015.2,1.0,0.0,20.0,0.0,4.0,4.0,4.0,4.0,1.0,0.0,20.0,0.0,83.8,83.8,83.8,83.8,1.0,0.0,20.0,0.0,-0.7,-0.7,-0.7,-0.7,1.0,0.0,20.0,0.0,0.7,0.7,0.7,0.7,1.0,0.0,20.0,0.0,-19.7,-19.7,-19.7,-19.7,1.0,0.0,20.0,0.0,19.7,19.7,19.7,19.7,1.0,0.0,20.0,0.0,-13.8,-13.8,-13.8,-13.8,1.0,0.0,20.0,0.0,13.8,13.8,13.8,13.8,1.0,0.0,20.0,0.0,-2.1,-2.1,-2.1,-2.1,1.0,0.0,20.0,0.0,2.1,2.1,2.1,2.1,1.0,0.0,20.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,20.0,0.0,-0.6,-0.6,-0.6,-0.6,1.0,0.0,20.0,0.0,-0.6,-0.6,-0.6,-0.6,1.0,0.0,20.0,0.0,3.02,3.02,3.02,3.02,1.0,0.0,20.0,0.0,3.0,3.0,3.0,3.0,1.0,0.0,20.0,0.0
1913,7,22963,-179.7,30.1,23.28,25.6,25.94,24.63,3.0,2.12,20.0,0.7,25.35,26.1,26.51,25.93,3.0,0.86,20.0,0.7,16.36,16.36,16.36,16.36,1.0,0.0,28.0,0.0,78.6,78.6,78.6,78.6,1.0,0.0,28.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3,3.0,5.0,3.7,3.0,2.1,20.0,0.7,78.6,78.6,78.6,78.6,1.0,0.0,28.0,0.0,-44.5,-43.5,-42.6,-43.5,2.0,1.9,18.0,1.0,-12.9,-7.7,-2.4,-7.7,2.0,10.9,18.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1913,7,22963,-179.7,46.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,22.0,0.0,30.0,57.5,84.5,57.5,2.0,56.5,12.0,0.0,30.0,55.0,85.0,55.0,2.0,55.0,12.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1913,7,22963,-179.7,46.7,6.87,7.25,7.63,7.25,2.0,0.78,12.0,0.0,6.37,6.95,7.53,6.95,2.0,1.2,12.0,0.0,6.63,6.63,6.63,6.63,1.0,0.0,22.0,0.0,100.0,100.0,100.0,100.0,1.0,0.0,22.0,0.0,2.92,3.6,4.28,3.6,2.0,1.41,12.0,0.0,0.52,1.63,2.74,1.63,2.0,2.3,12.0,0.0,2.7,2.93,3.15,2.93,2.0,0.46,12.0,0.0,1004.4,1012.35,1020.3,1012.35,2.0,16.48,12.0,0.0,8.0,8.0,8.0,8.0,2.0,0.0,12.0,0.0,100.0,100.0,100.0,100.0,1.0,0.0,22.0,0.0,2.4,7.5,12.6,7.5,2.0,10.6,12.0,0.0,8.1,10.9,13.7,10.9,2.0,5.8,12.0,0.0,4.0,12.7,21.3,12.7,2.0,17.9,12.0,0.0,17.4,20.6,23.9,20.6,2.0,6.7,12.0,0.0,21.6,21.6,21.6,21.6,1.0,0.0,22.0,0.0,21.6,21.6,21.6,21.6,1.0,0.0,22.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.3,0.5,0.3,2.0,0.42,12.0,0.0,0.2,0.8,1.3,0.8,2.0,1.1,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,22.0,0.0
1913,7,22963,-179.6,-45.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.2,11.05,11.9,11.05,2.0,1.77,20.0,0.5,4.6,6.26,7.92,6.26,2.0,3.44,20.0,0.5,8.75,8.86,8.97,8.86,2.0,0.23,20.0,0.5,994.5,994.5,994.5,994.5,1.0,0.0,26.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1913,7,22963,-179.6,30.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.7,6.7,6.7,6.7,2.0,0.0,18.0,1.0,-6.64,-6.5,-6.36,-6.5,2.0,0.29,18.0,1.0,-1.93,-1.15,-0.36,-1.15,2.0,1.62,18.0,1.0,1022.94,1023.9,1025.13,1024.03,3.0,1.6,20.0,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1913,7,22963,-179.6,50.3,5.63,7.35,9.4,7.55,14.0,1.54,16.0,0.4,7.2,7.8,9.04,8.02,13.0,0.87,16.0,0.4,5.38,5.89,5.92,5.7,7.0,0.3,8.0,0.1,85.0,93.4,93.4,89.0,7.0,5.9,8.0,0.1,2.6,5.65,12.11,6.83,14.0,4.56,16.0,0.4,0.0,0.6,3.97,2.03,14.0,4.39,16.0,0.4,-9.02,-1.62,6.55,-0.44,14.0,6.86,16.0,0.4,1004.16,1008.0,1020.62,1011.42,11.0,8.5,14.0,0.3,8.0,8.0,8.0,7.9,14.0,0.5,16.0,0.4,85.0,93.4,93.4,89.0,7.0,5.9,8.0,0.1,0.0,0.6,18.3,20.6,14.0,59.2,16.0,0.4,-84.8,-3.6,43.3,2.0,14.0,76.7,16.0,0.4,-1.4,2.5,34.6,16.2,13.0,38.4,16.0,0.4,-67.0,-16.6,65.7,-0.6,13.0,57.9,16.0,0.4,0.0,2.0,20.7,7.3,7.0,10.3,8.0,0.1,-54.8,-13.9,-12.2,-29.7,7.0,23.0,8.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.15,0.0,0.51,-0.32,13.0,0.93,16.0,0.4,-10.4,0.0,0.6,-3.1,13.0,6.4,16.0,0.4,-0.05,0.49,0.93,0.46,7.0,0.45,8.0,0.1,-0.5,1.3,4.5,2.0,7.0,3.5,8.0,0.1
1913,7,22963,-179.5,-23.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6,4.6,4.6,4.6,1.0,0.0,8.0,0.0,1.72,1.72,1.72,1.72,1.0,0.0,8.0,0.0,-4.27,-4.27,-4.27,-4.27,1.0,0.0,8.0,0.0,1012.2,1012.2,1012.2,1012.2,1.0,0.0,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1913,7,22963,-179.5,12.8,28.9,28.9,28.9,28.9,1.0,0.0,24.0,0.0,26.7,26.7,26.7,26.7,1.0,0.0,24.0,0.0,18.97,18.97,18.97,18.97,1.0,0.0,24.0,0.0,87.2,87.2,87.2,87.2,1.0,0.0,24.0,0.0,9.3,9.3,9.3,9.3,1.0,0.0,24.0,0.0,-9.3,-9.3,-9.3,-9.3,1.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,24.0,0.0,1018.2,1018.2,1018.2,1018.2,1.0,0.0,24.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,24.0,0.0,87.2,87.2,87.2,87.2,1.0,0.0,24.0,0.0,-86.5,-86.5,-86.5,-86.5,1.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,24.0,0.0,-248.3,-248.3,-248.3,-248.3,1.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,24.0,0.0,-176.4,-176.4,-176.4,-176.4,1.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,24.0,0.0,-54.4,-54.4,-54.4,-54.4,1.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,24.0,0.0,804.5,804.5,804.5,804.5,1.0,0.0,24.0,0.0,805.0,805.0,805.0,805.0,1.0,0.0,24.0,0.0,2.2,2.2,2.2,2.2,1.0,0.0,24.0,0.0,20.5,20.5,20.5,20.5,1.0,0.0,24.0,0.0,5.85,5.85,5.85,5.85,1.0,0.0,24.0,0.0,54.4,54.4,54.4,54.4,1.0,0.0,24.0,0.0
1913,7,22963,-179.5,50.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.2,1.8,0.9,7.0,1.3,8.0,0.1,-2.7,-1.0,0.5,-1.6,7.0,3.4,8.0,0.1,17.5,199.0,1794.0,744.0,14.0,1059.0,16.0,0.4,20.0,200.0,1795.0,745.0,14.0,1060.0,16.0,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
