Year,Month,Running Month,Longitude,Latitude,M=(QS-Q)*U-S1,M=(QS-Q)*U-Median,M=(QS-Q)*U-S5,M=(QS-Q)*U-Mean,M=(QS-Q)*U-Observation number,M=(QS-Q)*U-Standard deviation,M=(QS-Q)*U-Mean day of the month,M=(QS-Q)*U-Fraction of daylight observations,N=(QS-Q)*V-S1,N=(QS-Q)*V-Median,N=(QS-Q)*V-S5,N=(QS-Q)*V-Mean,N=(QS-Q)*V-Observation number,N=(QS-Q)*V-Standard deviation,N=(QS-Q)*V-Mean day of the month,N=(QS-Q)*V-Fraction of daylight observations,B1=W*W*W-S1,B1=W*W*W-Median,B1=W*W*W-S5,B1=W*W*W-Mean,B1=W*W*W-Observation number,B1=W*W*W-Standard deviation,B1=W*W*W-Mean day of the month,B1=W*W*W-Fraction of daylight observations,B2=W*W*W-S1,B2=W*W*W-Median,B2=W*W*W-S5,B2=W*W*W-Mean,B2=W*W*W-Observation number,B2=W*W*W-Standard deviation,B2=W*W*W-Mean day of the month,B2=W*W*W-Fraction of daylight observations,S-S1,S-Median,S-S5,S-Mean,S-Observation number,S-Standard deviation,S-Mean day of the month,S-Fraction of daylight observations,A-S1,A-Median,A-S5,A-Mean,A-Observation number,A-Standard deviation,A-Mean day of the month,A-Fraction of daylight observations,Q-S1,Q-Median,Q-S5,Q-Mean,Q-Observation number,Q-Standard deviation,Q-Mean day of the month,Q-Fraction of daylight observations,R-S1_x,R-Median_x,R-S5_x,R-Mean_x,R-Observation number_x,R-Standard deviation_x,R-Mean day of the month_x,R-Fraction of daylight observations_x,W-S1,W-Median,W-S5,W-Mean,W-Observation number,W-Standard deviation,W-Mean day of the month,W-Fraction of daylight observations,U-S1,U-Median,U-S5,U-Mean,U-Observation number,U-Standard deviation,U-Mean day of the month,U-Fraction of daylight observations,V-S1,V-Median,V-S5,V-Mean,V-Observation number,V-Standard deviation,V-Mean day of the month,V-Fraction of daylight observations,P-S1,P-Median,P-S5,P-Mean,P-Observation number,P-Standard deviation,P-Mean day of the month,P-Fraction of daylight observations,C-S1,C-Median,C-S5,C-Mean,C-Observation number,C-Standard deviation,C-Mean day of the month,C-Fraction of daylight observations,R-S1_y,R-Median_y,R-S5_y,R-Mean_y,R-Observation number_y,R-Standard deviation_y,R-Mean day of the month_y,R-Fraction of daylight observations_y,X=W*U-S1,X=W*U-Median,X=W*U-S5,X=W*U-Mean,X=W*U-Observation number,X=W*U-Standard deviation,X=W*U-Mean day of the month,X=W*U-Fraction of daylight observations,Y=W*V-S1,Y=W*V-Median,Y=W*V-S5,Y=W*V-Mean,Y=W*V-Observation number,Y=W*V-Standard deviation,Y=W*V-Mean day of the month,Y=W*V-Fraction of daylight observations,D=S-A-S1,D=S-A-Median,D=S-A-S5,D=S-A-Mean,D=S-A-Observation number,D=S-A-Standard deviation,D=S-A-Mean day of the month,D=S-A-Fraction of daylight observations,E=(S-A)*W-S1,E=(S-A)*W-Median,E=(S-A)*W-S5,E=(S-A)*W-Mean,E=(S-A)*W-Observation number,E=(S-A)*W-Standard deviation,E=(S-A)*W-Mean day of the month,E=(S-A)*W-Fraction of daylight observations,F=QS-Q-S1,F=QS-Q-Median,F=QS-Q-S5,F=QS-Q-Mean,F=QS-Q-Observation number,F=QS-Q-Standard deviation,F=QS-Q-Mean day of the month,F=QS-Q-Fraction of daylight observations,G=(QS-Q)*W-S1,G=(QS-Q)*W-Median,G=(QS-Q)*W-S5,G=(QS-Q)*W-Mean,G=(QS-Q)*W-Observation number,G=(QS-Q)*W-Standard deviation,G=(QS-Q)*W-Mean day of the month,G=(QS-Q)*W-Fraction of daylight observations,I=U*A-S1,I=U*A-Median,I=U*A-S5,I=U*A-Mean,I=U*A-Observation number,I=U*A-Standard deviation,I=U*A-Mean day of the month,I=U*A-Fraction of daylight observations,J=V*A-S1,J=V*A-Median,J=V*A-S5,J=V*A-Mean,J=V*A-Observation number,J=V*A-Standard deviation,J=V*A-Mean day of the month,J=V*A-Fraction of daylight observations,K=U*Q-S1,K=U*Q-Median,K=U*Q-S5,K=U*Q-Mean,K=U*Q-Observation number,K=U*Q-Standard deviation,K=U*Q-Mean day of the month,K=U*Q-Fraction of daylight observations,L=V*Q-S1,L=V*Q-Median,L=V*Q-S5,L=V*Q-Mean,L=V*Q-Observation number,L=V*Q-Standard deviation,L=V*Q-Mean day of the month,L=V*Q-Fraction of daylight observations
1918,9,23025,-179.8,46.7,3.6,5.9,8.3,5.9,2.0,4.9,14.0,0.0,-20.4,-14.6,-8.8,-14.6,2.0,12.0,14.0,0.0,548.5,1081.0,1613.5,1081.0,2.0,1103.0,14.0,0.0,550.0,1080.0,1615.0,1080.0,2.0,1105.0,14.0,0.0,9.25,10.0,10.75,10.0,2.0,1.56,14.0,0.0,10.17,10.55,10.93,10.55,2.0,0.78,14.0,0.0,6.08,6.11,6.14,6.11,2.0,0.07,14.0,0.0,76.1,77.6,79.2,77.6,2.0,3.3,14.0,0.0,7.59,9.5,11.41,9.5,2.0,3.96,14.0,0.0,2.84,3.56,4.27,3.56,2.0,1.48,14.0,0.0,-10.58,-8.81,-7.04,-8.81,2.0,3.67,14.0,0.0,1013.41,1013.85,1014.29,1013.85,2.0,0.92,14.0,0.0,7.2,7.5,7.8,7.5,2.0,0.7,14.0,0.0,76.1,77.6,79.2,77.6,2.0,3.3,14.0,0.0,23.1,36.7,50.3,36.7,2.0,28.2,14.0,0.0,-124.6,-90.9,-57.3,-90.9,2.0,69.8,14.0,0.0,-0.93,-0.55,-0.17,-0.55,2.0,0.78,14.0,0.0,-6.2,-3.7,-1.2,-3.7,2.0,5.2,14.0,0.0,1.15,1.51,1.86,1.51,2.0,0.74,14.0,0.0,9.5,15.8,22.0,15.8,2.0,13.0,14.0,0.0,29.2,38.1,47.0,38.1,2.0,18.4,14.0,0.0,-116.4,-94.4,-72.4,-94.4,2.0,45.6,14.0,0.0,17.3,21.8,26.3,21.8,2.0,9.3,14.0,0.0,-65.0,-53.9,-42.8,-53.9,2.0,23.0,14.0,0.0
1918,9,23025,-179.6,48.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.46,8.6,10.0,8.72,10.0,1.26,14.0,0.6,7.0,8.3,12.8,9.46,9.0,3.1,14.0,0.6,6.14,6.43,7.17,6.65,3.0,0.78,8.0,1.0,63.9,70.2,78.2,71.0,3.0,10.5,8.0,1.0,7.81,9.3,12.3,9.57,10.0,3.11,14.0,0.6,4.21,4.69,8.28,5.83,10.0,2.78,14.0,0.6,-10.64,-7.59,-3.88,-7.02,10.0,3.34,14.0,0.6,1003.77,1010.8,1015.9,1010.71,10.0,9.35,14.0,0.6,5.4,7.5,8.0,6.7,10.0,1.9,14.0,0.6,63.9,70.2,78.2,71.0,3.0,10.5,8.0,1.0,36.7,51.7,89.7,60.1,10.0,38.1,14.0,0.6,-130.9,-70.6,-32.6,-73.8,10.0,46.9,14.0,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1918,9,23025,-179.5,-33.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.57,2.8,4.03,2.8,2.0,2.55,26.0,1.0,0.88,1.25,1.62,1.25,2.0,0.77,26.0,1.0,1.27,2.47,3.67,2.47,2.0,2.49,26.0,1.0,1006.13,1006.2,1006.27,1006.2,2.0,0.14,26.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1918,9,23025,-179.5,24.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.84,26.6,27.15,26.5,4.0,0.78,14.0,1.0,26.67,26.9,27.85,27.21,7.0,0.92,18.0,1.0,19.2,19.2,19.2,19.2,1.0,0.0,18.0,1.0,87.8,89.3,90.8,89.3,2.0,3.1,14.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.55,-0.35,0.01,-0.27,4.0,0.36,14.0,1.0,-3.9,-3.7,-3.5,-3.7,2.0,0.5,14.0,1.0,1.19,1.19,1.19,1.19,1.0,0.0,18.0,1.0,8.0,8.0,8.0,8.0,1.0,0.0,18.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1918,9,23025,-179.5,24.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6,2.6,6.7,4.24,5.0,2.25,20.0,1.0,-4.46,-1.99,-1.99,-3.0,5.0,1.39,20.0,1.0,-1.67,-1.67,4.88,0.97,5.0,3.62,20.0,1.0,1018.98,1019.65,1020.17,1019.58,4.0,0.83,22.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-117.5,-57.6,-54.6,-81.0,5.0,35.5,20.0,1.0,-47.1,-44.6,129.2,24.2,5.0,96.8,20.0,1.0,-82.7,-82.7,-82.7,-82.7,1.0,0.0,18.0,1.0,98.5,98.5,98.5,98.5,1.0,0.0,18.0,1.0
1918,9,23025,-179.5,24.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,4.0,6.0,4.0,6.0,2.2,18.0,1.0,87.8,89.3,90.8,89.3,2.0,3.1,14.0,1.0,-29.9,-5.2,-5.2,-15.2,5.0,13.8,20.0,1.0,-4.3,-4.3,32.7,10.6,5.0,20.5,20.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1918,9,23025,-179.5,30.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6,2.6,3.97,3.27,3.0,1.15,14.0,0.7,-2.23,-1.84,-1.76,-1.99,3.0,0.37,14.0,0.7,-0.08,1.84,3.49,1.71,3.0,2.62,14.0,0.7,1015.95,1016.5,1020.05,1017.97,3.0,3.26,14.0,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1918,9,23025,-179.5,48.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.8,0.0,0.5,-0.76,9.0,1.98,14.0,0.6,-26.0,0.0,5.7,-9.0,9.0,20.2,14.0,0.6,0.45,1.19,1.48,0.97,3.0,0.78,8.0,1.0,4.2,11.1,17.1,10.6,3.0,9.5,8.0,1.0,26.1,58.5,64.8,52.0,9.0,24.0,14.0,0.6,-103.1,-63.1,-24.9,-69.5,9.0,48.3,14.0,0.6,26.7,29.9,33.4,30.0,3.0,4.9,8.0,1.0,-66.6,-60.6,-54.6,-60.6,3.0,8.8,8.0,1.0
1918,9,23025,-179.5,48.7,2.1,5.5,6.4,4.3,3.0,3.4,8.0,1.0,-15.8,-9.6,-3.6,-9.7,3.0,8.9,8.0,1.0,516.5,804.5,1861.0,1098.0,10.0,705.0,14.0,0.6,515.0,805.0,1860.0,1100.0,10.0,705.0,14.0,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1918,9,23025,-179.5,50.2,-3.3,-0.2,0.0,-1.6,4.0,3.0,22.0,0.8,-11.2,-7.3,-2.4,-6.8,4.0,6.6,22.0,0.8,81.0,199.0,1022.5,529.5,6.0,712.0,22.0,0.5,80.0,200.0,1025.0,530.0,6.0,710.0,22.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
