Year,Month,Running Month,Longitude,Latitude,S-S1,S-Median,S-S5,S-Mean,S-Observation number,S-Standard deviation,S-Mean day of the month,S-Fraction of daylight observations,A-S1,A-Median,A-S5,A-Mean,A-Observation number,A-Standard deviation,A-Mean day of the month,A-Fraction of daylight observations,Q-S1,Q-Median,Q-S5,Q-Mean,Q-Observation number,Q-Standard deviation,Q-Mean day of the month,Q-Fraction of daylight observations,R-S1_x,R-Median_x,R-S5_x,R-Mean_x,R-Observation number_x,R-Standard deviation_x,R-Mean day of the month_x,R-Fraction of daylight observations_x,W-S1,W-Median,W-S5,W-Mean,W-Observation number,W-Standard deviation,W-Mean day of the month,W-Fraction of daylight observations,U-S1,U-Median,U-S5,U-Mean,U-Observation number,U-Standard deviation,U-Mean day of the month,U-Fraction of daylight observations,V-S1,V-Median,V-S5,V-Mean,V-Observation number,V-Standard deviation,V-Mean day of the month,V-Fraction of daylight observations,P-S1,P-Median,P-S5,P-Mean,P-Observation number,P-Standard deviation,P-Mean day of the month,P-Fraction of daylight observations,D=S-A-S1,D=S-A-Median,D=S-A-S5,D=S-A-Mean,D=S-A-Observation number,D=S-A-Standard deviation,D=S-A-Mean day of the month,D=S-A-Fraction of daylight observations,E=(S-A)*W-S1,E=(S-A)*W-Median,E=(S-A)*W-S5,E=(S-A)*W-Mean,E=(S-A)*W-Observation number,E=(S-A)*W-Standard deviation,E=(S-A)*W-Mean day of the month,E=(S-A)*W-Fraction of daylight observations,F=QS-Q-S1,F=QS-Q-Median,F=QS-Q-S5,F=QS-Q-Mean,F=QS-Q-Observation number,F=QS-Q-Standard deviation,F=QS-Q-Mean day of the month,F=QS-Q-Fraction of daylight observations,G=(QS-Q)*W-S1,G=(QS-Q)*W-Median,G=(QS-Q)*W-S5,G=(QS-Q)*W-Mean,G=(QS-Q)*W-Observation number,G=(QS-Q)*W-Standard deviation,G=(QS-Q)*W-Mean day of the month,G=(QS-Q)*W-Fraction of daylight observations,I=U*A-S1,I=U*A-Median,I=U*A-S5,I=U*A-Mean,I=U*A-Observation number,I=U*A-Standard deviation,I=U*A-Mean day of the month,I=U*A-Fraction of daylight observations,J=V*A-S1,J=V*A-Median,J=V*A-S5,J=V*A-Mean,J=V*A-Observation number,J=V*A-Standard deviation,J=V*A-Mean day of the month,J=V*A-Fraction of daylight observations,K=U*Q-S1,K=U*Q-Median,K=U*Q-S5,K=U*Q-Mean,K=U*Q-Observation number,K=U*Q-Standard deviation,K=U*Q-Mean day of the month,K=U*Q-Fraction of daylight observations,L=V*Q-S1,L=V*Q-Median,L=V*Q-S5,L=V*Q-Mean,L=V*Q-Observation number,L=V*Q-Standard deviation,L=V*Q-Mean day of the month,L=V*Q-Fraction of daylight observations,M=(QS-Q)*U-S1,M=(QS-Q)*U-Median,M=(QS-Q)*U-S5,M=(QS-Q)*U-Mean,M=(QS-Q)*U-Observation number,M=(QS-Q)*U-Standard deviation,M=(QS-Q)*U-Mean day of the month,M=(QS-Q)*U-Fraction of daylight observations,N=(QS-Q)*V-S1,N=(QS-Q)*V-Median,N=(QS-Q)*V-S5,N=(QS-Q)*V-Mean,N=(QS-Q)*V-Observation number,N=(QS-Q)*V-Standard deviation,N=(QS-Q)*V-Mean day of the month,N=(QS-Q)*V-Fraction of daylight observations,B1=W*W*W-S1,B1=W*W*W-Median,B1=W*W*W-S5,B1=W*W*W-Mean,B1=W*W*W-Observation number,B1=W*W*W-Standard deviation,B1=W*W*W-Mean day of the month,B1=W*W*W-Fraction of daylight observations,B2=W*W*W-S1,B2=W*W*W-Median,B2=W*W*W-S5,B2=W*W*W-Mean,B2=W*W*W-Observation number,B2=W*W*W-Standard deviation,B2=W*W*W-Mean day of the month,B2=W*W*W-Fraction of daylight observations,C-S1,C-Median,C-S5,C-Mean,C-Observation number,C-Standard deviation,C-Mean day of the month,C-Fraction of daylight observations,R-S1_y,R-Median_y,R-S5_y,R-Mean_y,R-Observation number_y,R-Standard deviation_y,R-Mean day of the month_y,R-Fraction of daylight observations_y,X=W*U-S1,X=W*U-Median,X=W*U-S5,X=W*U-Mean,X=W*U-Observation number,X=W*U-Standard deviation,X=W*U-Mean day of the month,X=W*U-Fraction of daylight observations,Y=W*V-S1,Y=W*V-Median,Y=W*V-S5,Y=W*V-Mean,Y=W*V-Observation number,Y=W*V-Standard deviation,Y=W*V-Mean day of the month,Y=W*V-Fraction of daylight observations
1912,5,22949,-179.5,48.6,2.2,3.05,3.96,2.98,8.0,1.13,10.0,0.8,2.18,2.8,2.82,2.61,7.0,0.5,12.0,0.7,3.26,3.51,3.77,3.51,2.0,0.53,4.0,1.0,74.2,77.8,81.3,77.8,2.0,7.4,4.0,1.0,4.83,6.7,6.7,5.93,8.0,1.53,10.0,0.8,-4.11,-1.16,5.64,0.13,8.0,4.71,10.0,0.8,-6.44,-2.98,1.5,-2.4,8.0,3.69,10.0,0.8,999.29,1004.75,1010.37,1004.83,4.0,6.39,16.0,1.0,-0.6,0.0,0.83,0.13,7.0,0.8,12.0,0.7,-4.0,0.0,4.0,0.6,7.0,5.1,12.0,0.7,0.97,0.99,1.0,0.99,2.0,0.03,4.0,1.0,6.5,6.6,6.7,6.6,2.0,0.2,4.0,1.0,-13.6,-2.0,16.3,1.8,7.0,13.4,12.0,0.7,-14.6,-9.4,5.1,-7.1,7.0,9.3,12.0,0.7,-4.4,-4.1,-3.8,-4.1,2.0,0.6,4.0,1.0,-24.9,-23.2,-21.5,-23.2,2.0,3.5,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1,5.0,7.8,5.1,8.0,2.2,10.0,0.8,74.2,77.8,81.3,77.8,2.0,7.4,4.0,1.0,-18.5,-7.1,37.8,3.2,8.0,29.8,10.0,0.8,-43.1,-20.0,6.7,-17.0,8.0,23.8,10.0,0.8
1912,5,22949,-179.4,50.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,2.4,10.0,5.6,5.0,8.0,16.0,0.4,-0.5,0.0,1.3,0.4,5.0,1.7,16.0,0.4,49.0,621.0,1759.0,780.0,8.0,757.0,20.0,0.6,50.0,620.0,1760.0,780.0,8.0,755.0,20.0,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1912,5,22949,-179.4,50.2,3.3,3.9,4.34,3.74,8.0,0.83,20.0,0.6,2.32,3.9,4.4,3.74,8.0,1.15,20.0,0.6,3.85,4.09,4.63,4.23,5.0,0.63,16.0,0.4,73.2,92.4,95.2,85.8,5.0,13.1,16.0,0.4,3.05,8.25,12.02,7.85,8.0,3.87,20.0,0.6,3.04,6.76,11.77,7.35,8.0,3.71,20.0,0.6,-3.53,-0.58,0.0,-1.37,8.0,2.8,20.0,0.6,1000.74,1006.45,1014.16,1006.88,6.0,7.64,16.0,0.5,-1.03,0.0,1.04,0.0,8.0,0.9,20.0,0.6,-2.9,0.0,7.2,0.8,8.0,7.5,20.0,0.6,0.15,0.7,1.17,0.67,5.0,0.67,16.0,0.4,1.3,2.4,10.2,5.7,5.0,8.1,16.0,0.4,14.5,18.7,45.9,26.8,8.0,16.6,20.0,0.6,-13.6,-1.3,0.0,-4.3,8.0,9.8,20.0,0.6,12.7,26.9,32.5,24.1,5.0,12.4,16.0,0.4,-4.7,0.0,2.7,-0.4,5.0,5.0,16.0,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2,6.0,7.9,5.6,8.0,2.2,20.0,0.6,73.2,92.4,95.2,85.8,5.0,13.1,16.0,0.4,10.9,56.1,142.3,69.8,8.0,56.7,20.0,0.6,-34.2,-3.9,0.0,-11.8,8.0,28.6,20.0,0.6
1912,5,22949,-179.3,-37.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6,2.6,6.7,4.09,10.0,2.5,6.0,0.6,0.38,2.12,2.41,1.46,10.0,2.12,6.0,0.6,0.97,2.14,5.35,3.05,10.0,2.77,6.0,0.6,1017.49,1019.0,1020.14,1018.97,10.0,1.47,6.0,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1912,5,22949,-179.3,28.7,23.98,24.15,24.32,24.15,2.0,0.35,28.0,0.5,23.57,24.15,24.73,24.15,2.0,1.2,28.0,0.5,14.45,14.48,14.51,14.48,2.0,0.07,28.0,0.5,75.9,78.5,81.0,78.5,2.0,5.3,28.0,0.5,4.6,4.6,4.6,4.6,2.0,0.0,28.0,0.5,-2.96,-2.96,-2.96,-2.96,2.0,0.0,28.0,0.5,3.52,3.52,3.52,3.52,2.0,0.0,28.0,0.5,1026.75,1026.85,1026.95,1026.85,2.0,0.21,28.0,0.5,-0.41,0.0,0.41,0.0,2.0,0.85,28.0,0.5,-1.9,0.0,1.9,0.0,2.0,3.9,28.0,0.5,3.89,4.05,4.21,4.05,2.0,0.33,28.0,0.5,17.9,18.6,19.4,18.6,2.0,1.5,28.0,0.5,-73.1,-71.4,-69.7,-71.4,2.0,3.6,28.0,0.5,83.1,85.1,87.1,85.1,2.0,4.2,28.0,0.5,-42.9,-42.8,-42.7,-42.8,2.0,0.2,28.0,0.5,50.9,51.0,51.1,51.0,2.0,0.2,28.0,0.5,-12.4,-12.0,-11.5,-12.0,2.0,1.0,28.0,0.5,13.7,14.3,14.8,14.3,2.0,1.2,28.0,0.5,97.5,97.5,97.5,97.5,2.0,0.0,28.0,0.5,95.0,95.0,95.0,95.0,2.0,0.0,28.0,0.5,1.2,1.5,1.8,1.5,2.0,0.7,28.0,0.5,75.9,78.5,81.0,78.5,2.0,5.3,28.0,0.5,-13.6,-13.6,-13.6,-13.6,2.0,0.0,28.0,0.5,16.2,16.2,16.2,16.2,2.0,0.0,28.0,0.5
1912,5,22949,-179.3,48.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.2,-1.1,-1.1,-1.1,2.0,0.0,4.0,1.0,-6.6,-6.5,-6.4,-6.5,2.0,0.2,4.0,1.0,120.0,301.0,301.0,240.0,8.0,114.5,10.0,0.8,120.0,300.0,300.0,240.0,8.0,115.0,10.0,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1912,5,22949,-177.5,-49.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6,5.65,6.7,5.65,6.0,1.15,20.0,0.5,0.0,0.0,4.33,1.48,6.0,2.29,20.0,0.5,-6.7,-5.65,0.36,-3.83,6.0,3.76,20.0,0.5,1029.32,1030.0,1030.68,1030.0,2.0,1.41,20.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1912,5,22949,-177.5,28.4,23.9,23.9,23.9,23.9,1.0,0.0,28.0,1.0,20.0,20.3,22.33,21.13,4.0,1.87,10.0,0.8,14.16,14.16,14.16,14.16,1.0,0.0,28.0,1.0,77.8,77.8,77.8,77.8,1.0,0.0,28.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,28.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,28.0,1.0,4.08,4.08,4.08,4.08,1.0,0.0,28.0,1.0,10.6,10.6,10.6,10.6,1.0,0.0,28.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.8,-6.8,-6.8,-6.8,1.0,0.0,28.0,1.0,8.1,8.1,8.1,8.1,1.0,0.0,28.0,1.0,17.5,17.5,59.5,37.5,4.0,40.0,10.0,0.8,20.0,20.0,60.0,40.0,4.0,40.0,10.0,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1912,5,22949,-177.5,30.8,18.3,18.3,18.3,18.3,1.0,0.0,12.0,0.0,18.3,18.3,18.3,18.3,1.0,0.0,12.0,0.0,11.07,11.07,11.07,11.07,1.0,0.0,12.0,0.0,85.3,85.3,85.3,85.3,1.0,0.0,12.0,0.0,6.7,6.7,6.7,6.7,1.0,0.0,12.0,0.0,4.74,4.74,4.74,4.74,1.0,0.0,12.0,0.0,4.74,4.74,4.74,4.74,1.0,0.0,12.0,0.0,1019.6,1019.6,1019.6,1019.6,1.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,0.0,1.92,1.92,1.92,1.92,1.0,0.0,12.0,0.0,12.8,12.8,12.8,12.8,1.0,0.0,12.0,0.0,86.7,86.7,86.7,86.7,1.0,0.0,12.0,0.0,86.7,86.7,86.7,86.7,1.0,0.0,12.0,0.0,52.4,52.4,52.4,52.4,1.0,0.0,12.0,0.0,52.4,52.4,52.4,52.4,1.0,0.0,12.0,0.0,9.1,9.1,9.1,9.1,1.0,0.0,12.0,0.0,9.1,9.1,9.1,9.1,1.0,0.0,12.0,0.0,301.0,301.0,301.0,301.0,1.0,0.0,12.0,0.0,300.0,300.0,300.0,300.0,1.0,0.0,12.0,0.0,5.0,5.0,5.0,5.0,1.0,0.0,12.0,0.0,85.3,85.3,85.3,85.3,1.0,0.0,12.0,0.0,31.7,31.7,31.7,31.7,1.0,0.0,12.0,0.0,31.7,31.7,31.7,31.7,1.0,0.0,12.0,0.0
1912,5,22949,-177.4,28.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6,2.6,3.65,3.1,4.0,1.0,10.0,0.8,-0.13,1.78,1.99,0.97,4.0,1.77,10.0,0.8,1.67,1.83,3.21,2.41,4.0,1.28,10.0,0.8,1013.03,1014.75,1021.97,1017.38,4.0,6.78,10.0,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.9,35.7,40.5,18.1,4.0,38.9,10.0,0.8,33.9,41.0,68.0,50.5,4.0,24.8,10.0,0.8,-23.7,-23.7,-23.7,-23.7,1.0,0.0,28.0,1.0,28.2,28.2,28.2,28.2,1.0,0.0,28.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,4.0,3.5,4.0,1.0,10.0,0.8,77.8,77.8,77.8,77.8,1.0,0.0,28.0,1.0,0.2,5.2,6.3,3.3,4.0,5.2,10.0,0.8,4.3,4.8,12.9,8.4,4.0,7.6,10.0,0.8
