Year,Month,Running Month,Longitude,Latitude,M=(QS-Q)*U-S1,M=(QS-Q)*U-Median,M=(QS-Q)*U-S5,M=(QS-Q)*U-Mean,M=(QS-Q)*U-Observation number,M=(QS-Q)*U-Standard deviation,M=(QS-Q)*U-Mean day of the month,M=(QS-Q)*U-Fraction of daylight observations,N=(QS-Q)*V-S1,N=(QS-Q)*V-Median,N=(QS-Q)*V-S5,N=(QS-Q)*V-Mean,N=(QS-Q)*V-Observation number,N=(QS-Q)*V-Standard deviation,N=(QS-Q)*V-Mean day of the month,N=(QS-Q)*V-Fraction of daylight observations,B1=W*W*W-S1,B1=W*W*W-Median,B1=W*W*W-S5,B1=W*W*W-Mean,B1=W*W*W-Observation number,B1=W*W*W-Standard deviation,B1=W*W*W-Mean day of the month,B1=W*W*W-Fraction of daylight observations,B2=W*W*W-S1,B2=W*W*W-Median,B2=W*W*W-S5,B2=W*W*W-Mean,B2=W*W*W-Observation number,B2=W*W*W-Standard deviation,B2=W*W*W-Mean day of the month,B2=W*W*W-Fraction of daylight observations,S-S1,S-Median,S-S5,S-Mean,S-Observation number,S-Standard deviation,S-Mean day of the month,S-Fraction of daylight observations,A-S1,A-Median,A-S5,A-Mean,A-Observation number,A-Standard deviation,A-Mean day of the month,A-Fraction of daylight observations,Q-S1,Q-Median,Q-S5,Q-Mean,Q-Observation number,Q-Standard deviation,Q-Mean day of the month,Q-Fraction of daylight observations,R-S1_x,R-Median_x,R-S5_x,R-Mean_x,R-Observation number_x,R-Standard deviation_x,R-Mean day of the month_x,R-Fraction of daylight observations_x,W-S1,W-Median,W-S5,W-Mean,W-Observation number,W-Standard deviation,W-Mean day of the month,W-Fraction of daylight observations,U-S1,U-Median,U-S5,U-Mean,U-Observation number,U-Standard deviation,U-Mean day of the month,U-Fraction of daylight observations,V-S1,V-Median,V-S5,V-Mean,V-Observation number,V-Standard deviation,V-Mean day of the month,V-Fraction of daylight observations,P-S1,P-Median,P-S5,P-Mean,P-Observation number,P-Standard deviation,P-Mean day of the month,P-Fraction of daylight observations,C-S1,C-Median,C-S5,C-Mean,C-Observation number,C-Standard deviation,C-Mean day of the month,C-Fraction of daylight observations,R-S1_y,R-Median_y,R-S5_y,R-Mean_y,R-Observation number_y,R-Standard deviation_y,R-Mean day of the month_y,R-Fraction of daylight observations_y,X=W*U-S1,X=W*U-Median,X=W*U-S5,X=W*U-Mean,X=W*U-Observation number,X=W*U-Standard deviation,X=W*U-Mean day of the month,X=W*U-Fraction of daylight observations,Y=W*V-S1,Y=W*V-Median,Y=W*V-S5,Y=W*V-Mean,Y=W*V-Observation number,Y=W*V-Standard deviation,Y=W*V-Mean day of the month,Y=W*V-Fraction of daylight observations,D=S-A-S1,D=S-A-Median,D=S-A-S5,D=S-A-Mean,D=S-A-Observation number,D=S-A-Standard deviation,D=S-A-Mean day of the month,D=S-A-Fraction of daylight observations,E=(S-A)*W-S1,E=(S-A)*W-Median,E=(S-A)*W-S5,E=(S-A)*W-Mean,E=(S-A)*W-Observation number,E=(S-A)*W-Standard deviation,E=(S-A)*W-Mean day of the month,E=(S-A)*W-Fraction of daylight observations,F=QS-Q-S1,F=QS-Q-Median,F=QS-Q-S5,F=QS-Q-Mean,F=QS-Q-Observation number,F=QS-Q-Standard deviation,F=QS-Q-Mean day of the month,F=QS-Q-Fraction of daylight observations,G=(QS-Q)*W-S1,G=(QS-Q)*W-Median,G=(QS-Q)*W-S5,G=(QS-Q)*W-Mean,G=(QS-Q)*W-Observation number,G=(QS-Q)*W-Standard deviation,G=(QS-Q)*W-Mean day of the month,G=(QS-Q)*W-Fraction of daylight observations,I=U*A-S1,I=U*A-Median,I=U*A-S5,I=U*A-Mean,I=U*A-Observation number,I=U*A-Standard deviation,I=U*A-Mean day of the month,I=U*A-Fraction of daylight observations,J=V*A-S1,J=V*A-Median,J=V*A-S5,J=V*A-Mean,J=V*A-Observation number,J=V*A-Standard deviation,J=V*A-Mean day of the month,J=V*A-Fraction of daylight observations,K=U*Q-S1,K=U*Q-Median,K=U*Q-S5,K=U*Q-Mean,K=U*Q-Observation number,K=U*Q-Standard deviation,K=U*Q-Mean day of the month,K=U*Q-Fraction of daylight observations,L=V*Q-S1,L=V*Q-Median,L=V*Q-S5,L=V*Q-Mean,L=V*Q-Observation number,L=V*Q-Standard deviation,L=V*Q-Mean day of the month,L=V*Q-Fraction of daylight observations
1914,6,22974,-179.9,-47.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,8.0,8.0,8.0,1.0,0.0,12.0,0.0,100.0,100.0,100.0,100.0,1.0,0.0,12.0,0.0,-92.7,-92.7,-92.7,-92.7,1.0,0.0,12.0,0.0,-218.3,-218.3,-218.3,-218.3,1.0,0.0,12.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1914,6,22974,-179.8,-1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6,4.6,4.6,4.6,1.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,20.0,0.0,-4.6,-4.6,-4.6,-4.6,1.0,0.0,20.0,0.0,1008.5,1008.5,1008.5,1008.5,1.0,0.0,20.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1914,6,22974,-179.8,46.6,3.1,3.1,3.1,3.1,1.0,0.0,20.0,0.0,-3.1,-3.1,-3.1,-3.1,1.0,0.0,20.0,0.0,540.5,804.5,1358.0,942.5,4.0,656.5,16.0,0.5,540.0,805.0,1360.0,945.0,4.0,655.0,16.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1914,6,22974,-179.7,44.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.7,6.7,10.52,8.57,3.0,3.23,18.0,0.0,-5.11,2.62,5.07,0.04,3.0,7.78,18.0,0.0,3.67,6.17,7.89,5.79,3.0,3.11,18.0,0.0,1007.18,1008.2,1011.68,1009.4,3.0,3.46,18.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1914,6,22974,-179.7,50.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.66,5.0,5.0,4.88,10.0,0.25,10.0,0.4,5.0,5.6,5.6,5.67,11.0,1.49,10.0,0.4,4.37,4.57,4.74,4.57,5.0,0.23,6.0,0.4,76.9,83.3,86.8,82.5,5.0,6.3,6.0,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6,-0.6,0.0,-0.86,10.0,1.72,10.0,0.4,-7.4,-5.6,0.0,-6.3,10.0,11.9,10.0,0.4,0.58,0.7,1.09,0.79,5.0,0.29,6.0,0.4,2.5,6.1,10.1,6.2,5.0,3.9,6.0,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1914,6,22974,-179.7,50.4,1.8,6.1,10.0,6.0,5.0,4.1,6.0,0.4,-1.2,0.0,0.7,-0.2,5.0,1.5,6.0,0.4,184.0,804.5,1861.0,954.0,11.0,772.5,10.0,0.4,185.0,805.0,1860.0,955.0,11.0,770.0,10.0,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1914,6,22974,-179.6,30.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.52,21.1,21.75,21.06,7.0,1.22,12.0,0.4,21.0,21.1,21.45,21.3,6.0,0.76,12.0,0.5,12.26,13.82,13.98,13.25,6.0,1.15,12.0,0.5,72.9,90.0,91.4,85.1,6.0,9.7,12.0,0.5,1.0,2.6,4.6,2.71,7.0,1.47,12.0,0.4,-2.44,-1.8,1.03,-0.61,7.0,2.52,12.0,0.4,-1.7,-0.89,-0.43,-1.16,7.0,1.56,12.0,0.4,1018.94,1022.95,1026.36,1022.47,6.0,4.16,12.0,0.5,6.8,8.0,8.0,6.9,7.0,2.2,12.0,0.4,72.9,90.0,91.4,85.1,6.0,9.7,12.0,0.5,-6.4,-6.3,1.8,-1.0,7.0,9.8,12.0,0.4,-7.8,-2.3,-0.4,-4.8,7.0,7.0,12.0,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1914,6,22974,-179.6,38.1,0.0,0.0,0.0,0.0,1.0,0.0,18.0,0.0,-0.1,-0.1,-0.1,-0.1,1.0,0.0,18.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,18.0,0.0,15.6,15.6,15.6,15.6,1.0,0.0,18.0,0.0,16.7,16.7,16.7,16.7,1.0,0.0,18.0,0.0,11.06,11.06,11.06,11.06,1.0,0.0,18.0,0.0,93.8,93.8,93.8,93.8,1.0,0.0,18.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,18.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,18.0,0.0,1014.1,1014.1,1014.1,1014.1,1.0,0.0,18.0,0.0,8.0,8.0,8.0,8.0,1.0,0.0,18.0,0.0,93.8,93.8,93.8,93.8,1.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,18.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,18.0,0.0,-1.1,-1.1,-1.1,-1.1,1.0,0.0,18.0,0.0,-1.1,-1.1,-1.1,-1.1,1.0,0.0,18.0,0.0,-0.07,-0.07,-0.07,-0.07,1.0,0.0,18.0,0.0,-0.1,-0.1,-0.1,-0.1,1.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,18.0,0.0,16.7,16.7,16.7,16.7,1.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,18.0,0.0,11.1,11.1,11.1,11.1,1.0,0.0,18.0,0.0
1914,6,22974,-179.6,50.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.01,9.3,12.3,8.7,11.0,3.68,10.0,0.4,-7.55,4.31,9.3,2.44,11.0,8.37,10.0,0.4,-5.85,-2.14,0.0,-2.98,11.0,3.22,10.0,0.4,999.63,1004.15,1018.66,1007.03,10.0,9.86,10.0,0.4,5.6,8.0,8.0,7.1,11.0,1.3,10.0,0.4,76.9,83.3,86.8,82.5,5.0,6.3,6.0,0.4,-77.3,28.9,95.0,18.9,11.0,94.7,10.0,0.4,-65.3,-26.3,0.0,-29.7,11.0,38.4,10.0,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-49.8,21.5,51.0,11.7,11.0,45.8,10.0,0.4,-39.8,-9.4,0.0,-17.6,11.0,19.8,10.0,0.4,17.6,39.5,41.5,31.1,5.0,14.0,6.0,0.4,-11.8,0.0,2.8,-4.3,5.0,12.4,6.0,0.4
1914,6,22974,-179.5,-19.6,-44.1,-13.8,-7.9,-22.9,9.0,18.2,14.0,0.4,6.0,16.6,28.4,17.0,9.0,14.6,14.0,0.4,17.5,301.0,301.0,186.5,11.0,134.0,14.0,0.5,20.0,300.0,300.0,185.0,11.0,135.0,14.0,0.5,24.4,25.0,25.25,24.84,11.0,0.47,14.0,0.5,23.3,23.9,25.0,23.98,11.0,0.9,14.0,0.5,12.65,13.99,16.91,14.68,9.0,2.56,14.0,0.4,71.1,82.7,91.1,81.2,10.0,11.5,14.0,0.5,2.6,6.7,6.7,5.2,11.0,1.86,14.0,0.5,-5.83,-4.74,-0.37,-3.42,11.0,2.76,14.0,0.5,-2.26,2.57,4.46,1.97,11.0,2.91,14.0,0.5,1011.3,1015.7,1018.27,1014.83,10.0,3.66,14.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.1,1.7,0.85,11.0,0.93,14.0,0.5,0.0,5.1,11.4,5.5,11.0,5.8,14.0,0.5,2.06,5.18,7.32,4.82,9.0,2.93,14.0,0.4,10.8,23.8,49.0,30.1,9.0,21.1,14.0,0.4,-139.3,-108.0,-9.0,-80.4,11.0,65.8,14.0,0.5,-56.5,60.0,102.9,45.2,11.0,70.0,14.0,0.5,-88.8,-64.8,-31.5,-59.6,9.0,33.7,14.0,0.4,32.5,51.6,61.2,39.6,9.0,34.7,14.0,0.4
