Year,Month,Running Month,Longitude,Latitude,M=(QS-Q)*U-S1,M=(QS-Q)*U-Median,M=(QS-Q)*U-S5,M=(QS-Q)*U-Mean,M=(QS-Q)*U-Observation number,M=(QS-Q)*U-Standard deviation,M=(QS-Q)*U-Mean day of the month,M=(QS-Q)*U-Fraction of daylight observations,N=(QS-Q)*V-S1,N=(QS-Q)*V-Median,N=(QS-Q)*V-S5,N=(QS-Q)*V-Mean,N=(QS-Q)*V-Observation number,N=(QS-Q)*V-Standard deviation,N=(QS-Q)*V-Mean day of the month,N=(QS-Q)*V-Fraction of daylight observations,B1=W*W*W-S1,B1=W*W*W-Median,B1=W*W*W-S5,B1=W*W*W-Mean,B1=W*W*W-Observation number,B1=W*W*W-Standard deviation,B1=W*W*W-Mean day of the month,B1=W*W*W-Fraction of daylight observations,B2=W*W*W-S1,B2=W*W*W-Median,B2=W*W*W-S5,B2=W*W*W-Mean,B2=W*W*W-Observation number,B2=W*W*W-Standard deviation,B2=W*W*W-Mean day of the month,B2=W*W*W-Fraction of daylight observations,S-S1,S-Median,S-S5,S-Mean,S-Observation number,S-Standard deviation,S-Mean day of the month,S-Fraction of daylight observations,A-S1,A-Median,A-S5,A-Mean,A-Observation number,A-Standard deviation,A-Mean day of the month,A-Fraction of daylight observations,Q-S1,Q-Median,Q-S5,Q-Mean,Q-Observation number,Q-Standard deviation,Q-Mean day of the month,Q-Fraction of daylight observations,R-S1_x,R-Median_x,R-S5_x,R-Mean_x,R-Observation number_x,R-Standard deviation_x,R-Mean day of the month_x,R-Fraction of daylight observations_x,W-S1,W-Median,W-S5,W-Mean,W-Observation number,W-Standard deviation,W-Mean day of the month,W-Fraction of daylight observations,U-S1,U-Median,U-S5,U-Mean,U-Observation number,U-Standard deviation,U-Mean day of the month,U-Fraction of daylight observations,V-S1,V-Median,V-S5,V-Mean,V-Observation number,V-Standard deviation,V-Mean day of the month,V-Fraction of daylight observations,P-S1,P-Median,P-S5,P-Mean,P-Observation number,P-Standard deviation,P-Mean day of the month,P-Fraction of daylight observations,C-S1,C-Median,C-S5,C-Mean,C-Observation number,C-Standard deviation,C-Mean day of the month,C-Fraction of daylight observations,R-S1_y,R-Median_y,R-S5_y,R-Mean_y,R-Observation number_y,R-Standard deviation_y,R-Mean day of the month_y,R-Fraction of daylight observations_y,X=W*U-S1,X=W*U-Median,X=W*U-S5,X=W*U-Mean,X=W*U-Observation number,X=W*U-Standard deviation,X=W*U-Mean day of the month,X=W*U-Fraction of daylight observations,Y=W*V-S1,Y=W*V-Median,Y=W*V-S5,Y=W*V-Mean,Y=W*V-Observation number,Y=W*V-Standard deviation,Y=W*V-Mean day of the month,Y=W*V-Fraction of daylight observations,D=S-A-S1,D=S-A-Median,D=S-A-S5,D=S-A-Mean,D=S-A-Observation number,D=S-A-Standard deviation,D=S-A-Mean day of the month,D=S-A-Fraction of daylight observations,E=(S-A)*W-S1,E=(S-A)*W-Median,E=(S-A)*W-S5,E=(S-A)*W-Mean,E=(S-A)*W-Observation number,E=(S-A)*W-Standard deviation,E=(S-A)*W-Mean day of the month,E=(S-A)*W-Fraction of daylight observations,F=QS-Q-S1,F=QS-Q-Median,F=QS-Q-S5,F=QS-Q-Mean,F=QS-Q-Observation number,F=QS-Q-Standard deviation,F=QS-Q-Mean day of the month,F=QS-Q-Fraction of daylight observations,G=(QS-Q)*W-S1,G=(QS-Q)*W-Median,G=(QS-Q)*W-S5,G=(QS-Q)*W-Mean,G=(QS-Q)*W-Observation number,G=(QS-Q)*W-Standard deviation,G=(QS-Q)*W-Mean day of the month,G=(QS-Q)*W-Fraction of daylight observations,I=U*A-S1,I=U*A-Median,I=U*A-S5,I=U*A-Mean,I=U*A-Observation number,I=U*A-Standard deviation,I=U*A-Mean day of the month,I=U*A-Fraction of daylight observations,J=V*A-S1,J=V*A-Median,J=V*A-S5,J=V*A-Mean,J=V*A-Observation number,J=V*A-Standard deviation,J=V*A-Mean day of the month,J=V*A-Fraction of daylight observations,K=U*Q-S1,K=U*Q-Median,K=U*Q-S5,K=U*Q-Mean,K=U*Q-Observation number,K=U*Q-Standard deviation,K=U*Q-Mean day of the month,K=U*Q-Fraction of daylight observations,L=V*Q-S1,L=V*Q-Median,L=V*Q-S5,L=V*Q-Mean,L=V*Q-Observation number,L=V*Q-Standard deviation,L=V*Q-Mean day of the month,L=V*Q-Fraction of daylight observations
1917,4,23008,-179.7,18.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6,4.6,4.6,4.6,1.0,0.0,2.0,0.0,-4.23,-4.23,-4.23,-4.23,1.0,0.0,2.0,0.0,1.8,1.8,1.8,1.8,1.0,0.0,2.0,0.0,1017.8,1017.8,1017.8,1017.8,1.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1917,4,23008,-179.6,30.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6,6.7,12.45,7.94,7.0,4.77,14.0,0.7,-0.15,2.29,4.57,2.75,7.0,4.62,14.0,0.7,2.56,6.3,9.98,6.75,7.0,3.62,14.0,0.7,1013.59,1016.4,1020.35,1016.64,7.0,4.05,14.0,0.7,2.0,4.0,6.0,4.0,7.0,1.9,14.0,0.7,76.8,89.8,91.9,83.8,5.0,16.7,14.0,0.6,-1.4,15.4,58.0,34.2,7.0,69.4,14.0,0.7,6.7,42.2,142.7,67.4,7.0,60.4,14.0,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1917,4,23008,-179.6,30.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.87,17.75,18.42,17.58,6.0,1.18,12.0,0.7,17.02,17.8,19.32,18.22,5.0,1.72,14.0,0.6,9.48,11.54,12.52,10.97,5.0,2.83,14.0,0.6,76.8,89.8,91.9,83.8,5.0,16.7,14.0,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-21.3,30.7,121.6,50.1,5.0,98.2,14.0,0.6,46.0,159.9,183.2,124.3,5.0,76.8,14.0,0.6,-13.5,11.6,79.9,31.7,5.0,65.7,14.0,0.6,27.4,101.8,120.3,79.0,5.0,51.9,14.0,0.6
1917,4,23008,-179.5,30.2,-0.6,5.3,7.8,3.7,4.0,5.7,14.0,0.5,7.1,9.0,10.6,8.9,4.0,2.3,14.0,0.5,17.5,301.0,1946.5,993.5,7.0,1337.0,14.0,0.7,20.0,300.0,1945.0,995.0,7.0,1335.0,14.0,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.86,-0.3,0.0,-0.42,4.0,0.53,14.0,0.5,-5.2,-1.4,0.0,-2.6,4.0,3.5,14.0,0.5,0.71,1.08,3.03,1.84,4.0,1.85,14.0,0.5,9.7,11.0,12.2,10.9,4.0,1.4,14.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1917,4,23008,-179.5,34.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.3,10.8,13.92,11.58,4.0,2.92,8.0,0.5,-5.5,-0.26,3.53,-0.95,4.0,5.9,8.0,0.5,6.26,10.64,13.35,9.84,4.0,4.68,8.0,0.5,1007.25,1009.3,1011.42,1009.33,3.0,3.05,6.0,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1917,4,23008,-179.5,40.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6,8.0,10.87,8.23,4.0,3.33,20.0,0.8,5.15,7.73,10.36,7.76,4.0,3.16,20.0,0.8,-3.76,-2.21,-0.86,-2.31,4.0,1.99,20.0,0.8,1019.0,1024.25,1025.1,1022.15,4.0,4.83,20.0,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1917,4,23008,-179.5,42.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.7,8.0,12.94,9.52,6.0,3.64,2.0,0.5,-7.01,-4.32,0.52,-3.57,6.0,4.29,2.0,0.5,-9.83,-6.64,-6.2,-8.09,6.0,3.13,2.0,0.5,1014.41,1017.1,1019.62,1016.92,6.0,3.1,2.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1917,4,23008,-179.5,46.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.75,4.35,4.6,4.2,12.0,0.46,18.0,0.6,2.67,4.05,6.98,4.58,12.0,2.08,18.0,0.6,4.65,4.73,4.82,4.73,2.0,0.18,14.0,0.0,92.1,95.3,98.5,95.3,2.0,6.7,14.0,0.0,4.6,4.6,8.12,6.19,12.0,3.9,18.0,0.6,-2.17,0.86,4.74,1.17,12.0,5.91,18.0,0.6,-4.87,-4.23,2.25,-2.21,12.0,3.91,18.0,0.6,1003.67,1015.8,1024.84,1015.44,11.0,12.34,16.0,0.6,5.0,8.0,8.0,6.8,12.0,2.3,18.0,0.6,92.1,95.3,98.5,95.3,2.0,6.7,14.0,0.0,-10.0,4.0,31.7,13.7,12.0,77.5,18.0,0.6,-44.3,-19.5,10.4,-21.2,12.0,33.9,18.0,0.6,-2.15,-0.05,1.6,-0.38,12.0,1.98,18.0,0.6,-7.7,1.1,7.4,-3.6,12.0,17.1,18.0,0.6,0.44,0.53,0.62,0.53,2.0,0.19,14.0,0.0,3.1,6.0,8.9,6.0,2.0,5.9,14.0,0.0,-5.8,2.4,20.7,1.9,12.0,32.6,18.0,0.6,-21.2,-11.2,10.2,-8.0,12.0,23.2,18.0,0.6,28.3,43.9,59.4,43.9,2.0,32.3,14.0,0.0,-19.2,-8.3,2.6,-8.3,2.0,22.6,14.0,0.0
1917,4,23008,-179.5,48.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.33,3.3,4.4,3.52,15.0,1.2,12.0,0.6,1.89,4.4,5.0,3.77,16.0,1.68,12.0,0.6,3.28,3.8,4.74,4.1,7.0,0.77,16.0,0.6,81.0,89.8,100.0,87.7,7.0,11.2,16.0,0.6,4.16,6.7,12.3,8.23,16.0,4.2,12.0,0.6,-6.3,-1.67,4.27,-1.41,16.0,5.14,12.0,0.6,-10.49,-5.13,2.29,-3.77,16.0,6.81,12.0,0.6,1002.56,1020.5,1023.13,1015.99,15.0,11.91,12.0,0.6,7.0,8.0,8.0,7.5,16.0,0.7,12.0,0.6,81.0,89.8,100.0,87.7,7.0,11.2,16.0,0.6,-42.2,-4.3,36.8,-8.8,16.0,56.6,12.0,0.6,-125.1,-34.4,15.4,-53.2,16.0,84.9,12.0,0.6,-0.6,-0.5,0.86,-0.21,15.0,1.06,12.0,0.6,-6.5,-1.3,8.0,-0.7,15.0,12.5,12.0,0.6,-0.08,0.75,1.3,0.64,6.0,0.74,16.0,0.5,-0.5,6.4,16.0,7.3,6.0,8.4,16.0,0.5,-20.8,-7.7,10.1,-8.9,16.0,24.8,12.0,0.6,-47.0,-9.2,9.5,-14.1,16.0,30.7,12.0,0.6,-23.3,10.4,16.5,-3.0,7.0,23.8,16.0,0.6,-29.1,-22.8,24.1,-11.8,7.0,26.0,16.0,0.6
1917,4,23008,-179.5,48.6,-3.2,1.8,3.8,-0.5,6.0,7.5,16.0,0.5,-10.4,-5.6,-1.6,-6.2,6.0,5.7,16.0,0.5,125.5,301.0,1861.0,990.5,16.0,1228.5,12.0,0.6,125.0,300.0,1860.0,990.0,16.0,1230.0,12.0,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
