Year/Month,Longitude,Latitude,S-S1,S-Median,S-S5,S-Mean,S-Observation number,S-Standard deviation,S-Mean day of the month,S-Fraction of daylight observations,S-Mean Longitude,S-Mean Latitude,A-S1,A-Median,A-S5,A-Mean,A-Observation number,A-Standard deviation,A-Mean day of the month,A-Fraction of daylight observations,A-Mean Longitude,A-Mean Latitude,Q-S1,Q-Median,Q-S5,Q-Mean,Q-Observation number,Q-Standard deviation,Q-Mean day of the month,Q-Fraction of daylight observations,Q-Mean Longitude,Q-Mean Latitude,R-S1_x,R-Median_x,R-S5_x,R-Mean_x,R-Observation number_x,R-Standard deviation_x,R-Mean day of the month_x,R-Fraction of daylight observations_x,R-Mean Longitude_x,R-Mean Latitude_x,W-S1,W-Median,W-S5,W-Mean,W-Observation number,W-Standard deviation,W-Mean day of the month,W-Fraction of daylight observations,W-Mean Longitude,W-Mean Latitude,U-S1,U-Median,U-S5,U-Mean,U-Observation number,U-Standard deviation,U-Mean day of the month,U-Fraction of daylight observations,U-Mean Longitude,U-Mean Latitude,V-S1,V-Median,V-S5,V-Mean,V-Observation number,V-Standard deviation,V-Mean day of the month,V-Fraction of daylight observations,V-Mean Longitude,V-Mean Latitude,P-S1,P-Median,P-S5,P-Mean,P-Observation number,P-Standard deviation,P-Mean day of the month,P-Fraction of daylight observations,P-Mean Longitude,P-Mean Latitude,C-S1,C-Median,C-S5,C-Mean,C-Observation number,C-Standard deviation,C-Mean day of the month,C-Fraction of daylight observations,C-Mean Longitude,C-Mean Latitude,R-S1_y,R-Median_y,R-S5_y,R-Mean_y,R-Observation number_y,R-Standard deviation_y,R-Mean day of the month_y,R-Fraction of daylight observations_y,R-Mean Longitude_y,R-Mean Latitude_y,X=W*U-S1,X=W*U-Median,X=W*U-S5,X=W*U-Mean,X=W*U-Observation number,X=W*U-Standard deviation,X=W*U-Mean day of the month,X=W*U-Fraction of daylight observations,X=W*U-Mean Longitude,X=W*U-Mean Latitude,Y=W*V-S1,Y=W*V-Median,Y=W*V-S5,Y=W*V-Mean,Y=W*V-Observation number,Y=W*V-Standard deviation,Y=W*V-Mean day of the month,Y=W*V-Fraction of daylight observations,Y=W*V-Mean Longitude,Y=W*V-Mean Latitude,D=S-A-S1,D=S-A-Median,D=S-A-S5,D=S-A-Mean,D=S-A-Observation number,D=S-A-Standard deviation,D=S-A-Mean day of the month,D=S-A-Fraction of daylight observations,D=S-A-Mean Longitude,D=S-A-Mean Latitude,E=(S-A)*W-S1,E=(S-A)*W-Median,E=(S-A)*W-S5,E=(S-A)*W-Mean,E=(S-A)*W-Observation number,E=(S-A)*W-Standard deviation,E=(S-A)*W-Mean day of the month,E=(S-A)*W-Fraction of daylight observations,E=(S-A)*W-Mean Longitude,E=(S-A)*W-Mean Latitude,F=QS-Q-S1,F=QS-Q-Median,F=QS-Q-S5,F=QS-Q-Mean,F=QS-Q-Observation number,F=QS-Q-Standard deviation,F=QS-Q-Mean day of the month,F=QS-Q-Fraction of daylight observations,F=QS-Q-Mean Longitude,F=QS-Q-Mean Latitude,G=(QS-Q)*W-S1,G=(QS-Q)*W-Median,G=(QS-Q)*W-S5,G=(QS-Q)*W-Mean,G=(QS-Q)*W-Observation number,G=(QS-Q)*W-Standard deviation,G=(QS-Q)*W-Mean day of the month,G=(QS-Q)*W-Fraction of daylight observations,G=(QS-Q)*W-Mean Longitude,G=(QS-Q)*W-Mean Latitude,I=U*A-S1,I=U*A-Median,I=U*A-S5,I=U*A-Mean,I=U*A-Observation number,I=U*A-Standard deviation,I=U*A-Mean day of the month,I=U*A-Fraction of daylight observations,I=U*A-Mean Longitude,I=U*A-Mean Latitude,J=V*A-S1,J=V*A-Median,J=V*A-S5,J=V*A-Mean,J=V*A-Observation number,J=V*A-Standard deviation,J=V*A-Mean day of the month,J=V*A-Fraction of daylight observations,J=V*A-Mean Longitude,J=V*A-Mean Latitude,K=U*Q-S1,K=U*Q-Median,K=U*Q-S5,K=U*Q-Mean,K=U*Q-Observation number,K=U*Q-Standard deviation,K=U*Q-Mean day of the month,K=U*Q-Fraction of daylight observations,K=U*Q-Mean Longitude,K=U*Q-Mean Latitude,L=V*Q-S1,L=V*Q-Median,L=V*Q-S5,L=V*Q-Mean,L=V*Q-Observation number,L=V*Q-Standard deviation,L=V*Q-Mean day of the month,L=V*Q-Fraction of daylight observations,L=V*Q-Mean Longitude,L=V*Q-Mean Latitude,M=(QS-Q)*U-S1,M=(QS-Q)*U-Median,M=(QS-Q)*U-S5,M=(QS-Q)*U-Mean,M=(QS-Q)*U-Observation number,M=(QS-Q)*U-Standard deviation,M=(QS-Q)*U-Mean day of the month,M=(QS-Q)*U-Fraction of daylight observations,M=(QS-Q)*U-Mean Longitude,M=(QS-Q)*U-Mean Latitude,N=(QS-Q)*V-S1,N=(QS-Q)*V-Median,N=(QS-Q)*V-S5,N=(QS-Q)*V-Mean,N=(QS-Q)*V-Observation number,N=(QS-Q)*V-Standard deviation,N=(QS-Q)*V-Mean day of the month,N=(QS-Q)*V-Fraction of daylight observations,N=(QS-Q)*V-Mean Longitude,N=(QS-Q)*V-Mean Latitude,B1=W*W*W-S1,B1=W*W*W-Median,B1=W*W*W-S5,B1=W*W*W-Mean,B1=W*W*W-Observation number,B1=W*W*W-Standard deviation,B1=W*W*W-Mean day of the month,B1=W*W*W-Fraction of daylight observations,B1=W*W*W-Mean Longitude,B1=W*W*W-Mean Latitude,B2=W*W*W-S1,B2=W*W*W-Median,B2=W*W*W-S5,B2=W*W*W-Mean,B2=W*W*W-Observation number,B2=W*W*W-Standard deviation,B2=W*W*W-Mean day of the month,B2=W*W*W-Fraction of daylight observations,B2=W*W*W-Mean Longitude,B2=W*W*W-Mean Latitude
2025/2,0.0,-38.0,17.67,19.1,20.26,18.97,3.0,1.9,4.0,0.3,0.5,0.7,13.51,16.15,18.52,16.03,4.0,2.95,6.0,0.5,0.5,0.7,5.94,6.17,8.57,7.23,3.0,2.14,6.0,0.3,0.5,0.8,61.7,68.3,70.7,66.2,3.0,6.8,6.0,0.3,0.5,0.8,11.04,11.8,13.14,12.08,4.0,1.37,6.0,0.5,0.5,0.7,-1.94,1.07,8.3,3.09,4.0,7.6,6.0,0.5,0.5,0.7,-6.35,5.07,10.75,2.33,4.0,10.89,6.0,0.5,0.5,0.7,1016.48,1024.0,1025.71,1021.23,4.0,6.98,6.0,0.5,0.5,0.7,4.4,7.0,8.0,6.3,4.0,2.4,6.0,0.5,0.5,0.7,61.7,68.3,70.7,66.2,3.0,6.8,6.0,0.3,0.5,0.8,-20.9,13.1,113.7,44.9,4.0,102.5,6.0,0.5,0.5,0.7,-78.1,54.8,119.1,22.1,4.0,127.2,6.0,0.5,0.5,0.7,1.32,6.3,6.44,3.93,3.0,4.27,4.0,0.3,0.5,0.7,12.1,68.0,71.7,42.5,3.0,48.9,4.0,0.3,0.5,0.7,7.7,8.34,8.97,8.34,2.0,1.31,6.0,0.0,0.5,0.9,83.9,92.3,100.7,92.3,2.0,17.4,6.0,0.0,0.5,0.9,-24.8,20.3,150.4,60.9,4.0,131.2,6.0,0.5,0.5,0.7,-120.6,65.0,146.5,15.3,4.0,178.0,6.0,0.5,0.5,0.7,-15.5,0.0,14.1,-0.7,3.0,21.7,6.0,0.3,0.5,0.8,-60.3,62.6,64.9,3.7,3.0,104.9,6.0,0.3,0.5,0.8,-23.0,-13.7,-4.3,-13.7,2.0,19.4,6.0,0.0,0.5,0.9,79.9,89.9,100.0,89.9,2.0,20.8,6.0,0.0,0.5,0.9,1347.0,1652.0,2293.0,1812.5,4.0,634.5,6.0,0.5,0.5,0.7,1345.0,1650.0,2295.0,1810.0,4.0,635.0,6.0,0.5,0.5,0.7
2025/2,0.0,-36.0,18.48,19.5,20.52,19.5,2.0,2.12,8.0,1.0,0.8,0.9,19.52,20.1,22.14,20.8,4.0,2.2,8.0,1.0,0.7,1.0,10.07,10.59,11.58,10.81,4.0,1.13,8.0,1.0,0.7,1.0,69.5,72.1,73.2,71.4,4.0,2.8,8.0,1.0,0.7,1.0,6.58,8.75,9.51,8.08,4.0,2.08,8.0,1.0,0.7,1.0,1.66,2.85,4.81,3.21,4.0,2.26,8.0,1.0,0.7,1.0,-9.07,-6.88,0.37,-4.47,4.0,6.77,8.0,1.0,0.7,1.0,1021.5,1022.1,1022.81,1022.15,4.0,0.77,8.0,1.0,0.7,1.0,4.3,5.0,5.7,5.0,2.0,1.4,8.0,1.0,0.8,0.9,69.5,72.1,73.2,71.4,4.0,2.8,8.0,1.0,0.7,1.0,14.0,27.0,41.1,27.5,4.0,19.3,8.0,1.0,0.7,1.0,-86.3,-53.4,10.4,-38.6,4.0,61.7,8.0,1.0,0.7,1.0,-4.73,-2.0,0.73,-2.0,2.0,5.66,8.0,1.0,0.8,0.9,-39.8,-19.5,0.8,-19.5,2.0,42.0,8.0,1.0,0.8,0.9,1.16,2.98,4.79,2.98,2.0,3.76,8.0,1.0,0.8,0.9,6.8,15.7,24.6,15.7,2.0,18.5,8.0,1.0,0.8,0.9,32.8,57.2,109.4,70.5,4.0,57.1,8.0,1.0,0.7,1.0,-182.3,-135.5,20.8,-83.2,4.0,145.7,8.0,1.0,0.7,1.0,17.0,30.2,57.0,36.7,4.0,29.4,8.0,1.0,0.7,1.0,-96.0,-71.1,11.0,-43.8,4.0,76.1,8.0,1.0,0.7,1.0,2.5,3.5,4.5,3.5,2.0,2.1,8.0,1.0,0.8,0.9,-23.6,-13.3,-3.1,-13.3,2.0,21.2,8.0,1.0,0.8,0.9,332.0,678.0,861.0,600.5,4.0,346.5,8.0,1.0,0.7,1.0,330.0,680.0,860.0,600.0,4.0,345.0,8.0,1.0,0.7,1.0
2025/2,0.0,-34.0,17.0,17.0,17.0,17.0,1.0,0.0,6.0,1.0,0.8,0.9,18.43,20.05,20.1,19.3,4.0,1.53,8.0,0.8,0.4,0.3,10.27,11.45,11.9,11.1,4.0,1.13,8.0,0.8,0.4,0.3,78.2,80.6,82.1,80.2,4.0,2.6,8.0,0.8,0.4,0.3,7.13,8.0,9.4,8.25,4.0,1.53,8.0,0.8,0.4,0.3,-1.45,2.74,4.84,1.74,4.0,4.94,8.0,0.8,0.4,0.3,-7.89,-7.52,-5.66,-6.81,4.0,1.7,8.0,0.8,0.4,0.3,1018.09,1021.55,1021.91,1020.08,4.0,3.4,8.0,0.8,0.4,0.3,4.5,5.5,6.5,5.5,2.0,2.1,6.0,1.0,0.5,0.6,78.2,80.6,82.1,80.2,4.0,2.6,8.0,0.8,0.4,0.3,-8.6,21.9,47.2,19.4,4.0,42.0,8.0,0.8,0.4,0.3,-74.1,-60.3,-41.0,-57.7,4.0,22.2,8.0,0.8,0.4,0.3,0.0,0.0,0.0,0.0,1.0,0.0,6.0,1.0,0.8,0.9,0.0,0.0,0.0,0.0,1.0,0.0,6.0,1.0,0.8,0.9,2.42,2.42,2.42,2.42,1.0,0.0,6.0,1.0,0.8,0.9,16.2,16.2,16.2,16.2,1.0,0.0,6.0,1.0,0.8,0.9,-20.8,55.0,96.9,38.8,4.0,91.6,8.0,0.8,0.4,0.3,-158.3,-150.7,-106.7,-133.3,4.0,40.7,8.0,0.8,0.4,0.3,-11.8,31.7,57.3,23.1,4.0,52.7,8.0,0.8,0.4,0.3,-93.9,-86.2,-59.3,-77.0,4.0,25.0,8.0,0.8,0.4,0.3,-12.4,-12.4,-12.4,-12.4,1.0,0.0,6.0,1.0,0.8,0.9,-10.4,-10.4,-10.4,-10.4,1.0,0.0,6.0,1.0,0.8,0.9,366.5,516.0,854.5,606.5,4.0,345.5,8.0,0.8,0.4,0.3,365.0,515.0,855.0,605.0,4.0,345.0,8.0,0.8,0.4,0.3
2025/2,0.0,-32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1,5.1,5.1,5.1,1.0,0.0,2.0,1.0,0.3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.3,1.0,5.1,5.1,5.1,5.1,1.0,0.0,2.0,1.0,0.3,1.0,1022.0,1022.0,1022.0,1022.0,1.0,0.0,2.0,1.0,0.3,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025/2,0.0,-30.0,22.0,23.0,23.0,22.67,9.0,0.5,16.0,0.2,0.7,0.8,20.34,22.0,24.14,22.29,19.0,1.91,12.0,0.5,0.6,0.8,11.44,12.98,14.96,13.4,19.0,2.37,12.0,0.5,0.6,0.8,72.1,78.2,91.2,80.1,19.0,9.4,12.0,0.5,0.6,0.8,5.45,7.7,11.42,8.13,11.0,2.91,14.0,0.5,0.6,0.7,-9.21,-4.53,4.25,-3.55,11.0,5.99,14.0,0.5,0.6,0.7,1.47,4.63,6.87,4.52,11.0,2.98,14.0,0.5,0.6,0.7,1015.7,1018.4,1021.8,1018.45,19.0,2.87,12.0,0.5,0.6,0.8,3.5,5.5,7.0,5.0,12.0,2.0,16.0,0.5,0.6,0.8,72.1,78.2,91.2,80.1,19.0,9.4,12.0,0.5,0.6,0.8,-93.6,-33.6,23.9,-38.5,11.0,62.1,14.0,0.5,0.6,0.7,8.0,33.3,81.5,41.9,11.0,36.7,14.0,0.5,0.6,0.7,-0.46,1.0,2.0,0.89,9.0,1.17,16.0,0.2,0.7,0.8,-6.2,5.7,9.5,3.6,6.0,9.1,18.0,0.3,0.7,0.8,2.5,3.2,4.83,3.6,9.0,1.17,16.0,0.2,0.7,0.8,14.9,22.6,30.6,23.5,6.0,9.8,18.0,0.3,0.7,0.8,-216.3,-113.3,93.6,-88.3,11.0,139.7,14.0,0.5,0.6,0.7,35.7,103.9,156.7,105.9,11.0,74.8,14.0,0.5,0.6,0.7,-131.1,-66.3,63.7,-50.8,11.0,87.7,14.0,0.5,0.6,0.7,18.6,60.1,96.8,69.8,11.0,57.5,14.0,0.5,0.6,0.7,-26.3,-4.9,12.4,-6.1,6.0,20.0,18.0,0.3,0.7,0.8,6.5,9.8,16.7,12.3,6.0,11.4,18.0,0.3,0.7,0.8,163.5,456.5,1508.0,737.5,11.0,770.0,14.0,0.5,0.6,0.7,165.0,455.0,1510.0,740.0,11.0,770.0,14.0,0.5,0.6,0.7
2025/2,0.0,-28.0,21.0,23.0,24.05,22.66,13.0,1.55,16.0,0.8,0.4,0.4,22.0,24.1,25.03,23.66,24.0,1.94,12.0,0.9,0.4,0.5,9.53,12.04,13.63,12.04,23.0,2.08,12.0,0.9,0.4,0.5,59.3,65.3,77.9,67.0,24.0,10.2,12.0,0.9,0.4,0.5,6.2,7.7,8.7,7.45,14.0,1.35,16.0,0.8,0.4,0.5,-8.08,-4.89,2.27,-4.04,14.0,4.18,16.0,0.8,0.4,0.5,2.98,4.82,6.64,4.48,14.0,2.21,16.0,0.8,0.4,0.5,1017.45,1018.6,1021.02,1019.23,23.0,2.29,12.0,0.9,0.4,0.5,3.1,4.5,6.8,4.6,8.0,1.8,10.0,0.8,0.4,0.4,59.3,65.3,77.9,67.0,24.0,10.2,12.0,0.9,0.4,0.5,-70.3,-29.4,17.8,-31.8,14.0,35.7,16.0,0.8,0.4,0.5,24.7,29.6,55.3,33.6,14.0,18.3,16.0,0.8,0.4,0.5,-2.0,0.0,1.1,-0.37,13.0,1.71,16.0,0.8,0.4,0.4,-15.5,0.0,9.1,-3.1,13.0,14.0,16.0,0.8,0.4,0.4,3.12,5.24,5.94,4.96,12.0,1.64,16.0,0.8,0.4,0.5,23.5,37.6,47.9,36.2,12.0,11.4,16.0,0.8,0.4,0.5,-166.1,-117.1,57.1,-88.5,14.0,96.3,16.0,0.8,0.4,0.5,61.8,100.5,155.7,103.8,14.0,54.2,16.0,0.8,0.4,0.5,-86.3,-57.5,32.6,-41.3,13.0,50.9,14.0,0.8,0.4,0.5,26.5,50.7,102.4,57.1,13.0,35.9,14.0,0.8,0.4,0.5,-40.9,-23.0,8.1,-20.7,12.0,21.8,16.0,0.8,0.4,0.5,16.3,19.6,31.2,22.1,12.0,9.0,16.0,0.8,0.4,0.5,238.5,456.5,658.5,450.5,14.0,218.5,16.0,0.8,0.4,0.5,240.0,455.0,660.0,450.0,14.0,220.0,16.0,0.8,0.4,0.5
2025/2,0.0,-26.0,23.0,23.0,23.0,23.0,2.0,0.0,14.0,0.5,0.6,0.3,21.32,22.0,22.89,22.1,3.0,1.15,14.0,0.7,0.4,0.3,9.97,10.03,10.08,10.03,2.0,0.11,14.0,0.5,0.6,0.3,59.8,65.1,71.0,65.4,3.0,8.2,14.0,0.7,0.4,0.3,8.2,8.2,10.32,9.23,3.0,1.79,14.0,0.7,0.4,0.3,-7.51,-6.28,-5.85,-6.67,3.0,1.26,14.0,0.7,0.4,0.3,2.64,5.27,8.35,5.49,3.0,4.19,14.0,0.7,0.4,0.3,1020.48,1021.3,1022.12,1021.3,2.0,1.7,14.0,0.5,0.6,0.3,7.2,7.5,7.8,7.5,2.0,0.7,14.0,0.5,0.6,0.3,59.8,65.1,71.0,65.4,3.0,8.2,14.0,0.7,0.4,0.3,-65.5,-63.8,-55.4,-60.5,3.0,7.9,14.0,0.7,0.4,0.3,21.7,43.2,89.2,55.2,3.0,50.5,14.0,0.7,0.4,0.3,0.07,0.85,1.63,0.85,2.0,1.63,14.0,0.5,0.6,0.3,0.5,7.0,13.4,7.0,2.0,13.3,14.0,0.5,0.6,0.3,7.3,7.34,7.38,7.34,2.0,0.08,14.0,0.5,0.6,0.3,59.9,60.2,60.5,60.2,2.0,0.7,14.0,0.5,0.6,0.3,-162.2,-146.4,-131.3,-146.7,3.0,22.6,14.0,0.7,0.4,0.3,59.4,122.8,185.9,122.7,3.0,92.7,14.0,0.7,0.4,0.3,-77.7,-71.9,-66.1,-71.9,2.0,11.9,14.0,0.5,0.6,0.3,20.4,33.7,47.1,33.7,2.0,27.6,14.0,0.5,0.6,0.3,-57.5,-52.7,-48.0,-52.7,2.0,9.9,14.0,0.5,0.6,0.3,15.0,24.5,34.0,24.5,2.0,19.7,14.0,0.5,0.6,0.3,551.5,551.5,1160.0,848.5,3.0,514.5,14.0,0.7,0.4,0.3,550.0,550.0,1160.0,850.0,3.0,515.0,14.0,0.7,0.4,0.3
2025/2,0.0,-24.0,23.63,25.0,25.0,24.33,3.0,1.15,24.0,1.0,0.3,0.9,21.91,22.45,23.99,22.84,14.0,1.18,16.0,0.6,0.6,0.7,12.0,12.59,13.16,12.8,14.0,1.03,16.0,0.6,0.6,0.7,69.2,73.0,76.1,74.4,14.0,6.1,16.0,0.6,0.6,0.7,8.89,9.3,9.98,9.43,3.0,0.81,24.0,1.0,0.3,0.9,-7.84,-7.12,-6.78,-7.31,3.0,0.79,24.0,1.0,0.3,0.9,3.93,5.98,7.28,5.61,3.0,2.48,24.0,1.0,0.3,0.9,1014.91,1016.45,1017.96,1016.41,14.0,1.33,16.0,0.6,0.6,0.7,8.0,8.0,8.0,8.0,1.0,0.0,18.0,1.0,0.6,0.8,69.2,73.0,76.1,74.4,14.0,6.1,16.0,0.6,0.6,0.7,-70.2,-68.2,-66.9,-68.5,3.0,2.5,24.0,1.0,0.3,0.9,35.3,55.6,73.1,54.3,3.0,27.7,24.0,1.0,0.3,0.9,0.32,1.0,3.05,1.67,3.0,2.08,24.0,1.0,0.3,0.9,3.3,10.3,28.7,15.8,3.0,19.2,24.0,1.0,0.3,0.9,3.24,6.92,6.93,5.13,3.0,3.11,24.0,1.0,0.3,0.9,29.6,64.5,69.1,49.7,3.0,31.6,24.0,1.0,0.3,0.9,-178.8,-158.9,-152.6,-165.5,3.0,20.0,24.0,1.0,0.3,0.9,86.6,125.5,169.1,127.8,3.0,60.5,24.0,1.0,0.3,0.9,-117.5,-91.1,-86.6,-101.8,3.0,24.5,24.0,1.0,0.3,0.9,56.5,76.4,93.0,74.8,3.0,26.7,24.0,1.0,0.3,0.9,-48.2,-45.8,-23.1,-35.9,3.0,20.3,24.0,1.0,0.3,0.9,16.3,41.4,50.4,33.5,3.0,25.9,24.0,1.0,0.3,0.9,705.0,804.5,1001.0,852.0,3.0,221.0,24.0,1.0,0.3,0.9,705.0,805.0,1000.0,850.0,3.0,220.0,24.0,1.0,0.3,0.9
2025/2,0.0,-22.0,22.48,23.5,24.52,23.5,2.0,2.12,22.0,1.0,0.5,0.8,23.3,23.7,26.54,24.51,15.0,1.87,18.0,1.0,0.4,0.4,12.4,12.79,14.4,13.47,14.0,1.34,16.0,1.0,0.4,0.4,66.4,71.7,75.1,70.5,14.0,5.8,16.0,1.0,0.4,0.4,8.37,8.75,9.13,8.75,2.0,0.78,22.0,1.0,0.5,0.8,-7.43,-6.84,-6.25,-6.84,2.0,1.22,22.0,1.0,0.5,0.8,3.49,4.96,6.44,4.96,2.0,3.05,22.0,1.0,0.5,0.8,1014.72,1015.9,1016.51,1015.76,15.0,1.74,18.0,1.0,0.4,0.4,6.3,7.0,7.7,7.0,2.0,1.4,22.0,1.0,0.5,0.8,66.4,71.7,75.1,70.5,14.0,5.8,16.0,1.0,0.4,0.4,-62.0,-59.4,-56.8,-59.4,2.0,5.4,22.0,1.0,0.5,0.8,29.9,44.6,59.4,44.6,2.0,30.6,22.0,1.0,0.5,0.8,-2.84,-2.5,-2.16,-2.5,2.0,0.71,22.0,1.0,0.5,0.8,-26.1,-22.1,-18.2,-22.1,2.0,8.1,22.0,1.0,0.5,0.8,3.18,3.18,3.18,3.18,1.0,0.0,16.0,1.0,0.9,0.9,29.6,29.6,29.6,29.6,1.0,0.0,16.0,1.0,0.9,0.9,-182.1,-176.2,-170.2,-176.2,2.0,12.4,22.0,1.0,0.5,0.8,88.3,133.4,178.5,133.4,2.0,93.5,22.0,1.0,0.5,0.8,-98.3,-98.3,-98.3,-98.3,1.0,0.0,16.0,1.0,0.9,0.9,117.2,117.2,117.2,117.2,1.0,0.0,16.0,1.0,0.9,0.9,-19.0,-19.0,-19.0,-19.0,1.0,0.0,16.0,1.0,0.9,0.9,22.7,22.7,22.7,22.7,1.0,0.0,16.0,1.0,0.9,0.9,591.5,678.0,764.0,678.0,2.0,179.0,22.0,1.0,0.5,0.8,590.0,680.0,765.0,680.0,2.0,180.0,22.0,1.0,0.5,0.8
2025/2,0.0,-20.0,23.0,23.0,23.07,23.03,3.0,0.06,16.0,1.0,0.6,0.6,22.99,27.1,27.71,25.7,10.0,2.38,16.0,0.6,0.6,0.6,12.75,12.98,13.93,13.24,10.0,0.97,16.0,0.6,0.6,0.6,56.8,63.8,74.6,65.0,10.0,8.7,16.0,0.6,0.6,0.6,10.15,10.9,11.65,10.9,2.0,1.56,14.0,1.0,0.7,0.6,-7.68,-7.61,-7.54,-7.61,2.0,0.15,14.0,1.0,0.7,0.6,6.76,7.75,8.73,7.75,2.0,2.05,14.0,1.0,0.7,0.6,1013.07,1014.05,1015.47,1014.58,10.0,2.16,16.0,0.6,0.6,0.6,5.0,5.0,7.0,6.0,3.0,1.7,16.0,1.0,0.6,0.6,56.8,63.8,74.6,65.0,10.0,8.7,16.0,0.6,0.6,0.6,-89.5,-83.1,-76.6,-83.1,2.0,13.4,14.0,1.0,0.7,0.6,69.4,86.0,102.6,86.0,2.0,34.3,14.0,1.0,0.7,0.6,-4.88,-4.2,-4.06,-4.47,3.0,0.64,16.0,1.0,0.6,0.6,-50.9,-50.7,-50.5,-50.7,2.0,0.4,14.0,1.0,0.7,0.6,2.41,3.25,4.23,3.32,3.0,1.34,16.0,1.0,0.6,0.6,35.7,44.1,52.4,44.1,2.0,17.3,14.0,1.0,0.7,0.6,-212.0,-211.1,-210.2,-211.1,2.0,1.9,14.0,1.0,0.7,0.6,189.7,214.2,238.6,214.2,2.0,50.7,14.0,1.0,0.7,0.6,-106.2,-103.3,-100.3,-103.3,2.0,6.1,14.0,1.0,0.7,0.6,94.7,104.1,113.5,104.1,2.0,19.6,14.0,1.0,0.7,0.6,-34.3,-30.3,-26.3,-30.3,2.0,8.3,14.0,1.0,0.7,0.6,24.1,31.8,39.5,31.8,2.0,16.0,14.0,1.0,0.7,0.6,1066.0,1334.5,1603.0,1334.5,2.0,556.5,14.0,1.0,0.7,0.6,1065.0,1335.0,1605.0,1335.0,2.0,555.0,14.0,1.0,0.7,0.6
