Year,Month,Running Month,Longitude,Latitude,W-S1,W-Median,W-S5,W-Mean,W-Observation number,W-Standard deviation,W-Mean day of the month,W-Fraction of daylight observations,U-S1,U-Median,U-S5,U-Mean,U-Observation number,U-Standard deviation,U-Mean day of the month,U-Fraction of daylight observations,V-S1,V-Median,V-S5,V-Mean,V-Observation number,V-Standard deviation,V-Mean day of the month,V-Fraction of daylight observations,P-S1,P-Median,P-S5,P-Mean,P-Observation number,P-Standard deviation,P-Mean day of the month,P-Fraction of daylight observations,S-S1,S-Median,S-S5,S-Mean,S-Observation number,S-Standard deviation,S-Mean day of the month,S-Fraction of daylight observations,A-S1,A-Median,A-S5,A-Mean,A-Observation number,A-Standard deviation,A-Mean day of the month,A-Fraction of daylight observations,Q-S1,Q-Median,Q-S5,Q-Mean,Q-Observation number,Q-Standard deviation,Q-Mean day of the month,Q-Fraction of daylight observations,R-S1_x,R-Median_x,R-S5_x,R-Mean_x,R-Observation number_x,R-Standard deviation_x,R-Mean day of the month_x,R-Fraction of daylight observations_x,C-S1,C-Median,C-S5,C-Mean,C-Observation number,C-Standard deviation,C-Mean day of the month,C-Fraction of daylight observations,R-S1_y,R-Median_y,R-S5_y,R-Mean_y,R-Observation number_y,R-Standard deviation_y,R-Mean day of the month_y,R-Fraction of daylight observations_y,X=W*U-S1,X=W*U-Median,X=W*U-S5,X=W*U-Mean,X=W*U-Observation number,X=W*U-Standard deviation,X=W*U-Mean day of the month,X=W*U-Fraction of daylight observations,Y=W*V-S1,Y=W*V-Median,Y=W*V-S5,Y=W*V-Mean,Y=W*V-Observation number,Y=W*V-Standard deviation,Y=W*V-Mean day of the month,Y=W*V-Fraction of daylight observations,D=S-A-S1,D=S-A-Median,D=S-A-S5,D=S-A-Mean,D=S-A-Observation number,D=S-A-Standard deviation,D=S-A-Mean day of the month,D=S-A-Fraction of daylight observations,E=(S-A)*W-S1,E=(S-A)*W-Median,E=(S-A)*W-S5,E=(S-A)*W-Mean,E=(S-A)*W-Observation number,E=(S-A)*W-Standard deviation,E=(S-A)*W-Mean day of the month,E=(S-A)*W-Fraction of daylight observations,F=QS-Q-S1,F=QS-Q-Median,F=QS-Q-S5,F=QS-Q-Mean,F=QS-Q-Observation number,F=QS-Q-Standard deviation,F=QS-Q-Mean day of the month,F=QS-Q-Fraction of daylight observations,G=(QS-Q)*W-S1,G=(QS-Q)*W-Median,G=(QS-Q)*W-S5,G=(QS-Q)*W-Mean,G=(QS-Q)*W-Observation number,G=(QS-Q)*W-Standard deviation,G=(QS-Q)*W-Mean day of the month,G=(QS-Q)*W-Fraction of daylight observations,I=U*A-S1,I=U*A-Median,I=U*A-S5,I=U*A-Mean,I=U*A-Observation number,I=U*A-Standard deviation,I=U*A-Mean day of the month,I=U*A-Fraction of daylight observations,J=V*A-S1,J=V*A-Median,J=V*A-S5,J=V*A-Mean,J=V*A-Observation number,J=V*A-Standard deviation,J=V*A-Mean day of the month,J=V*A-Fraction of daylight observations,K=U*Q-S1,K=U*Q-Median,K=U*Q-S5,K=U*Q-Mean,K=U*Q-Observation number,K=U*Q-Standard deviation,K=U*Q-Mean day of the month,K=U*Q-Fraction of daylight observations,L=V*Q-S1,L=V*Q-Median,L=V*Q-S5,L=V*Q-Mean,L=V*Q-Observation number,L=V*Q-Standard deviation,L=V*Q-Mean day of the month,L=V*Q-Fraction of daylight observations,M=(QS-Q)*U-S1,M=(QS-Q)*U-Median,M=(QS-Q)*U-S5,M=(QS-Q)*U-Mean,M=(QS-Q)*U-Observation number,M=(QS-Q)*U-Standard deviation,M=(QS-Q)*U-Mean day of the month,M=(QS-Q)*U-Fraction of daylight observations,N=(QS-Q)*V-S1,N=(QS-Q)*V-Median,N=(QS-Q)*V-S5,N=(QS-Q)*V-Mean,N=(QS-Q)*V-Observation number,N=(QS-Q)*V-Standard deviation,N=(QS-Q)*V-Mean day of the month,N=(QS-Q)*V-Fraction of daylight observations,B1=W*W*W-S1,B1=W*W*W-Median,B1=W*W*W-S5,B1=W*W*W-Mean,B1=W*W*W-Observation number,B1=W*W*W-Standard deviation,B1=W*W*W-Mean day of the month,B1=W*W*W-Fraction of daylight observations,B2=W*W*W-S1,B2=W*W*W-Median,B2=W*W*W-S5,B2=W*W*W-Mean,B2=W*W*W-Observation number,B2=W*W*W-Standard deviation,B2=W*W*W-Mean day of the month,B2=W*W*W-Fraction of daylight observations
2023,1,24277,-179.9,-69.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,8.0,8.0,8.0,2.0,0.0,26.0,1.0,67.0,73.3,79.1,73.8,10.0,7.8,26.0,1.0,-21.5,-13.1,120.7,21.5,19.0,72.3,8.0,1.0,-86.5,-55.7,183.2,1.2,19.0,115.5,8.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,1,24277,-179.9,-69.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.4,15.4,15.4,15.4,1.0,0.0,26.0,1.0,18.4,18.4,18.4,18.4,1.0,0.0,26.0,1.0,373.0,804.5,3357.5,1371.5,19.0,1355.0,8.0,1.0,375.0,805.0,3355.0,1370.0,19.0,1355.0,8.0,1.0
2023,1,24277,-179.9,48.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,-11.6,-11.6,-11.6,-11.6,1.0,0.0,2.0,1.0,716.0,1619.5,2586.5,1649.5,4.0,1150.5,6.0,0.8,715.0,1620.0,2585.0,1650.0,4.0,1150.0,6.0,0.8
2023,1,24277,-179.7,-77.3,3.1,4.6,6.79,4.86,38.0,2.2,20.0,1.0,-3.59,-0.43,2.78,-0.23,38.0,3.44,20.0,1.0,-4.33,-0.8,3.75,-0.26,38.0,4.14,20.0,1.0,976.1,981.45,986.72,981.63,36.0,4.28,20.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,1,24277,-179.7,-77.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.32,-0.2,0.05,-0.11,31.0,0.3,18.0,1.0,-3.7,-2.0,-0.83,-2.26,41.0,1.51,20.0,1.0,2.54,2.71,2.94,2.74,3.0,0.29,30.0,1.0,77.1,79.9,83.4,80.2,3.0,4.6,30.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,1,24277,-179.7,-73.9,11.15,14.65,15.16,13.23,4.0,3.37,10.0,1.0,-11.61,-11.22,-1.02,-6.54,4.0,9.75,10.0,1.0,3.66,9.42,9.75,6.83,4.0,5.51,10.0,1.0,972.31,974.85,977.07,974.73,6.0,2.6,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,1,24277,-179.7,-69.5,7.2,9.3,14.97,10.06,19.0,3.39,8.0,1.0,-2.87,-1.51,7.92,0.68,19.0,5.34,8.0,1.0,-9.23,-7.09,11.85,-2.43,19.0,9.12,8.0,1.0,984.8,987.95,992.94,988.62,24.0,3.54,12.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.9,1.3,3.5,-2.6,19.0,9.9,8.0,1.0,-20.1,8.0,10.9,-0.2,19.0,16.2,8.0,1.0,21.2,23.3,25.7,23.4,5.0,2.5,26.0,1.0,29.4,31.2,36.0,32.4,5.0,4.0,26.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,1,24277,-179.7,-67.6,2.37,5.1,6.93,4.8,9.0,2.29,2.0,0.7,0.0,2.1,5.61,2.6,9.0,2.89,2.0,0.7,-4.5,0.0,3.51,-0.32,9.0,3.89,2.0,0.7,992.83,994.2,994.3,993.68,9.0,0.87,2.0,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,1,24277,-179.7,42.7,14.54,17.0,19.46,17.0,2.0,5.09,30.0,0.0,-3.01,-1.79,-0.57,-1.79,2.0,2.53,30.0,0.0,14.49,16.84,19.19,16.84,2.0,4.87,30.0,0.0,1018.9,1025.7,1026.38,1023.12,5.0,4.36,30.0,0.2,10.48,11.5,12.52,11.5,2.0,2.12,30.0,0.0,8.93,9.1,10.0,9.38,5.0,0.58,30.0,0.2,6.01,6.34,6.48,6.23,5.0,0.38,30.0,0.2,82.1,88.5,91.2,86.5,5.0,7.3,30.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.48,1.5,2.52,1.5,2.0,2.12,30.0,0.0,6.4,20.1,33.8,20.1,2.0,28.4,30.0,0.0,1.42,2.32,3.21,2.32,2.0,1.86,30.0,0.0,25.1,34.7,44.2,34.7,2.0,19.8,30.0,0.0,-30.1,-17.9,-5.7,-17.9,2.0,25.3,30.0,0.0,144.9,168.4,191.9,168.4,2.0,48.7,30.0,0.0,-19.8,-11.7,-3.7,-11.7,2.0,16.6,30.0,0.0,84.2,104.1,124.0,104.1,2.0,41.3,30.0,0.0,-3.0,-1.8,-0.6,-1.8,2.0,2.5,30.0,0.0,24.9,34.5,44.2,34.5,2.0,20.0,30.0,0.0,3411.5,5574.0,7736.5,5574.0,2.0,4480.0,30.0,0.0,3410.0,5575.0,7735.0,5575.0,2.0,4480.0,30.0,0.0
2023,1,24277,-179.7,48.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.03,5.1,6.4,5.7,3.0,1.13,8.0,1.0,1.91,3.2,4.89,3.73,8.0,2.47,12.0,0.4,3.68,3.8,4.08,3.92,6.0,0.37,12.0,0.2,80.0,84.3,85.9,82.6,6.0,6.1,12.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.37,0.0,0.75,-0.3,3.0,1.57,8.0,1.0,-14.1,0.0,5.4,-4.2,3.0,14.7,8.0,1.0,0.9,0.9,0.9,0.9,1.0,0.0,2.0,1.0,11.6,11.6,11.6,11.6,1.0,0.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
