Year,Month,Running Month,Longitude,Latitude,C-S1,C-Median,C-S5,C-Mean,C-Observation number,C-Standard deviation,C-Mean day of the month,C-Fraction of daylight observations,R-S1_x,R-Median_x,R-S5_x,R-Mean_x,R-Observation number_x,R-Standard deviation_x,R-Mean day of the month_x,R-Fraction of daylight observations_x,X=W*U-S1,X=W*U-Median,X=W*U-S5,X=W*U-Mean,X=W*U-Observation number,X=W*U-Standard deviation,X=W*U-Mean day of the month,X=W*U-Fraction of daylight observations,Y=W*V-S1,Y=W*V-Median,Y=W*V-S5,Y=W*V-Mean,Y=W*V-Observation number,Y=W*V-Standard deviation,Y=W*V-Mean day of the month,Y=W*V-Fraction of daylight observations,S-S1,S-Median,S-S5,S-Mean,S-Observation number,S-Standard deviation,S-Mean day of the month,S-Fraction of daylight observations,A-S1,A-Median,A-S5,A-Mean,A-Observation number,A-Standard deviation,A-Mean day of the month,A-Fraction of daylight observations,Q-S1,Q-Median,Q-S5,Q-Mean,Q-Observation number,Q-Standard deviation,Q-Mean day of the month,Q-Fraction of daylight observations,R-S1_y,R-Median_y,R-S5_y,R-Mean_y,R-Observation number_y,R-Standard deviation_y,R-Mean day of the month_y,R-Fraction of daylight observations_y,W-S1,W-Median,W-S5,W-Mean,W-Observation number,W-Standard deviation,W-Mean day of the month,W-Fraction of daylight observations,U-S1,U-Median,U-S5,U-Mean,U-Observation number,U-Standard deviation,U-Mean day of the month,U-Fraction of daylight observations,V-S1,V-Median,V-S5,V-Mean,V-Observation number,V-Standard deviation,V-Mean day of the month,V-Fraction of daylight observations,P-S1,P-Median,P-S5,P-Mean,P-Observation number,P-Standard deviation,P-Mean day of the month,P-Fraction of daylight observations,D=S-A-S1,D=S-A-Median,D=S-A-S5,D=S-A-Mean,D=S-A-Observation number,D=S-A-Standard deviation,D=S-A-Mean day of the month,D=S-A-Fraction of daylight observations,E=(S-A)*W-S1,E=(S-A)*W-Median,E=(S-A)*W-S5,E=(S-A)*W-Mean,E=(S-A)*W-Observation number,E=(S-A)*W-Standard deviation,E=(S-A)*W-Mean day of the month,E=(S-A)*W-Fraction of daylight observations,F=QS-Q-S1,F=QS-Q-Median,F=QS-Q-S5,F=QS-Q-Mean,F=QS-Q-Observation number,F=QS-Q-Standard deviation,F=QS-Q-Mean day of the month,F=QS-Q-Fraction of daylight observations,G=(QS-Q)*W-S1,G=(QS-Q)*W-Median,G=(QS-Q)*W-S5,G=(QS-Q)*W-Mean,G=(QS-Q)*W-Observation number,G=(QS-Q)*W-Standard deviation,G=(QS-Q)*W-Mean day of the month,G=(QS-Q)*W-Fraction of daylight observations,I=U*A-S1,I=U*A-Median,I=U*A-S5,I=U*A-Mean,I=U*A-Observation number,I=U*A-Standard deviation,I=U*A-Mean day of the month,I=U*A-Fraction of daylight observations,J=V*A-S1,J=V*A-Median,J=V*A-S5,J=V*A-Mean,J=V*A-Observation number,J=V*A-Standard deviation,J=V*A-Mean day of the month,J=V*A-Fraction of daylight observations,K=U*Q-S1,K=U*Q-Median,K=U*Q-S5,K=U*Q-Mean,K=U*Q-Observation number,K=U*Q-Standard deviation,K=U*Q-Mean day of the month,K=U*Q-Fraction of daylight observations,L=V*Q-S1,L=V*Q-Median,L=V*Q-S5,L=V*Q-Mean,L=V*Q-Observation number,L=V*Q-Standard deviation,L=V*Q-Mean day of the month,L=V*Q-Fraction of daylight observations,M=(QS-Q)*U-S1,M=(QS-Q)*U-Median,M=(QS-Q)*U-S5,M=(QS-Q)*U-Mean,M=(QS-Q)*U-Observation number,M=(QS-Q)*U-Standard deviation,M=(QS-Q)*U-Mean day of the month,M=(QS-Q)*U-Fraction of daylight observations,N=(QS-Q)*V-S1,N=(QS-Q)*V-Median,N=(QS-Q)*V-S5,N=(QS-Q)*V-Mean,N=(QS-Q)*V-Observation number,N=(QS-Q)*V-Standard deviation,N=(QS-Q)*V-Mean day of the month,N=(QS-Q)*V-Fraction of daylight observations,B1=W*W*W-S1,B1=W*W*W-Median,B1=W*W*W-S5,B1=W*W*W-Mean,B1=W*W*W-Observation number,B1=W*W*W-Standard deviation,B1=W*W*W-Mean day of the month,B1=W*W*W-Fraction of daylight observations,B2=W*W*W-S1,B2=W*W*W-Median,B2=W*W*W-S5,B2=W*W*W-Mean,B2=W*W*W-Observation number,B2=W*W*W-Standard deviation,B2=W*W*W-Mean day of the month,B2=W*W*W-Fraction of daylight observations
1906,8,22880,-179.6,-35.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.74,17.2,19.0,14.5,4.0,6.81,4.0,1.0,4.1,11.02,13.44,8.87,4.0,6.34,4.0,1.0,8.49,13.1,13.44,11.06,4.0,4.32,4.0,1.0,997.6,997.6,997.6,997.6,1.0,0.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1906,8,22880,-179.5,48.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.3,9.3,9.3,9.3,1.0,0.0,28.0,1.0,-9.3,-9.3,-9.3,-9.3,1.0,0.0,28.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,28.0,1.0,1012.0,1012.0,1012.0,1012.0,1.0,0.0,28.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1906,8,22880,-179.4,28.8,4.0,4.0,4.0,4.0,1.0,0.0,4.0,1.0,86.6,86.6,86.6,86.6,1.0,0.0,4.0,1.0,-6.8,-6.8,-6.8,-6.8,1.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1906,8,22880,-179.4,30.4,2.6,3.0,3.4,3.0,5.0,0.7,14.0,0.6,95.3,95.3,95.3,95.3,1.0,0.0,4.0,1.0,-16.2,-1.0,10.9,-1.9,5.0,14.4,14.0,0.6,-13.6,0.0,24.8,6.1,5.0,24.1,14.0,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1906,8,22880,-179.4,50.3,4.9,8.0,8.0,6.7,7.0,2.0,22.0,0.6,95.1,100.0,100.0,97.6,3.0,4.1,26.0,1.0,0.0,16.2,79.9,33.5,7.0,37.2,22.0,0.6,-45.3,-19.9,0.7,-18.0,7.0,24.7,22.0,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6,6.7,9.32,6.61,7.0,2.22,22.0,0.6,0.0,3.52,8.18,4.17,7.0,3.88,22.0,0.6,-5.54,-4.32,0.14,-2.59,7.0,3.57,22.0,0.6,1008.44,1017.1,1017.96,1013.38,4.0,8.15,24.0,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1906,8,22880,-179.3,50.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.31,9.2,9.65,9.03,6.0,1.12,22.0,0.7,8.9,9.0,9.52,9.2,6.0,0.43,22.0,0.7,7.02,7.03,7.03,7.03,3.0,0.01,26.0,1.0,95.1,100.0,100.0,97.6,3.0,4.1,26.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.77,0.25,0.52,-0.17,6.0,1.07,22.0,0.7,-5.0,1.2,2.9,-0.9,6.0,5.2,22.0,0.7,0.24,0.24,0.66,0.45,3.0,0.35,26.0,1.0,1.3,1.6,3.2,2.2,3.0,1.5,26.0,1.0,0.0,24.4,65.1,32.1,6.0,34.0,22.0,0.7,-46.6,-20.5,5.7,-19.3,6.0,33.6,22.0,0.7,0.0,0.0,7.6,3.7,3.0,6.4,26.0,1.0,-42.4,-32.3,-31.0,-36.6,3.0,9.1,26.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1906,8,22880,-179.3,50.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.9,0.4,3.0,0.8,26.0,1.0,-3.0,-1.6,-1.3,-2.1,3.0,1.4,26.0,1.0,97.5,301.0,811.0,377.0,7.0,353.0,22.0,0.6,95.0,300.0,810.0,375.0,7.0,355.0,22.0,0.6
1906,8,22880,-177.5,28.7,2.6,4.0,5.4,4.0,3.0,2.0,6.0,0.7,82.0,82.0,82.0,82.0,1.0,0.0,4.0,0.0,-34.4,-34.4,-15.3,-25.0,3.0,16.2,6.0,0.7,-28.9,-28.9,-10.7,-20.0,3.0,15.3,6.0,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1906,8,22880,-177.4,50.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.77,9.4,9.4,8.83,7.0,0.93,22.0,1.0,9.4,10.0,10.68,10.16,7.0,1.02,22.0,1.0,7.29,7.29,7.29,7.29,1.0,0.0,26.0,1.0,100.0,100.0,100.0,100.0,1.0,0.0,26.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.23,-1.2,0.0,-1.33,7.0,1.13,22.0,1.0,-8.6,-5.7,0.0,-6.3,7.0,6.5,22.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,26.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,26.0,1.0,-53.2,18.7,35.4,2.0,7.0,48.0,22.0,1.0,-2.0,16.7,63.4,22.3,7.0,40.2,22.0,1.0,-5.8,-5.8,-5.8,-5.8,1.0,0.0,26.0,1.0,-33.0,-33.0,-33.0,-33.0,1.0,0.0,26.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1906,8,22880,-177.4,50.4,6.5,8.0,8.0,7.3,9.0,1.4,20.0,0.8,100.0,100.0,100.0,100.0,1.0,0.0,26.0,1.0,-22.1,5.2,70.3,25.9,9.0,56.5,20.0,0.8,-44.8,4.3,29.3,0.5,9.0,42.7,20.0,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.14,6.7,9.67,6.81,9.0,3.27,20.0,0.8,-3.36,1.99,7.74,2.48,9.0,5.74,20.0,0.8,-4.73,1.67,4.37,0.5,9.0,4.77,20.0,0.8,999.58,1008.6,1012.35,1006.6,5.0,6.99,24.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
