Year,Month,Running Month,Longitude,Latitude,M=(QS-Q)*U-S1,M=(QS-Q)*U-Median,M=(QS-Q)*U-S5,M=(QS-Q)*U-Mean,M=(QS-Q)*U-Observation number,M=(QS-Q)*U-Standard deviation,M=(QS-Q)*U-Mean day of the month,M=(QS-Q)*U-Fraction of daylight observations,N=(QS-Q)*V-S1,N=(QS-Q)*V-Median,N=(QS-Q)*V-S5,N=(QS-Q)*V-Mean,N=(QS-Q)*V-Observation number,N=(QS-Q)*V-Standard deviation,N=(QS-Q)*V-Mean day of the month,N=(QS-Q)*V-Fraction of daylight observations,B1=W*W*W-S1,B1=W*W*W-Median,B1=W*W*W-S5,B1=W*W*W-Mean,B1=W*W*W-Observation number,B1=W*W*W-Standard deviation,B1=W*W*W-Mean day of the month,B1=W*W*W-Fraction of daylight observations,B2=W*W*W-S1,B2=W*W*W-Median,B2=W*W*W-S5,B2=W*W*W-Mean,B2=W*W*W-Observation number,B2=W*W*W-Standard deviation,B2=W*W*W-Mean day of the month,B2=W*W*W-Fraction of daylight observations,S-S1,S-Median,S-S5,S-Mean,S-Observation number,S-Standard deviation,S-Mean day of the month,S-Fraction of daylight observations,A-S1,A-Median,A-S5,A-Mean,A-Observation number,A-Standard deviation,A-Mean day of the month,A-Fraction of daylight observations,Q-S1,Q-Median,Q-S5,Q-Mean,Q-Observation number,Q-Standard deviation,Q-Mean day of the month,Q-Fraction of daylight observations,R-S1_x,R-Median_x,R-S5_x,R-Mean_x,R-Observation number_x,R-Standard deviation_x,R-Mean day of the month_x,R-Fraction of daylight observations_x,W-S1,W-Median,W-S5,W-Mean,W-Observation number,W-Standard deviation,W-Mean day of the month,W-Fraction of daylight observations,U-S1,U-Median,U-S5,U-Mean,U-Observation number,U-Standard deviation,U-Mean day of the month,U-Fraction of daylight observations,V-S1,V-Median,V-S5,V-Mean,V-Observation number,V-Standard deviation,V-Mean day of the month,V-Fraction of daylight observations,P-S1,P-Median,P-S5,P-Mean,P-Observation number,P-Standard deviation,P-Mean day of the month,P-Fraction of daylight observations,C-S1,C-Median,C-S5,C-Mean,C-Observation number,C-Standard deviation,C-Mean day of the month,C-Fraction of daylight observations,R-S1_y,R-Median_y,R-S5_y,R-Mean_y,R-Observation number_y,R-Standard deviation_y,R-Mean day of the month_y,R-Fraction of daylight observations_y,X=W*U-S1,X=W*U-Median,X=W*U-S5,X=W*U-Mean,X=W*U-Observation number,X=W*U-Standard deviation,X=W*U-Mean day of the month,X=W*U-Fraction of daylight observations,Y=W*V-S1,Y=W*V-Median,Y=W*V-S5,Y=W*V-Mean,Y=W*V-Observation number,Y=W*V-Standard deviation,Y=W*V-Mean day of the month,Y=W*V-Fraction of daylight observations,D=S-A-S1,D=S-A-Median,D=S-A-S5,D=S-A-Mean,D=S-A-Observation number,D=S-A-Standard deviation,D=S-A-Mean day of the month,D=S-A-Fraction of daylight observations,E=(S-A)*W-S1,E=(S-A)*W-Median,E=(S-A)*W-S5,E=(S-A)*W-Mean,E=(S-A)*W-Observation number,E=(S-A)*W-Standard deviation,E=(S-A)*W-Mean day of the month,E=(S-A)*W-Fraction of daylight observations,F=QS-Q-S1,F=QS-Q-Median,F=QS-Q-S5,F=QS-Q-Mean,F=QS-Q-Observation number,F=QS-Q-Standard deviation,F=QS-Q-Mean day of the month,F=QS-Q-Fraction of daylight observations,G=(QS-Q)*W-S1,G=(QS-Q)*W-Median,G=(QS-Q)*W-S5,G=(QS-Q)*W-Mean,G=(QS-Q)*W-Observation number,G=(QS-Q)*W-Standard deviation,G=(QS-Q)*W-Mean day of the month,G=(QS-Q)*W-Fraction of daylight observations,I=U*A-S1,I=U*A-Median,I=U*A-S5,I=U*A-Mean,I=U*A-Observation number,I=U*A-Standard deviation,I=U*A-Mean day of the month,I=U*A-Fraction of daylight observations,J=V*A-S1,J=V*A-Median,J=V*A-S5,J=V*A-Mean,J=V*A-Observation number,J=V*A-Standard deviation,J=V*A-Mean day of the month,J=V*A-Fraction of daylight observations,K=U*Q-S1,K=U*Q-Median,K=U*Q-S5,K=U*Q-Mean,K=U*Q-Observation number,K=U*Q-Standard deviation,K=U*Q-Mean day of the month,K=U*Q-Fraction of daylight observations,L=V*Q-S1,L=V*Q-Median,L=V*Q-S5,L=V*Q-Mean,L=V*Q-Observation number,L=V*Q-Standard deviation,L=V*Q-Mean day of the month,L=V*Q-Fraction of daylight observations
1907,4,22888,-179.9,48.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6,4.6,4.6,4.6,2.0,0.0,18.0,0.5,0.01,1.76,3.51,1.76,2.0,3.62,18.0,0.5,-0.6,1.48,3.56,1.48,2.0,4.32,18.0,0.5,983.37,996.65,1009.93,996.65,2.0,27.51,18.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1907,4,22888,-179.7,-49.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.25,12.3,12.3,11.3,3.0,1.73,22.0,1.0,8.39,12.3,12.3,10.39,3.0,3.3,22.0,1.0,-4.49,0.0,0.0,-2.19,3.0,3.8,22.0,1.0,1018.63,1019.35,1020.07,1019.35,2.0,1.48,30.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1907,4,22888,-179.7,-25.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6,4.6,4.6,4.6,1.0,0.0,30.0,1.0,-3.25,-3.25,-3.25,-3.25,1.0,0.0,30.0,1.0,3.25,3.25,3.25,3.25,1.0,0.0,30.0,1.0,1011.7,1011.7,1011.7,1011.7,1.0,0.0,30.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1907,4,22888,-179.7,50.5,6.9,10.5,14.1,10.5,2.0,7.4,12.0,0.5,-16.8,-12.5,-8.2,-12.5,2.0,8.8,12.0,0.5,120.0,1976.5,6859.0,3703.5,8.0,4328.0,22.0,0.3,120.0,1975.0,6860.0,3705.0,8.0,4330.0,22.0,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1907,4,22888,-179.6,24.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4,5.5,6.0,4.8,4.0,1.9,16.0,0.8,77.9,86.3,92.9,85.4,3.0,11.0,18.0,0.7,-81.3,-48.7,-16.2,-48.7,4.0,37.6,16.0,0.8,-13.6,8.0,29.6,8.0,4.0,24.9,16.0,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1907,4,22888,-179.4,50.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.86,3.55,4.0,3.7,8.0,0.9,22.0,0.3,0.92,2.5,4.63,2.58,8.0,1.73,22.0,0.3,3.46,3.72,3.98,3.72,2.0,0.54,12.0,0.5,83.3,87.0,90.7,87.0,2.0,7.7,12.0,0.5,4.83,11.05,19.0,12.08,8.0,7.76,22.0,0.3,-6.6,4.43,9.54,2.68,8.0,7.72,22.0,0.3,-17.16,-5.9,1.29,-7.32,8.0,9.88,22.0,0.3,996.07,1009.0,1010.07,1002.84,5.0,13.55,18.0,0.2,5.1,6.0,8.0,6.4,8.0,1.5,22.0,0.3,83.3,87.0,90.7,87.0,2.0,7.7,12.0,0.5,-125.4,25.2,140.5,17.4,8.0,140.6,22.0,0.3,-326.1,-90.8,3.4,-154.5,8.0,189.2,22.0,0.3,-0.71,1.15,2.79,1.13,8.0,1.64,22.0,0.3,-4.8,11.1,54.3,20.0,8.0,27.1,22.0,0.3,0.65,0.91,1.17,0.91,2.0,0.54,12.0,0.5,10.8,16.3,21.9,16.3,2.0,11.5,12.0,0.5,-3.3,10.3,31.0,12.0,8.0,15.9,22.0,0.3,-18.4,-4.4,4.3,-6.5,8.0,13.2,22.0,0.3,40.7,40.7,40.8,40.7,2.0,0.1,12.0,0.5,-48.6,-48.5,-48.5,-48.5,2.0,0.2,12.0,0.5
1907,4,22888,-177.7,24.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,4.0,5.4,3.3,3.0,3.1,18.0,0.7,73.9,81.0,88.1,81.0,2.0,14.6,16.0,0.5,-66.4,-34.4,-22.0,-44.0,3.0,33.6,18.0,0.7,-24.0,-13.6,15.9,-4.3,3.0,30.3,18.0,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1907,4,22888,-177.4,50.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,12.3,15.94,11.53,7.0,8.17,20.0,0.6,-10.33,3.52,7.91,-0.26,7.0,10.29,20.0,0.6,-9.88,2.16,3.38,-2.63,7.0,10.39,20.0,0.6,982.09,997.0,1007.0,995.84,7.0,11.24,20.0,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-28.2,13.7,17.8,1.8,7.0,24.6,20.0,0.6,-31.4,6.3,12.6,-4.4,7.0,25.9,20.0,0.6,26.7,29.0,31.4,29.0,2.0,4.9,12.0,0.5,-37.4,-34.6,-31.8,-34.6,2.0,5.8,12.0,0.5
1907,4,22888,-177.4,50.5,5.5,8.4,11.2,8.4,2.0,5.9,12.0,0.5,-13.3,-10.0,-6.6,-10.0,2.0,7.0,12.0,0.5,93.5,1861.0,4398.0,3862.5,7.0,6909.5,20.0,0.6,95.0,1860.0,4400.0,3865.0,7.0,6910.0,20.0,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1907,4,22888,-177.3,50.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.85,3.4,5.06,3.67,9.0,1.18,20.0,0.6,2.03,2.5,3.74,2.68,9.0,0.87,20.0,0.6,3.37,3.67,3.97,3.67,2.0,0.62,12.0,0.5,71.2,79.8,88.4,79.8,2.0,17.8,12.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8,8.0,8.0,6.4,9.0,2.4,20.0,0.6,71.2,79.8,88.4,79.8,2.0,17.8,12.0,0.5,-169.4,16.2,97.2,-57.7,7.0,215.5,20.0,0.6,-134.6,5.6,24.7,-74.6,7.0,215.8,20.0,0.6,0.13,1.3,2.07,0.99,9.0,1.33,20.0,0.6,-0.2,7.4,40.3,13.9,7.0,19.4,20.0,0.6,0.7,1.06,1.42,1.06,2.0,0.74,12.0,0.5,8.6,13.0,17.4,13.0,2.0,9.1,12.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
