Year,Month,Running Month,Longitude,Latitude,W-S1,W-Median,W-S5,W-Mean,W-Observation number,W-Standard deviation,W-Mean day of the month,W-Fraction of daylight observations,U-S1,U-Median,U-S5,U-Mean,U-Observation number,U-Standard deviation,U-Mean day of the month,U-Fraction of daylight observations,V-S1,V-Median,V-S5,V-Mean,V-Observation number,V-Standard deviation,V-Mean day of the month,V-Fraction of daylight observations,P-S1,P-Median,P-S5,P-Mean,P-Observation number,P-Standard deviation,P-Mean day of the month,P-Fraction of daylight observations,S-S1,S-Median,S-S5,S-Mean,S-Observation number,S-Standard deviation,S-Mean day of the month,S-Fraction of daylight observations,A-S1,A-Median,A-S5,A-Mean,A-Observation number,A-Standard deviation,A-Mean day of the month,A-Fraction of daylight observations,Q-S1,Q-Median,Q-S5,Q-Mean,Q-Observation number,Q-Standard deviation,Q-Mean day of the month,Q-Fraction of daylight observations,R-S1_x,R-Median_x,R-S5_x,R-Mean_x,R-Observation number_x,R-Standard deviation_x,R-Mean day of the month_x,R-Fraction of daylight observations_x,C-S1,C-Median,C-S5,C-Mean,C-Observation number,C-Standard deviation,C-Mean day of the month,C-Fraction of daylight observations,R-S1_y,R-Median_y,R-S5_y,R-Mean_y,R-Observation number_y,R-Standard deviation_y,R-Mean day of the month_y,R-Fraction of daylight observations_y,X=W*U-S1,X=W*U-Median,X=W*U-S5,X=W*U-Mean,X=W*U-Observation number,X=W*U-Standard deviation,X=W*U-Mean day of the month,X=W*U-Fraction of daylight observations,Y=W*V-S1,Y=W*V-Median,Y=W*V-S5,Y=W*V-Mean,Y=W*V-Observation number,Y=W*V-Standard deviation,Y=W*V-Mean day of the month,Y=W*V-Fraction of daylight observations,D=S-A-S1,D=S-A-Median,D=S-A-S5,D=S-A-Mean,D=S-A-Observation number,D=S-A-Standard deviation,D=S-A-Mean day of the month,D=S-A-Fraction of daylight observations,E=(S-A)*W-S1,E=(S-A)*W-Median,E=(S-A)*W-S5,E=(S-A)*W-Mean,E=(S-A)*W-Observation number,E=(S-A)*W-Standard deviation,E=(S-A)*W-Mean day of the month,E=(S-A)*W-Fraction of daylight observations,F=QS-Q-S1,F=QS-Q-Median,F=QS-Q-S5,F=QS-Q-Mean,F=QS-Q-Observation number,F=QS-Q-Standard deviation,F=QS-Q-Mean day of the month,F=QS-Q-Fraction of daylight observations,G=(QS-Q)*W-S1,G=(QS-Q)*W-Median,G=(QS-Q)*W-S5,G=(QS-Q)*W-Mean,G=(QS-Q)*W-Observation number,G=(QS-Q)*W-Standard deviation,G=(QS-Q)*W-Mean day of the month,G=(QS-Q)*W-Fraction of daylight observations,I=U*A-S1,I=U*A-Median,I=U*A-S5,I=U*A-Mean,I=U*A-Observation number,I=U*A-Standard deviation,I=U*A-Mean day of the month,I=U*A-Fraction of daylight observations,J=V*A-S1,J=V*A-Median,J=V*A-S5,J=V*A-Mean,J=V*A-Observation number,J=V*A-Standard deviation,J=V*A-Mean day of the month,J=V*A-Fraction of daylight observations,K=U*Q-S1,K=U*Q-Median,K=U*Q-S5,K=U*Q-Mean,K=U*Q-Observation number,K=U*Q-Standard deviation,K=U*Q-Mean day of the month,K=U*Q-Fraction of daylight observations,L=V*Q-S1,L=V*Q-Median,L=V*Q-S5,L=V*Q-Mean,L=V*Q-Observation number,L=V*Q-Standard deviation,L=V*Q-Mean day of the month,L=V*Q-Fraction of daylight observations,M=(QS-Q)*U-S1,M=(QS-Q)*U-Median,M=(QS-Q)*U-S5,M=(QS-Q)*U-Mean,M=(QS-Q)*U-Observation number,M=(QS-Q)*U-Standard deviation,M=(QS-Q)*U-Mean day of the month,M=(QS-Q)*U-Fraction of daylight observations,N=(QS-Q)*V-S1,N=(QS-Q)*V-Median,N=(QS-Q)*V-S5,N=(QS-Q)*V-Mean,N=(QS-Q)*V-Observation number,N=(QS-Q)*V-Standard deviation,N=(QS-Q)*V-Mean day of the month,N=(QS-Q)*V-Fraction of daylight observations,B1=W*W*W-S1,B1=W*W*W-Median,B1=W*W*W-S5,B1=W*W*W-Mean,B1=W*W*W-Observation number,B1=W*W*W-Standard deviation,B1=W*W*W-Mean day of the month,B1=W*W*W-Fraction of daylight observations,B2=W*W*W-S1,B2=W*W*W-Median,B2=W*W*W-S5,B2=W*W*W-Mean,B2=W*W*W-Observation number,B2=W*W*W-Standard deviation,B2=W*W*W-Mean day of the month,B2=W*W*W-Fraction of daylight observations
1908,4,22900,-179.7,48.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.5,-1.4,-1.3,-1.4,2.0,0.3,22.0,0.5,0.3,0.9,1.6,0.9,2.0,1.3,22.0,0.5,97.5,451.0,804.5,451.0,4.0,408.0,16.0,0.5,95.0,450.0,805.0,450.0,4.0,410.0,16.0,0.5
1908,4,22900,-179.6,30.0,6.7,6.7,6.7,6.7,1.0,0.0,28.0,1.0,-5.13,-5.13,-5.13,-5.13,1.0,0.0,28.0,1.0,-4.31,-4.31,-4.31,-4.31,1.0,0.0,28.0,1.0,1025.3,1025.3,1025.3,1025.3,1.0,0.0,28.0,1.0,18.9,18.9,18.9,18.9,1.0,0.0,28.0,1.0,19.4,19.4,19.4,19.4,1.0,0.0,28.0,1.0,12.43,12.43,12.43,12.43,1.0,0.0,28.0,1.0,89.9,89.9,89.9,89.9,1.0,0.0,28.0,1.0,4.0,4.0,4.0,4.0,1.0,0.0,28.0,1.0,89.9,89.9,89.9,89.9,1.0,0.0,28.0,1.0,-34.4,-34.4,-34.4,-34.4,1.0,0.0,28.0,1.0,-28.9,-28.9,-28.9,-28.9,1.0,0.0,28.0,1.0,-0.5,-0.5,-0.5,-0.5,1.0,0.0,28.0,1.0,-3.3,-3.3,-3.3,-3.3,1.0,0.0,28.0,1.0,0.98,0.98,0.98,0.98,1.0,0.0,28.0,1.0,6.6,6.6,6.6,6.6,1.0,0.0,28.0,1.0,-99.6,-99.6,-99.6,-99.6,1.0,0.0,28.0,1.0,-83.5,-83.5,-83.5,-83.5,1.0,0.0,28.0,1.0,-63.8,-63.8,-63.8,-63.8,1.0,0.0,28.0,1.0,-53.5,-53.5,-53.5,-53.5,1.0,0.0,28.0,1.0,-5.0,-5.0,-5.0,-5.0,1.0,0.0,28.0,1.0,-4.2,-4.2,-4.2,-4.2,1.0,0.0,28.0,1.0,301.0,301.0,301.0,301.0,1.0,0.0,28.0,1.0,300.0,300.0,300.0,300.0,1.0,0.0,28.0,1.0
1908,4,22900,-179.5,48.6,4.6,6.95,9.3,6.95,4.0,2.71,16.0,0.5,3.74,5.86,7.12,5.45,4.0,2.04,16.0,0.5,-1.85,2.99,5.98,2.11,4.0,4.69,16.0,0.5,975.21,988.15,1001.61,988.4,4.0,15.24,16.0,0.5,1.62,2.2,2.2,1.93,4.0,0.55,16.0,0.5,1.39,2.25,4.27,2.8,4.0,1.99,16.0,0.5,4.68,4.71,4.73,4.71,2.0,0.06,22.0,0.5,86.0,91.7,97.4,91.7,2.0,11.8,22.0,0.5,3.5,6.0,8.0,5.8,4.0,2.6,16.0,0.5,86.0,91.7,97.4,91.7,2.0,11.8,22.0,0.5,17.2,43.7,66.3,41.8,4.0,28.4,16.0,0.5,-8.5,27.8,55.6,23.7,4.0,37.4,16.0,0.5,-2.59,-0.6,0.81,-0.87,4.0,2.07,16.0,0.5,-11.9,-1.6,7.6,-2.1,4.0,11.7,16.0,0.5,-0.49,-0.4,-0.31,-0.4,2.0,0.19,22.0,0.5,-2.3,-1.8,-1.4,-1.8,2.0,0.9,22.0,0.5,8.0,10.2,19.3,13.5,4.0,8.4,16.0,0.5,-5.2,3.3,8.5,1.7,4.0,8.8,16.0,0.5,15.1,17.8,20.6,17.8,2.0,5.7,22.0,0.5,-13.8,-8.2,-2.6,-8.2,2.0,11.6,22.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1908,4,22900,-179.4,50.2,2.6,4.6,5.37,4.22,5.0,1.71,16.0,0.4,0.0,1.72,3.23,1.75,5.0,1.92,16.0,0.4,-5.15,-2.6,-0.56,-2.89,5.0,2.69,16.0,0.4,997.43,999.75,1000.66,999.08,4.0,2.2,14.0,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1908,4,22900,-179.2,-25.2,3.25,4.65,6.05,4.65,2.0,2.9,14.0,1.0,-2.49,-2.45,-2.41,-2.45,2.0,0.08,14.0,1.0,1.84,3.61,5.39,3.61,2.0,3.67,14.0,1.0,1014.0,1014.0,1014.0,1014.0,1.0,0.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1908,4,22900,-179.1,28.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,6.0,6.0,6.0,1.0,0.0,28.0,0.0,89.9,89.9,89.9,89.9,1.0,0.0,28.0,0.0,-34.4,-34.4,-34.4,-34.4,1.0,0.0,28.0,0.0,-28.9,-28.9,-28.9,-28.9,1.0,0.0,28.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1908,4,22900,-177.8,48.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.11,-2.2,-0.29,-2.2,2.0,3.96,16.0,0.5,-18.5,-8.7,1.0,-8.7,2.0,20.2,16.0,0.5,-1.47,-1.47,-1.47,-1.47,1.0,0.0,22.0,1.0,-6.8,-6.8,-6.8,-6.8,1.0,0.0,22.0,1.0,11.9,20.8,29.6,20.8,2.0,18.3,16.0,0.5,7.5,9.4,11.4,9.4,2.0,4.0,16.0,0.5,26.5,26.5,26.5,26.5,1.0,0.0,22.0,1.0,9.7,9.7,9.7,9.7,1.0,0.0,22.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1908,4,22900,-177.7,48.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.3,-6.3,-6.3,-6.3,1.0,0.0,22.0,1.0,-2.3,-2.3,-2.3,-2.3,1.0,0.0,22.0,1.0,97.5,97.5,580.0,333.0,3.0,408.0,18.0,0.7,95.0,95.0,580.0,335.0,3.0,410.0,18.0,0.7
1908,4,22900,-177.6,48.6,4.6,4.6,7.81,6.17,3.0,2.71,18.0,0.7,1.37,4.32,6.23,3.82,3.0,3.59,18.0,0.7,2.53,4.6,5.54,4.05,3.0,2.25,18.0,0.7,982.57,999.5,1001.34,992.13,3.0,15.16,18.0,0.7,2.05,2.8,2.8,2.43,3.0,0.64,18.0,0.7,2.16,4.45,6.74,4.45,2.0,4.74,16.0,0.5,6.14,6.14,6.14,6.14,1.0,0.0,22.0,1.0,92.7,92.7,92.7,92.7,1.0,0.0,22.0,1.0,2.6,6.0,6.7,4.7,3.0,3.2,18.0,0.7,92.7,92.7,92.7,92.7,1.0,0.0,22.0,1.0,6.3,19.9,51.5,28.7,3.0,34.0,18.0,0.7,11.7,21.2,44.7,28.0,3.0,24.9,18.0,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1908,4,22900,-177.4,28.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4,6.0,7.5,5.5,4.0,2.6,18.0,0.5,71.7,79.7,87.6,79.6,4.0,9.5,18.0,0.5,-34.4,-20.8,-4.7,-19.6,4.0,17.2,18.0,0.5,-28.9,-24.4,-12.8,-21.0,4.0,10.6,18.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
