Year,Month,Running Month,Longitude,Latitude,W-S1,W-Median,W-S5,W-Mean,W-Observation number,W-Standard deviation,W-Mean day of the month,W-Fraction of daylight observations,U-S1,U-Median,U-S5,U-Mean,U-Observation number,U-Standard deviation,U-Mean day of the month,U-Fraction of daylight observations,V-S1,V-Median,V-S5,V-Mean,V-Observation number,V-Standard deviation,V-Mean day of the month,V-Fraction of daylight observations,P-S1,P-Median,P-S5,P-Mean,P-Observation number,P-Standard deviation,P-Mean day of the month,P-Fraction of daylight observations,C-S1,C-Median,C-S5,C-Mean,C-Observation number,C-Standard deviation,C-Mean day of the month,C-Fraction of daylight observations,R-S1_x,R-Median_x,R-S5_x,R-Mean_x,R-Observation number_x,R-Standard deviation_x,R-Mean day of the month_x,R-Fraction of daylight observations_x,X=W*U-S1,X=W*U-Median,X=W*U-S5,X=W*U-Mean,X=W*U-Observation number,X=W*U-Standard deviation,X=W*U-Mean day of the month,X=W*U-Fraction of daylight observations,Y=W*V-S1,Y=W*V-Median,Y=W*V-S5,Y=W*V-Mean,Y=W*V-Observation number,Y=W*V-Standard deviation,Y=W*V-Mean day of the month,Y=W*V-Fraction of daylight observations,I=U*A-S1,I=U*A-Median,I=U*A-S5,I=U*A-Mean,I=U*A-Observation number,I=U*A-Standard deviation,I=U*A-Mean day of the month,I=U*A-Fraction of daylight observations,J=V*A-S1,J=V*A-Median,J=V*A-S5,J=V*A-Mean,J=V*A-Observation number,J=V*A-Standard deviation,J=V*A-Mean day of the month,J=V*A-Fraction of daylight observations,K=U*Q-S1,K=U*Q-Median,K=U*Q-S5,K=U*Q-Mean,K=U*Q-Observation number,K=U*Q-Standard deviation,K=U*Q-Mean day of the month,K=U*Q-Fraction of daylight observations,L=V*Q-S1,L=V*Q-Median,L=V*Q-S5,L=V*Q-Mean,L=V*Q-Observation number,L=V*Q-Standard deviation,L=V*Q-Mean day of the month,L=V*Q-Fraction of daylight observations,M=(QS-Q)*U-S1,M=(QS-Q)*U-Median,M=(QS-Q)*U-S5,M=(QS-Q)*U-Mean,M=(QS-Q)*U-Observation number,M=(QS-Q)*U-Standard deviation,M=(QS-Q)*U-Mean day of the month,M=(QS-Q)*U-Fraction of daylight observations,N=(QS-Q)*V-S1,N=(QS-Q)*V-Median,N=(QS-Q)*V-S5,N=(QS-Q)*V-Mean,N=(QS-Q)*V-Observation number,N=(QS-Q)*V-Standard deviation,N=(QS-Q)*V-Mean day of the month,N=(QS-Q)*V-Fraction of daylight observations,B1=W*W*W-S1,B1=W*W*W-Median,B1=W*W*W-S5,B1=W*W*W-Mean,B1=W*W*W-Observation number,B1=W*W*W-Standard deviation,B1=W*W*W-Mean day of the month,B1=W*W*W-Fraction of daylight observations,B2=W*W*W-S1,B2=W*W*W-Median,B2=W*W*W-S5,B2=W*W*W-Mean,B2=W*W*W-Observation number,B2=W*W*W-Standard deviation,B2=W*W*W-Mean day of the month,B2=W*W*W-Fraction of daylight observations,S-S1,S-Median,S-S5,S-Mean,S-Observation number,S-Standard deviation,S-Mean day of the month,S-Fraction of daylight observations,A-S1,A-Median,A-S5,A-Mean,A-Observation number,A-Standard deviation,A-Mean day of the month,A-Fraction of daylight observations,Q-S1,Q-Median,Q-S5,Q-Mean,Q-Observation number,Q-Standard deviation,Q-Mean day of the month,Q-Fraction of daylight observations,R-S1_y,R-Median_y,R-S5_y,R-Mean_y,R-Observation number_y,R-Standard deviation_y,R-Mean day of the month_y,R-Fraction of daylight observations_y
1811,6,21738,74.2,-13.9,1.0,1.0,1.0,1.0,1,0.0,20,1.0,0.66,0.66,0.66,0.66,1,0.0,20,1.0,0.75,0.75,0.75,0.75,1,0.0,20,1.0,1014.6,1014.6,1014.6,1014.6,1,0.0,20,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1811,6,21738,76.0,-13.5,6.7,6.7,6.7,6.7,1,0.0,20,1.0,-0.47,-0.47,-0.47,-0.47,1,0.0,20,1.0,6.68,6.68,6.68,6.68,1,0.0,20,1.0,1015.6,1015.6,1015.6,1015.6,1,0.0,20,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1811,6,21738,78.4,-11.9,6.7,6.7,6.7,6.7,1,0.0,18,1.0,-1.39,-1.39,-1.39,-1.39,1,0.0,18,1.0,6.55,6.55,6.55,6.55,1,0.0,18,1.0,1014.6,1014.6,1014.6,1014.6,1,0.0,18,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1811,6,21738,80.9,-11.1,6.7,6.7,6.7,6.7,1,0.0,18,1.0,-5.62,-5.62,-5.62,-5.62,1,0.0,18,1.0,3.65,3.65,3.65,3.65,1,0.0,18,1.0,1014.6,1014.6,1014.6,1014.6,1,0.0,18,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1811,6,21738,84.4,-9.1,9.3,9.3,9.3,9.3,1,0.0,16,1.0,-6.58,-6.58,-6.58,-6.58,1,0.0,16,1.0,6.58,6.58,6.58,6.58,1,0.0,16,1.0,1012.6,1012.6,1012.6,1012.6,1,0.0,16,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1811,6,21738,88.3,-5.2,1.25,1.8,2.35,1.8,2,1.13,14,1.0,-1.87,-0.77,0.33,-0.77,2,2.27,14,1.0,0.63,0.8,0.98,0.8,2,0.36,14,1.0,1010.47,1011.05,1011.63,1011.05,2,1.2,14,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1811,6,21738,88.6,-3.4,2.6,2.6,4.75,3.63,4,2.05,10,1.0,-0.19,0.08,0.61,0.2,4,0.61,10,1.0,2.47,2.58,4.75,3.56,4,2.09,10,1.0,1011.53,1011.9,1012.11,1011.83,4,0.46,10,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1811,6,21738,88.6,-1.8,1.25,1.8,2.35,1.8,2,1.13,6,1.0,-0.43,-0.22,-0.01,-0.22,2,0.44,6,1.0,1.13,1.72,2.32,1.72,2,1.24,6,1.0,1009.52,1010.2,1010.88,1010.2,2,1.41,6,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1811,6,21738,88.7,0.5,1.0,1.0,1.0,1.0,2,0.0,2,1.0,-0.28,-0.15,-0.02,-0.15,2,0.27,2,1.0,0.95,0.97,0.99,0.97,2,0.04,2,1.0,1010.31,1010.55,1010.79,1010.55,2,0.49,2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1811,6,21738,90.1,-3.1,2.6,2.6,2.6,2.6,1,0.0,10,1.0,0.09,0.09,0.09,0.09,1,0.0,10,1.0,2.6,2.6,2.6,2.6,1,0.0,10,1.0,1010.9,1010.9,1010.9,1010.9,1,0.0,10,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1811,6,21738,90.1,-1.3,6.7,6.7,6.7,6.7,1,0.0,6,1.0,-5.42,-5.42,-5.42,-5.42,1,0.0,6,1.0,3.94,3.94,3.94,3.94,1,0.0,6,1.0,1008.9,1008.9,1008.9,1008.9,1,0.0,6,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1811,6,21738,90.4,0.1,2.6,2.6,2.6,2.6,2,0.0,4,1.0,-0.73,-0.4,-0.06,-0.4,2,0.69,4,1.0,2.47,2.52,2.57,2.52,2,0.11,4,1.0,1009.9,1009.9,1009.9,1009.9,2,0.0,4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1811,6,21738,106.6,0.2,1.51,2.6,7.17,4.3,3,4.4,20,1.0,-1.4,-0.93,-0.28,-0.84,3,0.82,20,1.0,1.45,2.43,7.02,4.2,3,4.36,20,1.0,1004.18,1005.2,1006.22,1005.2,2,2.12,20,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1811,6,21738,106.9,-1.2,6.7,6.7,6.7,6.7,1,0.0,24,1.0,-2.4,-2.4,-2.4,-2.4,1,0.0,24,1.0,6.25,6.25,6.25,6.25,1,0.0,24,1.0,1005.22,1005.25,1005.28,1005.25,2,0.07,24,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1811,6,21738,108.1,0.3,3.66,5.95,8.24,5.95,2,4.74,26,1.0,-4.55,-3.44,-2.32,-3.44,2,2.3,26,1.0,2.81,4.83,6.86,4.83,2,4.19,26,1.0,1008.5,1008.5,1008.5,1008.5,2,0.0,28,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
