Year,Month,Running Month,Longitude,Latitude,W-S1,W-Median,W-S5,W-Mean,W-Observation number,W-Standard deviation,W-Mean day of the month,W-Fraction of daylight observations,U-S1,U-Median,U-S5,U-Mean,U-Observation number,U-Standard deviation,U-Mean day of the month,U-Fraction of daylight observations,V-S1,V-Median,V-S5,V-Mean,V-Observation number,V-Standard deviation,V-Mean day of the month,V-Fraction of daylight observations,P-S1,P-Median,P-S5,P-Mean,P-Observation number,P-Standard deviation,P-Mean day of the month,P-Fraction of daylight observations,C-S1,C-Median,C-S5,C-Mean,C-Observation number,C-Standard deviation,C-Mean day of the month,C-Fraction of daylight observations,R-S1_x,R-Median_x,R-S5_x,R-Mean_x,R-Observation number_x,R-Standard deviation_x,R-Mean day of the month_x,R-Fraction of daylight observations_x,X=W*U-S1,X=W*U-Median,X=W*U-S5,X=W*U-Mean,X=W*U-Observation number,X=W*U-Standard deviation,X=W*U-Mean day of the month,X=W*U-Fraction of daylight observations,Y=W*V-S1,Y=W*V-Median,Y=W*V-S5,Y=W*V-Mean,Y=W*V-Observation number,Y=W*V-Standard deviation,Y=W*V-Mean day of the month,Y=W*V-Fraction of daylight observations,I=U*A-S1,I=U*A-Median,I=U*A-S5,I=U*A-Mean,I=U*A-Observation number,I=U*A-Standard deviation,I=U*A-Mean day of the month,I=U*A-Fraction of daylight observations,J=V*A-S1,J=V*A-Median,J=V*A-S5,J=V*A-Mean,J=V*A-Observation number,J=V*A-Standard deviation,J=V*A-Mean day of the month,J=V*A-Fraction of daylight observations,K=U*Q-S1,K=U*Q-Median,K=U*Q-S5,K=U*Q-Mean,K=U*Q-Observation number,K=U*Q-Standard deviation,K=U*Q-Mean day of the month,K=U*Q-Fraction of daylight observations,L=V*Q-S1,L=V*Q-Median,L=V*Q-S5,L=V*Q-Mean,L=V*Q-Observation number,L=V*Q-Standard deviation,L=V*Q-Mean day of the month,L=V*Q-Fraction of daylight observations,M=(QS-Q)*U-S1,M=(QS-Q)*U-Median,M=(QS-Q)*U-S5,M=(QS-Q)*U-Mean,M=(QS-Q)*U-Observation number,M=(QS-Q)*U-Standard deviation,M=(QS-Q)*U-Mean day of the month,M=(QS-Q)*U-Fraction of daylight observations,N=(QS-Q)*V-S1,N=(QS-Q)*V-Median,N=(QS-Q)*V-S5,N=(QS-Q)*V-Mean,N=(QS-Q)*V-Observation number,N=(QS-Q)*V-Standard deviation,N=(QS-Q)*V-Mean day of the month,N=(QS-Q)*V-Fraction of daylight observations,B1=W*W*W-S1,B1=W*W*W-Median,B1=W*W*W-S5,B1=W*W*W-Mean,B1=W*W*W-Observation number,B1=W*W*W-Standard deviation,B1=W*W*W-Mean day of the month,B1=W*W*W-Fraction of daylight observations,B2=W*W*W-S1,B2=W*W*W-Median,B2=W*W*W-S5,B2=W*W*W-Mean,B2=W*W*W-Observation number,B2=W*W*W-Standard deviation,B2=W*W*W-Mean day of the month,B2=W*W*W-Fraction of daylight observations,S-S1,S-Median,S-S5,S-Mean,S-Observation number,S-Standard deviation,S-Mean day of the month,S-Fraction of daylight observations,A-S1,A-Median,A-S5,A-Mean,A-Observation number,A-Standard deviation,A-Mean day of the month,A-Fraction of daylight observations,Q-S1,Q-Median,Q-S5,Q-Mean,Q-Observation number,Q-Standard deviation,Q-Mean day of the month,Q-Fraction of daylight observations,R-S1_y,R-Median_y,R-S5_y,R-Mean_y,R-Observation number_y,R-Standard deviation_y,R-Mean day of the month_y,R-Fraction of daylight observations_y
1811,6,21738,-35.39999999999998,-27.4,6.7,6.7,6.7,6.7,2,0.0,22,1.0,-5.97,-5.53,-5.1,-5.53,2,0.9,22,1.0,-3.43,-0.98,1.48,-0.98,2,5.08,22,1.0,1018.32,1019.45,1020.58,1019.45,2,2.33,22,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1811,6,21738,-33.60000000000002,-13.5,7.59,9.5,11.41,9.5,2,3.96,8,1.0,-11.02,-8.54,-6.06,-8.54,2,5.15,8,1.0,2.17,3.14,4.12,3.14,2,2.02,8,1.0,1020.1,1020.1,1020.1,1020.1,1,0.0,8,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1811,6,21738,-33.5,-23.9,12.3,12.3,12.3,12.3,1,0.0,20,1.0,-8.7,-8.7,-8.7,-8.7,1,0.0,20,1.0,8.7,8.7,8.7,8.7,1,0.0,20,1.0,1017.5,1017.5,1017.5,1017.5,1,0.0,20,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1811,6,21738,-33.39999999999998,-15.4,0.0,3.35,8.06,4.0,4,4.74,10,1.0,-7.34,-3.04,0.0,-3.64,4,4.32,10,1.0,-3.33,-1.42,0.0,-1.65,4,1.95,10,1.0,1017.15,1019.4,1021.65,1019.4,2,4.67,10,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1811,6,21738,-33.19999999999999,-17.4,2.6,2.6,5.4,3.97,3,2.37,12,1.0,-1.53,-0.8,-0.18,-0.85,3,0.99,12,1.0,-5.36,-2.47,0.45,-2.46,3,4.25,12,1.0,1011.5,1011.5,1011.5,1011.5,1,0.0,12,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1811,6,21738,-31.69999999999999,-7.1,12.3,12.3,12.3,12.3,1,0.0,6,1.0,-11.82,-11.82,-11.82,-11.82,1,0.0,6,1.0,3.39,3.39,3.39,3.39,1,0.0,6,1.0,1012.3,1012.3,1012.3,1012.3,1,0.0,6,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1811,6,21738,-30.0,-13.1,12.3,12.3,12.3,12.3,1,0.0,30,1.0,-12.23,-12.23,-12.23,-12.23,1,0.0,30,1.0,1.29,1.29,1.29,1.29,1,0.0,30,1.0,1017.6,1017.6,1017.6,1017.6,1,0.0,30,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1811,6,21738,-29.69999999999999,-31.3,9.3,9.3,9.3,9.3,1,0.0,24,1.0,0.16,0.16,0.16,0.16,1,0.0,24,1.0,-9.3,-9.3,-9.3,-9.3,1,0.0,24,1.0,1008.8,1008.8,1008.8,1008.8,1,0.0,24,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1811,6,21738,-29.69999999999999,-17.5,12.3,12.3,12.3,12.3,1,0.0,30,1.0,-9.28,-9.28,-9.28,-9.28,1,0.0,30,1.0,8.07,8.07,8.07,8.07,1,0.0,30,1.0,1018.3,1018.3,1018.3,1018.3,1,0.0,30,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1811,6,21738,-29.399999999999977,-7.1,9.3,9.3,9.3,9.3,2,0.0,6,1.0,-8.67,-8.08,-7.5,-8.08,2,1.21,6,1.0,3.09,4.21,5.33,4.21,2,2.33,6,1.0,1012.3,1012.3,1012.3,1012.3,1,0.0,26,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1811,6,21738,-29.30000000000001,-5.4,6.7,6.7,6.7,6.7,1,0.0,4,1.0,-6.44,-6.44,-6.44,-6.44,1,0.0,4,1.0,1.85,1.85,1.85,1.85,1,0.0,4,1.0,1012.3,1012.3,1012.3,1012.3,2,0.0,14,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1811,6,21738,-29.19999999999999,-3.3,6.7,6.7,6.7,6.7,1,0.0,2,1.0,-6.44,-6.44,-6.44,-6.44,1,0.0,2,1.0,1.85,1.85,1.85,1.85,1,0.0,2,1.0,1013.08,1014.1,1015.12,1014.1,2,2.12,2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1811,6,21738,-29.19999999999999,-1.5,9.3,9.3,9.3,9.3,1,0.0,2,1.0,-7.43,-7.43,-7.43,-7.43,1,0.0,2,1.0,5.6,5.6,5.6,5.6,1,0.0,2,1.0,1008.9,1008.9,1008.9,1008.9,1,0.0,2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1811,6,21738,-29.19999999999999,8.8,3.66,5.95,8.24,5.95,2,4.74,30,1.0,-4.72,-3.41,-2.1,-3.41,2,2.72,30,1.0,-6.75,-4.87,-3.0,-4.87,2,3.88,30,1.0,1012.4,1012.4,1012.4,1012.4,1,0.0,30,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1811,6,21738,-29.19999999999999,10.2,6.7,6.7,8.47,7.57,3,1.5,30,1.0,-6.1,-4.82,-4.15,-5.12,3,1.45,30,1.0,-6.15,-5.49,-4.92,-5.53,3,0.9,30,1.0,1014.05,1014.15,1014.25,1014.15,2,0.21,30,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1811,6,21738,-27.69999999999999,-1.3,9.3,9.3,11.35,10.3,3,1.73,16,1.0,-9.65,-9.29,-8.6,-9.13,3,0.78,16,1.0,1.67,4.22,6.39,4.04,3,3.46,16,1.0,1014.0,1014.0,1014.0,1014.0,1,0.0,24,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1811,6,21738,-27.600000000000023,-11.4,7.11,8.0,8.89,8.0,2,1.84,26,1.0,-8.84,-7.96,-7.07,-7.96,2,1.83,26,1.0,-0.43,0.14,0.71,0.14,2,1.18,26,1.0,1015.7,1015.7,1015.7,1015.7,1,0.0,26,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1811,6,21738,-27.600000000000023,-3.3,2.6,2.6,2.6,2.6,1,0.0,2,1.0,-2.32,-2.32,-2.32,-2.32,1,0.0,2,1.0,1.18,1.18,1.18,1.18,1,0.0,2,1.0,1012.3,1012.3,1012.3,1012.3,1,0.0,24,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1811,6,21738,-27.600000000000023,8.5,0.0,1.0,1.0,0.73,9,0.86,28,1.0,-0.94,0.0,0.0,-0.29,9,0.69,28,1.0,-0.46,0.0,0.43,-0.14,9,0.87,28,1.0,1012.4,1012.4,1012.4,1012.4,1,0.0,28,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1811,6,21738,-27.5,-14.0,9.3,9.3,9.3,9.3,1,0.0,28,1.0,-9.26,-9.26,-9.26,-9.26,1,0.0,28,1.0,-0.81,-0.81,-0.81,-0.81,1,0.0,28,1.0,1015.83,1015.9,1015.97,1015.9,2,0.14,28,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1811,6,21738,-27.19999999999999,-7.1,12.3,12.3,12.3,12.3,1,0.0,6,1.0,-11.82,-11.82,-11.82,-11.82,1,0.0,6,1.0,3.39,3.39,3.39,3.39,1,0.0,6,1.0,1013.9,1013.9,1013.9,1013.9,1,0.0,24,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1811,6,21738,-27.19999999999999,6.9,7.53,9.3,9.3,8.43,3,1.5,26,1.0,-5.66,-5.47,-5.47,-5.56,3,0.16,26,1.0,-7.52,-7.52,-4.74,-6.17,3,2.35,26,1.0,1012.0,1012.0,1012.48,1012.23,3,0.4,24,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1811,6,21738,-26.0,6.4,1.0,1.0,1.0,1.0,1,0.0,24,1.0,-0.98,-0.98,-0.98,-0.98,1,0.0,24,1.0,-0.21,-0.21,-0.21,-0.21,1,0.0,24,1.0,1012.1,1012.1,1012.1,1012.1,1,0.0,24,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1811,6,21738,-25.899999999999977,5.0,2.6,2.6,2.6,2.6,1,0.0,24,1.0,-2.16,-2.16,-2.16,-2.16,1,0.0,24,1.0,-1.45,-1.45,-1.45,-1.45,1,0.0,24,1.0,1012.1,1012.1,1012.24,1012.17,3,0.12,22,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1811,6,21738,-25.69999999999999,-33.0,19.0,19.0,19.0,19.0,1,0.0,26,1.0,8.33,8.33,8.33,8.33,1,0.0,26,1.0,-17.08,-17.08,-17.08,-17.08,1,0.0,26,1.0,1004.0,1004.0,1004.0,1004.0,1,0.0,26,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1811,6,21738,-25.600000000000023,-1.7,9.3,9.3,9.3,9.3,1,0.0,22,1.0,-9.3,-9.3,-9.3,-9.3,1,0.0,22,1.0,0.16,0.16,0.16,0.16,1,0.0,22,1.0,1014.0,1014.0,1014.0,1014.0,1,0.0,22,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1811,6,21738,-25.600000000000023,18.1,12.3,12.3,12.3,12.3,1,0.0,6,1.0,-1.71,-1.71,-1.71,-1.71,1,0.0,6,1.0,-12.18,-12.18,-12.18,-12.18,1,0.0,6,1.0,1019.8,1019.8,1019.8,1019.8,1,0.0,6,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1811,6,21738,-25.5,8.4,1.0,1.0,1.0,1.0,1,0.0,28,1.0,-0.98,-0.98,-0.98,-0.98,1,0.0,28,1.0,0.19,0.19,0.19,0.19,1,0.0,28,1.0,1011.46,1012.35,1012.71,1012.1,4,0.98,28,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1811,6,21738,-25.399999999999977,0.4,6.7,6.7,6.7,6.7,3,0.0,20,1.0,-5.27,-4.65,-3.19,-4.24,3,1.56,20,1.0,4.09,4.82,5.77,4.93,3,1.24,20,1.0,1015.1,1015.3,1015.5,1015.3,2,0.42,20,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1811,6,21738,-25.399999999999977,2.3,6.7,9.3,9.3,7.51,9,2.75,20,1.0,-7.61,-2.51,-1.28,-3.64,9,3.31,20,1.0,0.34,6.58,8.62,5.0,9,4.13,20,1.0,1012.14,1012.9,1013.9,1012.61,7,1.79,20,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1811,6,21738,-23.69999999999999,12.1,6.7,6.7,6.7,6.7,1,0.0,20,1.0,-3.55,-3.55,-3.55,-3.55,1,0.0,20,1.0,-5.68,-5.68,-5.68,-5.68,1,0.0,20,1.0,1014.3,1014.3,1014.3,1014.3,1,0.0,8,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1811,6,21738,-23.69999999999999,14.8,9.3,9.3,9.3,9.3,1,0.0,8,1.0,-1.29,-1.29,-1.29,-1.29,1,0.0,8,1.0,-9.21,-9.21,-9.21,-9.21,1,0.0,8,1.0,1016.4,1016.4,1016.4,1016.4,1,0.0,8,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1811,6,21738,-23.600000000000023,0.3,9.3,9.3,9.3,9.3,2,0.0,20,1.0,-9.05,-8.88,-8.7,-8.88,2,0.36,20,1.0,-3.21,-2.63,-2.05,-2.63,2,1.21,20,1.0,1012.33,1012.6,1012.87,1012.6,2,0.57,20,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1811,6,21738,-23.600000000000023,2.5,9.3,9.3,9.3,9.3,2,0.0,20,1.0,-5.99,-4.97,-3.96,-4.97,2,2.1,20,1.0,7.0,7.66,8.32,7.66,2,1.37,20,1.0,1013.8,1013.8,1013.8,1013.8,1,0.0,20,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1811,6,21738,-23.399999999999977,4.3,9.3,9.3,9.3,9.3,3,0.0,18,1.0,-5.2,-5.2,-4.13,-4.68,3,0.9,18,1.0,7.71,7.71,8.29,7.99,3,0.49,18,1.0,1012.45,1013.0,1013.55,1013.0,2,1.13,18,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1811,6,21738,-23.399999999999977,8.5,1.0,1.0,1.0,1.0,1,0.0,12,1.0,-0.41,-0.41,-0.41,-0.41,1,0.0,12,1.0,0.91,0.91,0.91,0.91,1,0.0,12,1.0,1014.46,1015.65,1016.84,1015.65,2,2.47,10,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1811,6,21738,-23.399999999999977,16.9,9.78,10.8,11.82,10.8,2,2.12,6,1.0,-4.7,-4.5,-4.3,-4.5,2,0.41,6,1.0,-10.99,-9.76,-8.54,-9.76,2,2.54,6,1.0,1018.3,1018.3,1018.3,1018.3,1,0.0,6,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1811,6,21738,-23.19999999999999,20.1,9.3,9.3,9.3,9.3,1,0.0,6,1.0,-4.65,-4.65,-4.65,-4.65,1,0.0,6,1.0,-8.05,-8.05,-8.05,-8.05,1,0.0,6,1.0,1018.4,1018.4,1018.4,1018.4,1,0.0,6,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1811,6,21738,-23.100000000000023,-1.9,9.3,9.3,9.3,9.3,1,0.0,18,1.0,-9.06,-9.06,-9.06,-9.06,1,0.0,18,1.0,2.09,2.09,2.09,2.09,1,0.0,18,1.0,1012.33,1012.6,1012.87,1012.6,2,0.57,18,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1811,6,21738,-23.100000000000023,22.1,9.3,9.3,9.3,9.3,1,0.0,4,1.0,-6.1,-6.1,-6.1,-6.1,1,0.0,4,1.0,-7.02,-7.02,-7.02,-7.02,1,0.0,4,1.0,1020.2,1020.2,1020.2,1020.2,1,0.0,4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1811,6,21738,-21.899999999999977,4.8,1.25,1.8,2.35,1.8,2,1.13,16,1.0,-0.87,-0.73,-0.6,-0.73,2,0.27,16,1.0,0.72,1.46,2.2,1.46,2,1.53,16,1.0,1012.62,1013.75,1014.88,1013.75,2,2.33,18,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1811,6,21738,-21.899999999999977,22.3,9.3,9.3,9.3,9.3,1,0.0,4,1.0,-4.65,-4.65,-4.65,-4.65,1,0.0,4,1.0,-8.05,-8.05,-8.05,-8.05,1,0.0,4,1.0,1020.3,1020.3,1020.3,1020.3,1,0.0,4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1811,6,21738,-21.600000000000023,-33.6,19.0,19.0,19.0,19.0,1,0.0,26,1.0,12.21,12.21,12.21,12.21,1,0.0,26,1.0,-14.55,-14.55,-14.55,-14.55,1,0.0,26,1.0,1004.8,1004.8,1004.8,1004.8,1,0.0,26,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1811,6,21738,-21.600000000000023,8.8,0.63,1.0,4.1,2.26,5,2.65,14,1.0,-3.87,-0.97,-0.61,-2.16,5,2.58,14,1.0,-1.27,-0.26,-0.14,-0.63,5,0.66,14,1.0,1012.06,1012.2,1012.2,1012.13,3,0.12,12,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1811,6,21738,-21.5,6.5,0.0,0.5,6.07,1.93,8,2.98,16,1.0,-1.33,0.0,0.0,-0.54,8,1.03,16,1.0,0.0,0.26,5.58,1.76,8,2.86,16,1.0,1012.25,1012.8,1014.45,1013.33,4,1.53,16,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
