Year,Month,Longitude,Latitude,Ss1,Ss3,Ss5,Sm,Sn,Ss,Sd,Sht,As1,As3,As5,Am,An,As,Ad,Aht,Qs1,Qs3,Qs5,Qm,Qn,Qs,Qd,Qht,Rs1,Rs3,Rs5,Rm,Rn,Rs,Rd,Rht,Ws1,Ws3,Ws5,Wm,Wn,Ws,Wd,Wht,Us1,Us3,Us5,Um,Un,Us,Ud,Uht,Vs1,Vs3,Vs5,Vm,Vn,Vs,Vd,Vht,Ps1,Ps3,Ps5,Pm,Pn,Ps,Pd,Pht,Cs1,Cs3,Cs5,Cm,Cn,Cs,Cd,Cht,Xs1,Xs3,Xs5,Xm,Xn,Xs,Xd,Xht,Ys1,Ys3,Ys5,Ym,Yn,Ys,Yd,Yht,Is1,Is3,Is5,Im,In,Is,Id,Iht,Js1,Js3,Js5,Jm,Jn,Js,Jd,Jht,Ks1,Ks3,Ks5,Km,Kn,Ks,Kd,Kht,Ls1,Ls3,Ls5,Lm,Ln,Ls,Ld,Lht,Ms1,Ms3,Ms5,Mm,Mn,Ms,Md,Mht,Ns1,Ns3,Ns5,Nm,Nn,Ns,Nd,Nht,B1s1,B1s3,B1s5,B1m,B1n,B1s,B1d,B1ht,B2s1,B2s3,B2s5,B2m,B2n,B2s,B2d,B2ht
1813,5,-35.89999999999998,22.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.3,12.3,12.3,10.85,8,2.16,4,1.0,-12.07,-11.72,-9.15,-10.35,8,2.59,4,1.0,-2.35,-2.06,2.27,-0.77,8,3.05,4,1.0,1017.06,1017.9,1019.03,1017.89,8,1.5,4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1813,5,-35.69999999999999,18.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,12.3,12.3,12.3,3,0.0,4,1.0,-11.4,-11.4,-10.66,-11.04,3,0.63,4,1.0,-6.04,-4.61,-4.61,-5.3,3,1.21,4,1.0,1013.16,1014.85,1017.39,1015.2,6,2.07,4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1813,5,-35.30000000000001,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.3,9.3,9.44,9.73,7,1.13,2,1.0,-9.33,-8.74,-7.89,-9.11,7,1.44,2,1.0,-4.93,-3.18,-1.45,-3.01,7,1.5,2,1.0,1013.54,1014.7,1015.18,1014.37,3,1.23,2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1813,5,-35.10000000000002,26.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.63,1.0,1.0,0.8,5,0.45,8,1.0,0.54,0.85,0.99,0.73,5,0.42,8,1.0,-0.53,-0.16,-0.1,-0.27,5,0.24,8,1.0,1015.34,1016.2,1017.4,1016.36,8,1.12,8,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1813,5,-33.69999999999999,14.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.3,9.3,9.3,9.3,3,0.0,2,1.0,-8.43,-6.8,-6.8,-7.6,3,1.38,2,1.0,-6.34,-6.34,-3.01,-4.71,3,2.82,2,1.0,1011.98,1012.8,1012.8,1012.4,3,0.69,2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1813,5,-33.69999999999999,28.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.7,6.7,6.7,6.7,2,0.0,10,1.0,5.02,5.29,5.56,5.29,2,0.55,10,1.0,-4.41,-4.06,-3.71,-4.06,2,0.72,10,1.0,1014.5,1014.5,1014.5,1014.5,1,0.0,10,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1813,5,-33.10000000000002,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.53,9.3,11.35,9.43,3,2.8,10,1.0,6.01,8.05,9.83,7.92,3,2.8,10,1.0,-5.67,-4.65,-4.48,-5.07,3,0.95,10,1.0,1012.58,1014.7,1016.34,1014.47,3,2.76,10,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1813,5,-31.80000000000001,26.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6,2.6,2.6,2.6,1,0.0,8,1.0,2.2,2.2,2.2,2.2,1,0.0,8,1.0,-1.38,-1.38,-1.38,-1.38,1,0.0,8,1.0,1018.2,1018.2,1018.2,1018.2,1,0.0,8,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1813,5,-31.80000000000001,30.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.7,6.7,6.7,6.7,1,0.0,12,1.0,6.37,6.37,6.37,6.37,1,0.0,12,1.0,-2.07,-2.07,-2.07,-2.07,1,0.0,12,1.0,1013.81,1014.9,1015.04,1014.43,3,0.99,12,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1813,5,-31.5,-19.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16,0.5,0.84,0.5,2,0.71,30,1.0,-0.84,-0.5,-0.16,-0.5,2,0.71,30,1.0,-0.01,-0.01,0.0,-0.01,2,0.01,30,1.0,1009.5,1009.5,1009.5,1009.5,1,0.0,30,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1813,5,-31.19999999999999,40.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.5,1.0,0.5,6,0.55,24,1.0,0.0,0.2,0.92,0.37,6,0.45,24,1.0,-0.49,0.0,0.08,-0.15,6,0.45,24,1.0,1028.32,1033.8,1035.09,1031.03,6,7.48,24,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1813,5,-29.600000000000023,40.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.36,8.0,9.3,7.48,10,3.09,22,1.0,-7.71,-0.82,5.9,-0.75,10,6.44,22,1.0,-7.75,-3.56,1.08,-3.22,10,4.25,22,1.0,1028.71,1031.4,1037.33,1031.82,19,4.56,22,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1813,5,-29.5,-25.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,12.3,12.3,12.3,1,0.0,28,1.0,-12.28,-12.28,-12.28,-12.28,1,0.0,28,1.0,-0.64,-0.64,-0.64,-0.64,1,0.0,28,1.0,1021.2,1021.2,1021.2,1021.2,1,0.0,28,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1813,5,-29.5,32.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,6.95,2.46,13,3.92,12,1.0,0.0,0.0,5.48,2.05,13,3.31,12,1.0,-4.23,0.0,0.0,-1.34,13,2.1,12,1.0,1013.89,1021.3,1025.31,1019.81,15,5.09,12,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1813,5,-29.100000000000023,-23.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,12.3,12.3,12.3,1,0.0,28,1.0,-12.27,-12.27,-12.27,-12.27,1,0.0,28,1.0,-0.86,-0.86,-0.86,-0.86,1,0.0,28,1.0,1019.2,1019.2,1019.2,1019.2,1,0.0,28,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1813,5,-27.899999999999977,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.3,9.3,9.3,9.3,3,0.0,22,1.0,-7.93,-6.58,-5.64,-6.78,3,1.69,22,1.0,-7.35,-6.58,-4.57,-5.97,3,2.1,22,1.0,1029.27,1034.75,1035.56,1033.12,6,3.28,22,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1813,5,-27.600000000000023,-29.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,12.3,12.3,12.3,1,0.0,30,1.0,-11.24,-11.24,-11.24,-11.24,1,0.0,30,1.0,-5.0,-5.0,-5.0,-5.0,1,0.0,30,1.0,1012.54,1016.5,1020.46,1016.5,2,8.2,30,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1813,5,-27.5,34.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,4.6,3.15,6,4.53,12,1.0,0.42,0.51,4.33,2.65,6,4.44,12,1.0,0.87,0.91,1.59,1.44,6,1.36,12,1.0,1021.69,1025.5,1027.65,1025.05,11,2.76,14,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1813,5,-27.399999999999977,-11.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,12.3,12.3,12.3,1,0.0,22,1.0,-11.82,-11.82,-11.82,-11.82,1,0.0,22,1.0,3.39,3.39,3.39,3.39,1,0.0,22,1.0,1008.8,1008.8,1008.8,1008.8,1,0.0,20,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1813,5,-27.30000000000001,-19.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,12.3,12.3,12.3,1,0.0,30,1.0,-10.96,-10.96,-10.96,-10.96,1,0.0,30,1.0,-5.58,-5.58,-5.58,-5.58,1,0.0,30,1.0,1010.95,1013.85,1016.75,1013.85,2,6.01,28,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1813,5,-27.30000000000001,38.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.52,9.3,9.92,7.98,6,3.85,20,1.0,-8.96,-7.44,-4.64,-6.6,6,3.34,20,1.0,-6.47,-4.12,-2.71,-4.33,6,2.33,20,1.0,1025.58,1028.4,1030.6,1028.09,7,3.32,20,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
