Year,Month,Longitude,Latitude,Ss1,Ss3,Ss5,Sm,Sn,Ss,Sd,Sht,Sx,Sy,As1,As3,As5,Am,An,As,Ad,Aht,Ax,Ay,Qs1,Qs3,Qs5,Qm,Qn,Qs,Qd,Qht,Qx,Qy,Rs1,Rs3,Rs5,Rm,Rn,Rs,Rd,Rht,Ry,Ws1,Ws3,Ws5,Wm,Wn,Ws,Wd,Wht,Wx,Wy,Us1,Us3,Us5,Um,Un,Us,Ud,Uht,Ux,Uy,Vs1,Vs3,Vs5,Vm,Vn,Vs,Vd,Vht,Vx,Vy,Ps1,Ps3,Ps5,Pm,Pn,Ps,Pd,Pht,Px,Py,Cs1,Cs3,Cs5,Cm,Cn,Cs,Cd,Cht,Cx,Cy,Xs1,Xs3,Xs5,Xm,Xn,Xs,Xd,Xht,Xx,Xy,Ys1,Ys3,Ys5,Ym,Yn,Ys,Yd,Yht,Yx,Yy,Ds1,Ds3,Ds5,Dm,Dn,Ds,Dd,Dht,Dx,Dy,Es1,Es3,Es5,Em,En,Es,Ed,Eht,Ex,Ey,Fs1,Fs3,Fs5,Fm,Fn,Fs,Fd,Fht,Fx,Fy,Gs1,Gs3,Gs5,Gm,Gn,Gs,Gd,Ght,Gx,Gy,Is1,Is3,Is5,Im,In,Is,Id,Iht,Ix,Iy,Js1,Js3,Js5,Jm,Jn,Js,Jd,Jht,Jx,Jy,Ks1,Ks3,Ks5,Km,Kn,Ks,Kd,Kht,Kx,Ky,Ls1,Ls3,Ls5,Lm,Ln,Ls,Ld,Lht,Lx,Ly,Ms1,Ms3,Ms5,Mm,Mn,Ms,Md,Mht,Mx,My,Ns1,Ns3,Ns5,Nm,Nn,Ns,Nd,Nht,Nx,Ny,B1s1,B1s3,B1s5,B1m,B1n,B1s,B1d,B1ht,B1x,B1y,B2s1,B2s3,B2s5,B2m,B2n,B2s,B2d,B2ht,B2x,B2y
1995,3,0.0,-69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.9,13.9,13.9,13.9,1.0,0.0,4.0,1.0,0.1,0.2,-12.04,-12.04,-12.04,-12.04,1.0,0.0,4.0,1.0,0.1,0.2,6.95,6.95,6.95,6.95,1.0,0.0,4.0,1.0,0.1,0.2,971.1,971.1,971.1,971.1,1.0,0.0,4.0,1.0,0.1,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.5,38.5,38.5,38.5,1.0,0.0,4.0,1.0,0.1,0.2,-22.2,-22.2,-22.2,-22.2,1.0,0.0,4.0,1.0,0.1,0.2,-35.3,-35.3,-35.3,-35.3,1.0,0.0,4.0,1.0,0.1,0.2,20.4,20.4,20.4,20.4,1.0,0.0,4.0,1.0,0.1,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,3,0.0,-68.0,0.2,0.2,0.2,0.2,1.0,0.0,10.0,1.0,0.1,0.6,-0.2,-0.2,-0.2,-0.2,1.0,0.0,10.0,1.0,0.1,0.6,3.49,3.49,3.49,3.49,1.0,0.0,10.0,1.0,0.1,0.6,90.3,90.3,90.3,90.3,1.0,0.0,10.0,1.0,0.6,9.8,9.8,9.8,9.8,1.0,0.0,10.0,1.0,0.1,0.6,9.65,9.65,9.65,9.65,1.0,0.0,10.0,1.0,0.1,0.6,1.7,1.7,1.7,1.7,1.0,0.0,10.0,1.0,0.1,0.6,975.9,975.9,975.9,975.9,1.0,0.0,10.0,1.0,0.1,0.6,8.0,8.0,8.0,8.0,1.0,0.0,10.0,1.0,0.1,0.6,94.6,94.6,94.6,94.6,1.0,0.0,10.0,1.0,0.1,0.6,16.7,16.7,16.7,16.7,1.0,0.0,10.0,1.0,0.1,0.6,0.4,0.4,0.4,0.4,1.0,0.0,10.0,1.0,0.1,0.6,3.9,3.9,3.9,3.9,1.0,0.0,10.0,1.0,0.1,0.6,0.49,0.49,0.49,0.49,1.0,0.0,10.0,1.0,0.1,0.6,4.8,4.8,4.8,4.8,1.0,0.0,10.0,1.0,0.1,0.6,-1.9,-1.9,-1.9,-1.9,1.0,0.0,10.0,1.0,0.1,0.6,-0.3,-0.3,-0.3,-0.3,1.0,0.0,10.0,1.0,0.1,0.6,33.7,33.7,33.7,33.7,1.0,0.0,10.0,1.0,0.1,0.6,5.9,5.9,5.9,5.9,1.0,0.0,10.0,1.0,0.1,0.6,4.7,4.7,4.7,4.7,1.0,0.0,10.0,1.0,0.1,0.6,0.8,0.8,0.8,0.8,1.0,0.0,10.0,1.0,0.1,0.6,941.0,941.0,941.0,941.0,1.0,0.0,10.0,1.0,0.1,0.6,940.0,940.0,940.0,940.0,1.0,0.0,10.0,1.0,0.1,0.6
1995,3,0.0,-67.0,0.8,0.8,0.8,0.8,1.0,0.0,2.0,1.0,0.5,0.8,-0.3,-0.3,-0.3,-0.3,1.0,0.0,2.0,1.0,0.5,0.8,2.96,2.96,2.96,2.96,1.0,0.0,2.0,1.0,0.5,0.8,78.4,78.4,78.4,78.4,1.0,0.0,2.0,1.0,0.8,7.2,7.2,7.2,7.2,1.0,0.0,2.0,1.0,0.5,0.8,-6.77,-6.77,-6.77,-6.77,1.0,0.0,2.0,1.0,0.5,0.8,2.46,2.46,2.46,2.46,1.0,0.0,2.0,1.0,0.5,0.8,990.8,990.8,990.8,990.8,1.0,0.0,2.0,1.0,0.5,0.8,4.0,4.0,4.0,4.0,1.0,0.0,2.0,1.0,0.5,0.8,-48.7,-48.7,-48.7,-48.7,1.0,0.0,2.0,1.0,0.5,0.8,17.7,17.7,17.7,17.7,1.0,0.0,2.0,1.0,0.5,0.8,1.1,1.1,1.1,1.1,1.0,0.0,2.0,1.0,0.5,0.8,7.9,7.9,7.9,7.9,1.0,0.0,2.0,1.0,0.5,0.8,1.13,1.13,1.13,1.13,1.0,0.0,2.0,1.0,0.5,0.8,8.2,8.2,8.2,8.2,1.0,0.0,2.0,1.0,0.5,0.8,2.0,2.0,2.0,2.0,1.0,0.0,2.0,1.0,0.5,0.8,-0.7,-0.7,-0.7,-0.7,1.0,0.0,2.0,1.0,0.5,0.8,-20.0,-20.0,-20.0,-20.0,1.0,0.0,2.0,1.0,0.5,0.8,7.3,7.3,7.3,7.3,1.0,0.0,2.0,1.0,0.5,0.8,-7.7,-7.7,-7.7,-7.7,1.0,0.0,2.0,1.0,0.5,0.8,2.8,2.8,2.8,2.8,1.0,0.0,2.0,1.0,0.5,0.8,373.0,373.0,373.0,373.0,1.0,0.0,2.0,1.0,0.5,0.8,375.0,375.0,375.0,375.0,1.0,0.0,2.0,1.0,0.5,0.8
1995,3,0.0,-55.0,1.0,1.0,1.0,1.0,1.0,0.0,12.0,1.0,0.4,0.1,2.1,2.1,2.1,2.1,1.0,0.0,12.0,1.0,0.4,0.1,4.25,4.25,4.25,4.25,1.0,0.0,12.0,1.0,0.4,0.1,94.4,94.4,94.4,94.4,1.0,0.0,12.0,1.0,0.1,13.4,13.4,13.4,13.4,1.0,0.0,12.0,1.0,0.4,0.1,-2.33,-2.33,-2.33,-2.33,1.0,0.0,12.0,1.0,0.4,0.1,-13.2,-13.2,-13.2,-13.2,1.0,0.0,12.0,1.0,0.4,0.1,989.2,989.2,989.2,989.2,1.0,0.0,12.0,1.0,0.4,0.1,8.0,8.0,8.0,8.0,1.0,0.0,12.0,1.0,0.4,0.1,-31.2,-31.2,-31.2,-31.2,1.0,0.0,12.0,1.0,0.4,0.1,-176.8,-176.8,-176.8,-176.8,1.0,0.0,12.0,1.0,0.4,0.1,-1.1,-1.1,-1.1,-1.1,1.0,0.0,12.0,1.0,0.4,0.1,-14.7,-14.7,-14.7,-14.7,1.0,0.0,12.0,1.0,0.4,0.1,-0.09,-0.09,-0.09,-0.09,1.0,0.0,12.0,1.0,0.4,0.1,-1.2,-1.2,-1.2,-1.2,1.0,0.0,12.0,1.0,0.4,0.1,-4.9,-4.9,-4.9,-4.9,1.0,0.0,12.0,1.0,0.4,0.1,-27.7,-27.7,-27.7,-27.7,1.0,0.0,12.0,1.0,0.4,0.1,-9.9,-9.9,-9.9,-9.9,1.0,0.0,12.0,1.0,0.4,0.1,-56.1,-56.1,-56.1,-56.1,1.0,0.0,12.0,1.0,0.4,0.1,0.2,0.2,0.2,0.2,1.0,0.0,12.0,1.0,0.4,0.1,1.2,1.2,1.2,1.2,1.0,0.0,12.0,1.0,0.4,0.1,2406.0,2406.0,2406.0,2406.0,1.0,0.0,12.0,1.0,0.4,0.1,2405.0,2405.0,2405.0,2405.0,1.0,0.0,12.0,1.0,0.4,0.1
1995,3,0.0,-54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.8,10.8,10.8,10.8,1.0,0.0,16.0,0.0,0.9,0.5,10.15,10.15,10.15,10.15,1.0,0.0,16.0,0.0,0.9,0.5,3.69,3.69,3.69,3.69,1.0,0.0,16.0,0.0,0.9,0.5,994.0,994.0,994.0,994.0,1.0,0.0,16.0,0.0,0.9,0.5,4.0,4.0,4.0,4.0,1.0,0.0,16.0,0.0,0.9,0.5,109.6,109.6,109.6,109.6,1.0,0.0,16.0,0.0,0.9,0.5,39.9,39.9,39.9,39.9,1.0,0.0,16.0,0.0,0.9,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.5,35.5,35.5,35.5,1.0,0.0,16.0,0.0,0.9,0.5,12.9,12.9,12.9,12.9,1.0,0.0,16.0,0.0,0.9,0.5,38.2,38.2,38.2,38.2,1.0,0.0,16.0,0.0,0.9,0.5,13.9,13.9,13.9,13.9,1.0,0.0,16.0,0.0,0.9,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,3,0.0,-37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.08,7.2,9.32,7.2,2.0,4.38,12.0,1.0,0.2,0.3,3.83,6.39,8.95,6.39,2.0,5.31,12.0,1.0,0.2,0.3,-1.01,0.68,2.36,0.68,2.0,3.49,12.0,1.0,0.2,0.3,1016.95,1019.0,1021.05,1019.0,2.0,4.24,12.0,1.0,0.2,0.3,4.2,4.5,4.8,4.5,2.0,0.7,12.0,1.0,0.2,0.3,25.7,57.6,89.6,57.6,2.0,66.2,12.0,1.0,0.2,0.3,-13.5,-2.8,7.9,-2.8,2.0,22.1,12.0,1.0,0.2,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.5,119.0,162.4,119.0,2.0,90.0,12.0,1.0,0.2,0.3,-16.6,16.9,50.4,16.9,2.0,69.4,12.0,1.0,0.2,0.3,35.0,58.9,82.8,58.9,2.0,49.5,12.0,1.0,0.2,0.3,-9.4,6.0,21.4,6.0,2.0,31.9,12.0,1.0,0.2,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,3,0.0,-36.0,20.0,20.0,20.0,20.0,1.0,0.0,26.0,1.0,0.7,0.4,16.6,16.6,16.6,16.6,1.0,0.0,26.0,1.0,0.7,0.4,8.59,8.59,8.59,8.59,1.0,0.0,26.0,1.0,0.7,0.4,74.2,74.2,74.2,74.2,1.0,0.0,26.0,1.0,0.4,0.0,0.0,0.0,0.0,1.0,0.0,26.0,1.0,0.7,0.4,0.0,0.0,0.0,0.0,1.0,0.0,26.0,1.0,0.7,0.4,0.0,0.0,0.0,0.0,1.0,0.0,26.0,1.0,0.7,0.4,1024.9,1024.9,1024.9,1024.9,1.0,0.0,26.0,1.0,0.7,0.4,4.0,4.0,4.0,4.0,1.0,0.0,26.0,1.0,0.7,0.4,0.0,0.0,0.0,0.0,1.0,0.0,26.0,1.0,0.7,0.4,0.0,0.0,0.0,0.0,1.0,0.0,26.0,1.0,0.7,0.4,3.4,3.4,3.4,3.4,1.0,0.0,26.0,1.0,0.7,0.4,0.0,0.0,0.0,0.0,1.0,0.0,26.0,1.0,0.7,0.4,5.78,5.78,5.78,5.78,1.0,0.0,26.0,1.0,0.7,0.4,0.0,0.0,0.0,0.0,1.0,0.0,26.0,1.0,0.7,0.4,0.0,0.0,0.0,0.0,1.0,0.0,26.0,1.0,0.7,0.4,0.0,0.0,0.0,0.0,1.0,0.0,26.0,1.0,0.7,0.4,0.0,0.0,0.0,0.0,1.0,0.0,26.0,1.0,0.7,0.4,0.0,0.0,0.0,0.0,1.0,0.0,26.0,1.0,0.7,0.4,0.0,0.0,0.0,0.0,1.0,0.0,26.0,1.0,0.7,0.4,0.0,0.0,0.0,0.0,1.0,0.0,26.0,1.0,0.7,0.4,0.0,0.0,0.0,0.0,1.0,0.0,26.0,1.0,0.7,0.4,0.0,0.0,0.0,0.0,1.0,0.0,26.0,1.0,0.7,0.4
1995,3,0.0,-35.0,19.78,19.95,20.12,19.95,2.0,0.35,12.0,1.0,0.4,0.8,18.57,19.35,20.13,19.35,2.0,1.63,12.0,1.0,0.4,0.8,9.07,10.43,11.79,10.43,2.0,2.82,12.0,1.0,0.4,0.8,69.0,74.8,80.7,74.8,2.0,12.2,12.0,1.0,0.8,5.86,6.2,6.54,6.2,2.0,0.71,12.0,1.0,0.4,0.8,-1.08,1.53,4.14,1.53,2.0,5.41,12.0,1.0,0.4,0.8,-0.64,2.17,4.99,2.17,2.0,5.83,12.0,1.0,0.4,0.8,1020.71,1024.4,1028.09,1024.4,2.0,7.64,12.0,1.0,0.4,0.8,5.5,6.5,7.5,6.5,2.0,2.1,12.0,1.0,0.4,0.8,-8.1,7.6,23.2,7.6,2.0,32.4,12.0,1.0,0.4,0.8,-2.7,15.5,33.7,15.5,2.0,37.7,12.0,1.0,0.4,0.8,-0.36,0.6,1.56,0.6,2.0,1.98,12.0,1.0,0.4,0.8,-1.7,4.4,10.5,4.4,2.0,12.7,12.0,1.0,0.4,0.8,2.44,3.91,5.37,3.91,2.0,3.03,12.0,1.0,0.4,0.8,14.9,25.3,35.7,25.3,2.0,21.6,12.0,1.0,0.4,0.8,-17.7,34.0,85.8,34.0,2.0,107.1,12.0,1.0,0.4,0.8,-15.4,37.3,90.1,37.3,2.0,109.3,12.0,1.0,0.4,0.8,-5.7,23.6,52.9,23.6,2.0,60.7,12.0,1.0,0.4,0.8,-12.0,14.4,40.8,14.4,2.0,54.7,12.0,1.0,0.4,0.8,-10.2,-2.2,5.7,-2.2,2.0,16.5,12.0,1.0,0.4,0.8,3.2,17.3,31.5,17.3,2.0,29.4,12.0,1.0,0.4,0.8,203.5,243.0,282.5,243.0,2.0,81.5,12.0,1.0,0.4,0.8,205.0,245.0,280.0,245.0,2.0,80.0,12.0,1.0,0.4,0.8
1995,3,0.0,-33.0,22.0,22.0,22.0,22.0,1.0,0.0,8.0,1.0,0.2,0.7,23.0,23.0,23.0,23.0,1.0,0.0,8.0,1.0,0.2,0.7,12.72,12.72,12.72,12.72,1.0,0.0,8.0,1.0,0.2,0.7,73.4,73.4,73.4,73.4,1.0,0.0,8.0,1.0,0.7,5.1,5.1,5.1,5.1,1.0,0.0,8.0,1.0,0.2,0.7,5.1,5.1,5.1,5.1,1.0,0.0,8.0,1.0,0.2,0.7,0.0,0.0,0.0,0.0,1.0,0.0,8.0,1.0,0.2,0.7,1020.8,1020.8,1020.8,1020.8,1.0,0.0,8.0,1.0,0.2,0.7,8.0,8.0,8.0,8.0,1.0,0.0,8.0,1.0,0.2,0.7,26.0,26.0,26.0,26.0,1.0,0.0,8.0,1.0,0.2,0.7,0.0,0.0,0.0,0.0,1.0,0.0,8.0,1.0,0.2,0.7,-1.0,-1.0,-1.0,-1.0,1.0,0.0,8.0,1.0,0.2,0.7,-5.1,-5.1,-5.1,-5.1,1.0,0.0,8.0,1.0,0.2,0.7,3.62,3.62,3.62,3.62,1.0,0.0,8.0,1.0,0.2,0.7,18.4,18.4,18.4,18.4,1.0,0.0,8.0,1.0,0.2,0.7,117.3,117.3,117.3,117.3,1.0,0.0,8.0,1.0,0.2,0.7,0.0,0.0,0.0,0.0,1.0,0.0,8.0,1.0,0.2,0.7,64.9,64.9,64.9,64.9,1.0,0.0,8.0,1.0,0.2,0.7,0.0,0.0,0.0,0.0,1.0,0.0,8.0,1.0,0.2,0.7,18.4,18.4,18.4,18.4,1.0,0.0,8.0,1.0,0.2,0.7,0.0,0.0,0.0,0.0,1.0,0.0,8.0,1.0,0.2,0.7,132.5,132.5,132.5,132.5,1.0,0.0,8.0,1.0,0.2,0.7,135.0,135.0,135.0,135.0,1.0,0.0,8.0,1.0,0.2,0.7
1995,3,0.0,-32.0,20.65,21.2,21.75,21.2,2.0,1.13,6.0,0.5,0.8,0.2,19.0,19.0,20.41,19.67,6.0,1.21,12.0,0.8,0.7,0.2,9.85,9.85,12.54,11.06,6.0,2.12,12.0,0.8,0.7,0.2,72.7,72.7,84.7,77.6,6.0,8.0,12.0,0.8,0.2,10.66,11.3,11.94,11.3,6.0,1.96,12.0,0.8,0.7,0.2,-0.35,10.96,11.3,5.81,6.0,9.56,12.0,0.8,0.7,0.2,-1.59,0.0,4.55,0.56,6.0,4.99,12.0,0.8,0.7,0.2,1018.62,1019.3,1020.48,1019.7,6.0,2.91,12.0,0.8,0.7,0.2,7.0,8.0,8.0,7.7,6.0,0.5,12.0,0.8,0.7,0.2,-18.8,123.8,127.7,57.7,6.0,123.4,12.0,0.8,0.7,0.2,-13.0,0.0,56.1,14.0,6.0,55.6,12.0,0.8,0.7,0.2,-0.87,0.7,2.27,0.7,2.0,3.25,6.0,0.5,0.8,0.2,-5.7,10.4,26.4,10.4,2.0,33.2,6.0,0.5,0.8,0.2,0.88,3.16,5.45,3.16,2.0,4.74,6.0,0.5,0.8,0.2,10.4,36.0,61.7,36.0,2.0,53.1,6.0,0.5,0.8,0.2,-2.5,208.2,214.7,109.7,6.0,185.9,12.0,0.8,0.7,0.2,-35.0,0.0,88.0,8.0,6.0,104.4,12.0,0.8,0.7,0.2,2.9,108.0,111.3,55.4,6.0,103.4,12.0,0.8,0.7,0.2,-24.0,0.0,47.9,1.3,6.0,66.7,12.0,0.8,0.7,0.2,10.5,34.3,58.1,34.3,2.0,49.3,6.0,0.5,0.8,0.2,5.2,13.3,21.4,13.3,2.0,16.8,6.0,0.5,0.8,0.2,1259.0,1443.0,1761.5,1551.5,6.0,788.0,12.0,0.8,0.7,0.2,1260.0,1445.0,1760.0,1550.0,6.0,790.0,12.0,0.8,0.7,0.2
