Year,Month,Running Month,Longitude,Latitude,W-S1,W-Median,W-S5,W-Mean,W-Observation number,W-Standard deviation,W-Mean day of the month,W-Fraction of daylight observations,U-S1,U-Median,U-S5,U-Mean,U-Observation number,U-Standard deviation,U-Mean day of the month,U-Fraction of daylight observations,V-S1,V-Median,V-S5,V-Mean,V-Observation number,V-Standard deviation,V-Mean day of the month,V-Fraction of daylight observations,P-S1,P-Median,P-S5,P-Mean,P-Observation number,P-Standard deviation,P-Mean day of the month,P-Fraction of daylight observations,S-S1,S-Median,S-S5,S-Mean,S-Observation number,S-Standard deviation,S-Mean day of the month,S-Fraction of daylight observations,A-S1,A-Median,A-S5,A-Mean,A-Observation number,A-Standard deviation,A-Mean day of the month,A-Fraction of daylight observations,Q-S1,Q-Median,Q-S5,Q-Mean,Q-Observation number,Q-Standard deviation,Q-Mean day of the month,Q-Fraction of daylight observations,R-S1_x,R-Median_x,R-S5_x,R-Mean_x,R-Observation number_x,R-Standard deviation_x,R-Mean day of the month_x,R-Fraction of daylight observations_x,C-S1,C-Median,C-S5,C-Mean,C-Observation number,C-Standard deviation,C-Mean day of the month,C-Fraction of daylight observations,R-S1_y,R-Median_y,R-S5_y,R-Mean_y,R-Observation number_y,R-Standard deviation_y,R-Mean day of the month_y,R-Fraction of daylight observations_y,X=W*U-S1,X=W*U-Median,X=W*U-S5,X=W*U-Mean,X=W*U-Observation number,X=W*U-Standard deviation,X=W*U-Mean day of the month,X=W*U-Fraction of daylight observations,Y=W*V-S1,Y=W*V-Median,Y=W*V-S5,Y=W*V-Mean,Y=W*V-Observation number,Y=W*V-Standard deviation,Y=W*V-Mean day of the month,Y=W*V-Fraction of daylight observations,D=S-A-S1,D=S-A-Median,D=S-A-S5,D=S-A-Mean,D=S-A-Observation number,D=S-A-Standard deviation,D=S-A-Mean day of the month,D=S-A-Fraction of daylight observations,E=(S-A)*W-S1,E=(S-A)*W-Median,E=(S-A)*W-S5,E=(S-A)*W-Mean,E=(S-A)*W-Observation number,E=(S-A)*W-Standard deviation,E=(S-A)*W-Mean day of the month,E=(S-A)*W-Fraction of daylight observations,F=QS-Q-S1,F=QS-Q-Median,F=QS-Q-S5,F=QS-Q-Mean,F=QS-Q-Observation number,F=QS-Q-Standard deviation,F=QS-Q-Mean day of the month,F=QS-Q-Fraction of daylight observations,G=(QS-Q)*W-S1,G=(QS-Q)*W-Median,G=(QS-Q)*W-S5,G=(QS-Q)*W-Mean,G=(QS-Q)*W-Observation number,G=(QS-Q)*W-Standard deviation,G=(QS-Q)*W-Mean day of the month,G=(QS-Q)*W-Fraction of daylight observations,I=U*A-S1,I=U*A-Median,I=U*A-S5,I=U*A-Mean,I=U*A-Observation number,I=U*A-Standard deviation,I=U*A-Mean day of the month,I=U*A-Fraction of daylight observations,J=V*A-S1,J=V*A-Median,J=V*A-S5,J=V*A-Mean,J=V*A-Observation number,J=V*A-Standard deviation,J=V*A-Mean day of the month,J=V*A-Fraction of daylight observations,K=U*Q-S1,K=U*Q-Median,K=U*Q-S5,K=U*Q-Mean,K=U*Q-Observation number,K=U*Q-Standard deviation,K=U*Q-Mean day of the month,K=U*Q-Fraction of daylight observations,L=V*Q-S1,L=V*Q-Median,L=V*Q-S5,L=V*Q-Mean,L=V*Q-Observation number,L=V*Q-Standard deviation,L=V*Q-Mean day of the month,L=V*Q-Fraction of daylight observations,M=(QS-Q)*U-S1,M=(QS-Q)*U-Median,M=(QS-Q)*U-S5,M=(QS-Q)*U-Mean,M=(QS-Q)*U-Observation number,M=(QS-Q)*U-Standard deviation,M=(QS-Q)*U-Mean day of the month,M=(QS-Q)*U-Fraction of daylight observations,N=(QS-Q)*V-S1,N=(QS-Q)*V-Median,N=(QS-Q)*V-S5,N=(QS-Q)*V-Mean,N=(QS-Q)*V-Observation number,N=(QS-Q)*V-Standard deviation,N=(QS-Q)*V-Mean day of the month,N=(QS-Q)*V-Fraction of daylight observations,B1=W*W*W-S1,B1=W*W*W-Median,B1=W*W*W-S5,B1=W*W*W-Mean,B1=W*W*W-Observation number,B1=W*W*W-Standard deviation,B1=W*W*W-Mean day of the month,B1=W*W*W-Fraction of daylight observations,B2=W*W*W-S1,B2=W*W*W-Median,B2=W*W*W-S5,B2=W*W*W-Mean,B2=W*W*W-Observation number,B2=W*W*W-Standard deviation,B2=W*W*W-Mean day of the month,B2=W*W*W-Fraction of daylight observations
1954,1,23449,-179.8,18.3,0.0,0.0,0.0,0.0,2.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,28.0,0.0,1011.77,1012.35,1012.93,1012.35,2.0,1.2,28.0,0.0,25.85,26.4,26.95,26.4,2.0,1.13,28.0,0.0,24.07,24.45,24.83,24.45,2.0,0.78,28.0,0.0,12.7,13.6,14.49,13.6,2.0,1.86,28.0,0.0,68.0,71.1,74.2,71.1,2.0,6.4,28.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,28.0,0.0,68.0,71.1,74.2,71.1,2.0,6.4,28.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,28.0,0.0,1.78,1.95,2.12,1.95,2.0,0.35,28.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,28.0,0.0,7.75,7.95,8.16,7.95,2.0,0.42,28.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,28.0,0.0
1954,1,23449,-179.7,-69.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.1,-1.0,-0.68,-0.88,5.0,0.33,28.0,1.0,-1.64,-1.1,-0.56,-1.1,5.0,0.55,28.0,1.0,3.18,3.31,3.49,3.34,4.0,0.19,26.0,1.0,89.4,96.4,98.9,94.3,4.0,6.5,26.0,1.0,8.0,8.0,8.0,8.0,4.0,0.0,26.0,1.0,89.4,96.4,98.9,94.3,4.0,6.5,26.0,1.0,-66.0,-34.4,-23.4,-44.2,4.0,31.6,28.0,1.0,-152.2,-129.1,-106.9,-129.5,4.0,26.2,28.0,1.0,-0.15,0.3,0.57,0.22,5.0,0.43,28.0,1.0,-0.4,5.2,7.2,3.5,4.0,5.3,28.0,1.0,0.1,0.28,0.41,0.26,4.0,0.19,26.0,1.0,2.9,4.1,4.4,3.7,3.0,1.1,26.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1954,1,23449,-179.7,-35.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4,29.7,32.2,18.6,3.0,22.5,22.0,0.3,1.8,5.8,6.9,4.4,3.0,3.9,22.0,0.3,1.0,17.5,375.5,328.0,7.0,684.5,10.0,0.4,0.0,20.0,375.0,330.0,7.0,685.0,10.0,0.4
1954,1,23449,-179.7,-25.8,6.2,6.2,6.2,6.2,1.0,0.0,30.0,0.0,-4.75,-4.75,-4.75,-4.75,1.0,0.0,30.0,0.0,3.99,3.99,3.99,3.99,1.0,0.0,30.0,0.0,1016.9,1016.9,1016.9,1016.9,1.0,0.0,30.0,0.0,24.4,24.4,24.4,24.4,1.0,0.0,30.0,0.0,22.2,22.2,22.2,22.2,1.0,0.0,30.0,0.0,15.04,15.04,15.04,15.04,1.0,0.0,30.0,0.0,90.7,90.7,90.7,90.7,1.0,0.0,30.0,0.0,6.0,6.0,6.0,6.0,1.0,0.0,30.0,0.0,90.7,90.7,90.7,90.7,1.0,0.0,30.0,0.0,-29.4,-29.4,-29.4,-29.4,1.0,0.0,30.0,0.0,24.7,24.7,24.7,24.7,1.0,0.0,30.0,0.0,2.2,2.2,2.2,2.2,1.0,0.0,30.0,0.0,13.6,13.6,13.6,13.6,1.0,0.0,30.0,0.0,3.96,3.96,3.96,3.96,1.0,0.0,30.0,0.0,24.5,24.5,24.5,24.5,1.0,0.0,30.0,0.0,-105.4,-105.4,-105.4,-105.4,1.0,0.0,30.0,0.0,88.5,88.5,88.5,88.5,1.0,0.0,30.0,0.0,-71.4,-71.4,-71.4,-71.4,1.0,0.0,30.0,0.0,59.9,59.9,59.9,59.9,1.0,0.0,30.0,0.0,-18.8,-18.8,-18.8,-18.8,1.0,0.0,30.0,0.0,15.8,15.8,15.8,15.8,1.0,0.0,30.0,0.0,238.5,238.5,238.5,238.5,1.0,0.0,30.0,0.0,240.0,240.0,240.0,240.0,1.0,0.0,30.0,0.0
1954,1,23449,-179.7,38.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3,7.0,8.0,6.6,5.0,1.7,12.0,0.4,74.5,85.6,86.9,81.7,5.0,6.7,14.0,0.6,-0.9,58.6,147.8,87.4,6.0,117.1,14.0,0.5,-193.4,-5.3,54.9,-80.7,6.0,223.3,14.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1954,1,23449,-179.6,-71.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.6,8.0,8.0,7.7,6.0,0.8,28.0,1.0,95.7,98.2,99.4,97.5,6.0,2.6,28.0,1.0,-7.5,-1.5,14.3,2.1,5.0,12.3,30.0,1.0,-10.9,0.8,45.3,16.3,5.0,41.6,30.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1954,1,23449,-179.6,-69.7,10.54,11.55,12.88,11.7,4.0,1.42,28.0,1.0,-5.27,-3.02,-2.05,-3.63,4.0,2.2,28.0,1.0,-11.85,-10.88,-10.15,-10.99,4.0,1.0,28.0,1.0,984.21,991.7,993.35,989.12,5.0,6.41,28.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,3.8,8.6,4.8,4.0,4.6,28.0,1.0,6.1,12.2,17.9,12.0,4.0,6.9,28.0,1.0,-19.3,-11.9,-7.6,-13.4,3.0,8.7,26.0,1.0,-37.3,-32.6,-32.2,-34.7,3.0,4.1,26.0,1.0,-1.3,-1.2,-0.9,-1.1,3.0,0.3,26.0,1.0,-4.3,-3.8,-2.6,-3.5,3.0,1.3,26.0,1.0,1172.0,1560.5,2146.5,1655.0,4.0,599.5,28.0,1.0,1170.0,1560.0,2145.0,1655.0,4.0,600.0,28.0,1.0
1954,1,23449,-179.6,-35.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.6,20.6,20.6,20.6,4.0,0.0,22.0,0.5,18.54,19.25,20.0,19.36,8.0,0.79,12.0,0.5,8.34,10.11,11.35,10.05,6.0,1.77,14.0,0.5,63.7,73.3,77.9,72.0,6.0,8.4,14.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.29,0.85,1.36,0.83,4.0,0.68,22.0,0.5,0.5,1.6,7.8,4.1,3.0,5.8,22.0,0.3,3.19,4.45,4.94,4.09,4.0,1.17,22.0,0.5,16.7,30.3,32.4,24.7,3.0,12.5,22.0,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1954,1,23449,-179.6,-35.6,0.95,2.6,6.97,4.26,7.0,4.18,10.0,0.4,-1.91,0.0,6.96,1.82,7.0,5.51,10.0,0.4,-0.48,0.0,2.39,0.64,7.0,1.98,10.0,0.4,1013.01,1017.95,1020.73,1016.35,8.0,5.95,12.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,6.0,8.0,5.5,8.0,2.8,12.0,0.5,63.7,73.3,77.9,72.0,6.0,8.4,14.0,0.5,-5.3,0.0,49.8,24.7,7.0,57.8,10.0,0.4,-0.7,0.0,15.6,5.9,7.0,12.1,10.0,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-37.9,0.0,133.1,37.5,7.0,110.7,10.0,0.4,-8.9,0.0,48.9,12.7,7.0,37.9,10.0,0.4,-22.2,-7.9,99.2,33.6,5.0,77.2,14.0,0.4,-1.2,20.2,27.2,14.5,5.0,15.1,14.0,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1954,1,23449,-179.6,38.5,6.37,11.3,18.95,12.5,6.0,6.72,14.0,0.5,-0.18,5.66,11.17,6.17,6.0,6.85,14.0,0.5,-9.55,0.75,6.69,-2.07,6.0,11.61,14.0,0.5,1004.48,1010.15,1013.49,1009.22,6.0,5.0,14.0,0.5,12.31,13.9,15.22,13.68,5.0,1.94,12.0,0.4,9.19,11.1,12.9,10.73,6.0,2.67,14.0,0.5,6.24,7.06,7.76,6.99,5.0,0.92,14.0,0.6,74.5,85.6,86.9,81.7,5.0,6.7,14.0,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,1.1,4.87,2.8,5.0,3.8,12.0,0.4,6.9,7.4,69.6,40.6,5.0,72.9,12.0,0.4,2.08,2.44,2.68,2.38,4.0,0.4,12.0,0.5,12.8,18.5,29.3,20.9,4.0,10.3,12.0,0.5,-2.3,64.4,105.8,56.0,6.0,56.0,14.0,0.5,-76.5,14.5,83.6,-7.3,6.0,123.8,14.0,0.5,-2.6,19.9,57.4,25.8,5.0,31.3,14.0,0.6,-66.8,40.5,52.1,-3.9,5.0,86.4,14.0,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
